Column,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_auftraggeber_anzahl
796,orig_lobbyregister_2022-07-07_#0014982,lobbyregister_client,lobbyregister,2022-07-07,LEW Verteilnetz GmbH,LEW Verteilnetz GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016791,
797,orig_lobbyregister_2022-04-29_#0014983,lobbyregister_client,lobbyregister,2022-04-29,LEW Wasserkraft GmbH,LEW Wasserkraft GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016792,
798,orig_lobbyregister_2022-03-17_#0014984,lobbyregister_client,lobbyregister,2022-03-17,LHYFE,LHYFE,norm_lobbyregister_eintrag_2022-09-19_#0016797,
799,orig_lobbyregister_2022-06-02_#0014985,lobbyregister_client,lobbyregister,2022-06-02,Lichtblick SE,Lichtblick SE,norm_lobbyregister_eintrag_2022-09-19_#0016805,
800,orig_lobbyregister_2022-07-04_#0014986,lobbyregister_client,lobbyregister,2022-07-04,Lidl Dienstleistung GmbH & Co. KG,Lidl Dienstleistung GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0016810,
801,orig_lobbyregister_2022-09-14_#0014987,lobbyregister_client,lobbyregister,2022-09-14,Lidl Stiftung & Co. KG,Lidl Stiftung & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0016811,
802,orig_lobbyregister_2022-06-29_#0014988,lobbyregister_client,lobbyregister,2022-06-29,Lilly Deutschland GmbH,Lilly Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016829,
803,orig_lobbyregister_2022-08-09_#0014989,lobbyregister_client,lobbyregister,2022-08-09,LimeBike Germany GmbH,LimeBike Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016831,
804,orig_lobbyregister_2022-02-28_#0014990,lobbyregister_client,lobbyregister,2022-02-28,Lineas NV,Lineas NV,norm_lobbyregister_eintrag_2022-09-19_#0016833,
805,orig_lobbyregister_2022-08-24_#0014991,lobbyregister_client,lobbyregister,2022-08-24,LinkedIn Germany GmbH,LinkedIn Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016834,
806,orig_lobbyregister_2022-06-02_#0014992,lobbyregister_client,lobbyregister,2022-06-02,Liqvis GmbH,Liqvis GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016839,
807,orig_lobbyregister_2022-02-17_#0014993,lobbyregister_client,lobbyregister,2022-02-17,Litef GmbH,Litef GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016845,
808,orig_lobbyregister_2022-08-23_#0014994,lobbyregister_client,lobbyregister,2022-08-23,Livinguard,Livinguard,norm_lobbyregister_eintrag_2022-09-19_#0016857,
809,orig_lobbyregister_2022-07-06_#0014995,lobbyregister_client,lobbyregister,2022-07-06,LLC,LLC,norm_lobbyregister_eintrag_2022-09-19_#0016859,
810,orig_lobbyregister_2022-04-01_#0014996,lobbyregister_client,lobbyregister,2022-04-01,Lockheed Martin Aeronautics Company,Lockheed Martin Aeronautics Company,norm_lobbyregister_eintrag_2022-09-19_#0016877,
811,orig_lobbyregister_2022-09-16_#0014997,lobbyregister_client,lobbyregister,2022-09-16,Lockheed Martin Overseas Services Corporation,Lockheed Martin Overseas Services Corporation,norm_lobbyregister_eintrag_2022-09-19_#0016878,
812,orig_lobbyregister_2022-06-20_#0014998,lobbyregister_client,lobbyregister,2022-06-20,LOGO Deutschland e.V. Selbständige in der Logopädie,LOGO Deutschland e.V. Selbständige in der Logopädie,norm_lobbyregister_eintrag_2022-09-19_#0016898,
813,orig_lobbyregister_2022-09-16_#0014999,lobbyregister_client,lobbyregister,2022-09-16,Lokomotion Gesellschaft für Schienentraktion,Lokomotion Gesellschaft für Schienentraktion,norm_lobbyregister_eintrag_2022-09-19_#0016907,
814,orig_lobbyregister_2022-02-26_#0015000,lobbyregister_client,lobbyregister,2022-02-26,Lotto Hamburg GmbH,LOTTO Hamburg GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016915,
815,orig_lobbyregister_2022-02-26_#0015001,lobbyregister_client,lobbyregister,2022-02-26,Lotto Hessen GmbH,Lotto Hessen GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016917,
816,orig_lobbyregister_2022-02-26_#0015002,lobbyregister_client,lobbyregister,2022-02-26,Lotto Rheinland-Pfalz GmbH,Lotto Rheinland-Pfalz GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016918,
817,orig_lobbyregister_2022-02-26_#0015003,lobbyregister_client,lobbyregister,2022-02-26,Lotto-Toto GmbH Sachsen-Anhalt,Lotto-Toto GmbH Sachsen-Anhalt,norm_lobbyregister_eintrag_2022-09-19_#0016920,
818,orig_lobbyregister_2022-03-11_#0015004,lobbyregister_client,lobbyregister,2022-03-11,Löwer Consulting,Löwer Consulting,norm_lobbyregister_eintrag_2022-09-19_#0016926,
819,orig_lobbyregister_2022-03-22_#0015005,lobbyregister_client,lobbyregister,2022-03-22,Ltd.,Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0016933,
820,orig_lobbyregister_2022-05-25_#0015006,lobbyregister_client,lobbyregister,2022-05-25,Lufthansa City Center Reisebüropartner GmbH,Lufthansa City Center Reisebüropartner GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016949,
821,orig_lobbyregister_2022-07-29_#0015007,lobbyregister_client,lobbyregister,2022-07-29,Lysoform Dr. Hans Rosemann GmbH,Lysoform Dr. Hans Rosemann GmbH,norm_lobbyregister_eintrag_2022-09-19_#0016985,
822,orig_lobbyregister_2022-06-02_#0015008,lobbyregister_client,lobbyregister,2022-06-02,Mabanaft GmbH & Co. KG,Mabanaft GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0016993,
823,orig_lobbyregister_2022-05-17_#0015009,lobbyregister_client,lobbyregister,2022-05-17,MACH AG,MACH AG,norm_lobbyregister_eintrag_2022-09-19_#0016995,
824,orig_lobbyregister_2022-02-22_#0015010,lobbyregister_client,lobbyregister,2022-02-22,MacroArray Diagnostics GmbH,MacroArray Diagnostics GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017000,
825,orig_lobbyregister_2022-05-09_#0015011,lobbyregister_client,lobbyregister,2022-05-09,MAHLE GmbH,MAHLE GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017012,
826,orig_lobbyregister_2022-09-07_#0015012,lobbyregister_client,lobbyregister,2022-09-07,Mainova AG,Mainova AG,norm_lobbyregister_eintrag_2022-09-19_#0017017,
827,orig_lobbyregister_2022-09-07_#0015013,lobbyregister_client,lobbyregister,2022-09-07,Mann+Hummel International GmbH & Co.KG,Mann+Hummel International GmbH & Co.KG,norm_lobbyregister_eintrag_2022-09-19_#0017036,
828,orig_lobbyregister_2022-07-22_#0015014,lobbyregister_client,lobbyregister,2022-07-22,Marconi Group Management International Ltd.,Marconi Group Management International Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0017055,
829,orig_lobbyregister_2022-09-08_#0015015,lobbyregister_client,lobbyregister,2022-09-08,Maria Clementine Martin Klosterfrau Vertriebsgesellschaft mbH,Maria Clementine Martin Klosterfrau Vertriebsgesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0017062,
830,orig_lobbyregister_2022-09-15_#0015016,lobbyregister_client,lobbyregister,2022-09-15,Maritime Plattform e.V.,Maritime Plattform e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017073,
831,orig_lobbyregister_2022-02-27_#0015017,lobbyregister_client,lobbyregister,2022-02-27,Maritimes Hauptstadtforum (MHF),Maritimes Hauptstadtforum (MHF),norm_lobbyregister_eintrag_2022-09-19_#0017082,
832,orig_lobbyregister_2022-05-03_#0015018,lobbyregister_client,lobbyregister,2022-05-03,Markant Handels- und Industriewarenvermittlungs,Markant Handels- und Industriewarenvermittlungs,norm_lobbyregister_eintrag_2022-09-19_#0017083,
833,orig_lobbyregister_2022-05-31_#0015019,lobbyregister_client,lobbyregister,2022-05-31,Marketing Verein Deutscher Apotheker e. V.,Marketing Verein Deutscher Apotheker e. V.,norm_lobbyregister_eintrag_2022-09-19_#0017100,
834,orig_lobbyregister_2022-05-17_#0015020,lobbyregister_client,lobbyregister,2022-05-17,Märkische Geflügelhof-Spezialitäten GmbH,Märkische Geflügelhof-Spezialitäten GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017104,
835,orig_lobbyregister_2022-06-02_#0015021,lobbyregister_client,lobbyregister,2022-06-02,Marquard & Bahls AG,Marquard & Bahls AG,norm_lobbyregister_eintrag_2022-09-19_#0017118,
836,orig_lobbyregister_2022-09-08_#0015022,lobbyregister_client,lobbyregister,2022-09-08,Mars GmbH,Mars GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017120,
837,orig_lobbyregister_2022-09-15_#0015023,lobbyregister_client,lobbyregister,2022-09-15,Marvel Fusion GmbH,Marvel Fusion GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017131,
838,orig_lobbyregister_2022-09-15_#0015024,lobbyregister_client,lobbyregister,2022-09-15,Mastercard Europe SA,Mastercard Europe SA,norm_lobbyregister_eintrag_2022-09-19_#0017141,
839,orig_lobbyregister_2022-07-06_#0015025,lobbyregister_client,lobbyregister,2022-07-06,Match Group Holdings I,Match Group Holdings I,norm_lobbyregister_eintrag_2022-09-19_#0017144,
840,orig_lobbyregister_2022-09-07_#0015026,lobbyregister_client,lobbyregister,2022-09-07,Mazars GmbH & Co. KG,Mazars GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0017184,
841,orig_lobbyregister_2022-04-04_#0015027,lobbyregister_client,lobbyregister,2022-04-04,McDonald`s Deutschland LLC,McDonald`s Deutschland LLC,norm_lobbyregister_eintrag_2022-09-19_#0017193,
842,orig_lobbyregister_2022-02-28_#0015028,lobbyregister_client,lobbyregister,2022-02-28,McDonald´s Promotions GmbH & Co. KG Werbegesellschaft Deutschland,McDonald´s Promotions GmbH & Co. KG Werbegesellschaft Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0017195,
843,orig_lobbyregister_2022-09-15_#0015029,lobbyregister_client,lobbyregister,2022-09-15,McMakler GmbH,McMakler GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017198,
844,orig_lobbyregister_2022-03-24_#0015030,lobbyregister_client,lobbyregister,2022-03-24,medac GmbH,medac GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017209,
845,orig_lobbyregister_2022-03-02_#0015031,lobbyregister_client,lobbyregister,2022-03-02,MEDA Pharma GmbH & Co. KG (A Viatris Company),MEDA Pharma GmbH & Co. KG (A Viatris Company),norm_lobbyregister_eintrag_2022-09-19_#0017211,
846,orig_lobbyregister_2022-07-29_#0015032,lobbyregister_client,lobbyregister,2022-07-29,Medios AG,Medios AG,norm_lobbyregister_eintrag_2022-09-19_#0017245,
847,orig_lobbyregister_2022-02-28_#0015033,lobbyregister_client,lobbyregister,2022-02-28,Medtronic GmbH,Medtronic GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017260,
848,orig_lobbyregister_2022-04-21_#0015034,lobbyregister_client,lobbyregister,2022-04-21,Meine Radiologie Holding GmbH,Meine Radiologie Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017272,
849,orig_lobbyregister_2022-09-16_#0015035,lobbyregister_client,lobbyregister,2022-09-16,Merck Healthcare Germany GmbH,Merck Healthcare Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017302,
850,orig_lobbyregister_2022-05-31_#0015036,lobbyregister_client,lobbyregister,2022-05-31,MetaForum - Innovation für mehr Gesundheit e.V.,MetaForum - Innovation für mehr Gesundheit e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017318,
851,orig_lobbyregister_2022-04-29_#0015037,lobbyregister_client,lobbyregister,2022-04-29,Meta Platforms Ireland Limited,Meta Platforms Ireland Limited,norm_lobbyregister_eintrag_2022-09-19_#0017325,
852,orig_lobbyregister_2022-09-05_#0015038,lobbyregister_client,lobbyregister,2022-09-05,Metrc LLC,Metrc LLC,norm_lobbyregister_eintrag_2022-09-19_#0017327,
853,orig_lobbyregister_2022-09-07_#0015039,lobbyregister_client,lobbyregister,2022-09-07,Metsä Tissue OYJ,Metsä Tissue OYJ,norm_lobbyregister_eintrag_2022-09-19_#0017338,
854,orig_lobbyregister_2022-06-02_#0015040,lobbyregister_client,lobbyregister,2022-06-02,MEW Mittelständische Energiewirtschaft Deutschland e.V.,MEW Mittelständische Energiewirtschaft Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017344,
855,orig_lobbyregister_2022-02-17_#0015041,lobbyregister_client,lobbyregister,2022-02-17,Mexacare GmbH,Mexacare GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017345,
856,orig_lobbyregister_2022-09-15_#0015042,lobbyregister_client,lobbyregister,2022-09-15,Meyer Burger Technology AG,Meyer Burger Technology AG,norm_lobbyregister_eintrag_2022-09-19_#0017346,
857,orig_lobbyregister_2022-07-01_#0015043,lobbyregister_client,lobbyregister,2022-07-01,Microsoft Corporation,Microsoft Corporation,norm_lobbyregister_eintrag_2022-09-19_#0017372,
858,orig_lobbyregister_2022-04-05_#0015044,lobbyregister_client,lobbyregister,2022-04-05,Microsoft Deutschland,Microsoft Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0017373,
859,orig_lobbyregister_2022-06-02_#0015045,lobbyregister_client,lobbyregister,2022-06-02,Microsoft Deutschland GmbH,Microsoft Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017374,
860,orig_lobbyregister_2022-06-15_#0015046,lobbyregister_client,lobbyregister,2022-06-15,Milchindustrie-Verband e. V.,Milchindustrie-Verband e. V.,norm_lobbyregister_eintrag_2022-09-19_#0017392,
861,orig_lobbyregister_2022-06-02_#0015047,lobbyregister_client,lobbyregister,2022-06-02,Mitsubishi International GmbH,Mitsubishi International GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017526,
862,orig_lobbyregister_2022-08-31_#0015048,lobbyregister_client,lobbyregister,2022-08-31,MKH Greenergy Cert GmbH,MKH Greenergy Cert GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017560,
863,orig_lobbyregister_2022-02-23_#0015049,lobbyregister_client,lobbyregister,2022-02-23,MLP Finanzberatung SE,MLP Finanzberatung SE,norm_lobbyregister_eintrag_2022-09-19_#0017565,
864,orig_lobbyregister_2022-08-31_#0015050,lobbyregister_client,lobbyregister,2022-08-31,Mobexo GmbH,Mobexo GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017571,
865,orig_lobbyregister_2022-05-10_#0015051,lobbyregister_client,lobbyregister,2022-05-10,Moderna Germany GmbH,Moderna Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017589,
866,orig_lobbyregister_2022-06-02_#0015052,lobbyregister_client,lobbyregister,2022-06-02,Molabo GmbH,Molabo GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017600,
867,orig_lobbyregister_2022-09-07_#0015053,lobbyregister_client,lobbyregister,2022-09-07,Morgan Stanley Europe SE,Morgan Stanley Europe SE,norm_lobbyregister_eintrag_2022-09-19_#0017613,
868,orig_lobbyregister_2022-07-08_#0015054,lobbyregister_client,lobbyregister,2022-07-08,Motion Picture Association EMEA,Motion Picture Association EMEA,norm_lobbyregister_eintrag_2022-09-19_#0017624,
869,orig_lobbyregister_2022-04-08_#0015055,lobbyregister_client,lobbyregister,2022-04-08,Motorola Solutions Germany GmbH,Motorola Solutions Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017626,
870,orig_lobbyregister_2022-06-02_#0015056,lobbyregister_client,lobbyregister,2022-06-02,MPG Mendener Präzisionsrohr GmbH,MPG Mendener Präzisionsrohr GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017639,
871,orig_lobbyregister_2022-09-14_#0015057,lobbyregister_client,lobbyregister,2022-09-14,MSD Sharp & Dohme GmbH,MSD Sharp & Dohme GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017640,
872,orig_lobbyregister_2022-08-26_#0015058,lobbyregister_client,lobbyregister,2022-08-26,MT Aerospace AG,MT Aerospace AG,norm_lobbyregister_eintrag_2022-09-19_#0017647,
873,orig_lobbyregister_2022-03-09_#0015059,lobbyregister_client,lobbyregister,2022-03-09,München,München,norm_lobbyregister_eintrag_2022-09-19_#0017664,
874,orig_lobbyregister_2022-06-02_#0015060,lobbyregister_client,lobbyregister,2022-06-02,MVP Management GmbH,MVP Management GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017708,
875,orig_lobbyregister_2022-06-02_#0015061,lobbyregister_client,lobbyregister,2022-06-02,MVV Energie AG,MVV Energie AG,norm_a_watch_organisation_2022-09-19_#0017709,
876,orig_lobbyregister_2022-03-03_#0015062,lobbyregister_client,lobbyregister,2022-03-03,MVV Netze GmbH,MVV Netze GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017711,
877,orig_lobbyregister_2022-03-02_#0015063,lobbyregister_client,lobbyregister,2022-03-02,Mylan Healthcare GmbH (A Viatris Company),Mylan Healthcare GmbH (A Viatris Company),norm_lobbyregister_eintrag_2022-09-19_#0017717,
878,orig_lobbyregister_2022-02-01_#0015064,lobbyregister_client,lobbyregister,2022-02-01,Mynaric AG / Mynaric Lasercom GmbH,Mynaric AG / Mynaric Lasercom GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017718,
879,orig_lobbyregister_2022-02-10_#0015065,lobbyregister_client,lobbyregister,2022-02-10,Myriad International GmbH,Myriad International GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017719,
880,orig_lobbyregister_2022-02-10_#0015066,lobbyregister_client,lobbyregister,2022-02-10,Myriad Service GmbH,Myriad Service GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017720,
881,orig_lobbyregister_2022-06-23_#0015067,lobbyregister_client,lobbyregister,2022-06-23,NABU Mecklenburg-Vorpommern,NABU Mecklenburg-Vorpommern,norm_lobbyregister_eintrag_2022-09-19_#0017726,
882,orig_lobbyregister_2022-02-28_#0015068,lobbyregister_client,lobbyregister,2022-02-28,Naturschutzbund Deutschland e.V.,Naturschutzbund Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017893,
883,orig_lobbyregister_2022-05-31_#0015069,lobbyregister_client,lobbyregister,2022-05-31,navos - Public Dialogue Consultants GmbH,navos - Public Dialogue Consultants GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017913,
884,orig_lobbyregister_2022-02-27_#0015070,lobbyregister_client,lobbyregister,2022-02-27,NBC Universal International Ltd.,NBC Universal International Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0017920,
885,orig_lobbyregister_2022-09-02_#0015071,lobbyregister_client,lobbyregister,2022-09-02,NCP engineering,NCP engineering,norm_lobbyregister_eintrag_2022-09-19_#0017923,
886,orig_lobbyregister_2022-09-13_#0015072,lobbyregister_client,lobbyregister,2022-09-13,Nect GmbH,Nect GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017932,
887,orig_lobbyregister_2022-09-16_#0015073,lobbyregister_client,lobbyregister,2022-09-16,Neste Germany GmbH,Neste Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017953,
888,orig_lobbyregister_2022-09-08_#0015074,lobbyregister_client,lobbyregister,2022-09-08,Nestlé Deutschland AG,Nestlé Deutschland AG,norm_a_watch_organisation_2022-09-19_#0017954,
889,orig_lobbyregister_2022-03-22_#0015075,lobbyregister_client,lobbyregister,2022-03-22,Netflix Services Germany GmbH,Netflix Services Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017955,
890,orig_lobbyregister_2022-02-25_#0015076,lobbyregister_client,lobbyregister,2022-02-25,Netzwerk der Spargel und Beerenverbände e.V,Netzwerk der Spargel- und Beerenverbände e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017991,
891,orig_lobbyregister_2022-08-02_#0015077,lobbyregister_client,lobbyregister,2022-08-02,Netzwerk Flexperten - meta-i.d. Ökologische innovation GmbH,Netzwerk Flexperten - meta-i.d. Ökologische innovation GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018010,
892,orig_lobbyregister_2022-04-21_#0015078,lobbyregister_client,lobbyregister,2022-04-21,Netzwerk für Demokratie und Courage,Netzwerk für Demokratie und Courage,norm_lobbyregister_eintrag_2022-09-19_#0018017,
893,orig_lobbyregister_2022-09-05_#0015079,lobbyregister_client,lobbyregister,2022-09-05,Netzwerk Public Affairs e.V.,Netzwerk Public Affairs e.V.,norm_lobbyregister_eintrag_2022-09-19_#0018058,
894,orig_lobbyregister_2022-08-16_#0015080,lobbyregister_client,lobbyregister,2022-08-16,NeuConnect Britain Ltd.,NeuConnect Britain Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0018089,
895,orig_lobbyregister_2022-06-02_#0015081,lobbyregister_client,lobbyregister,2022-06-02,Neuman & Esser Verwaltungs- und Beteiligungsgesellschaft mbH,Neuman & Esser Verwaltungs- und Beteiligungsgesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0018104,
896,orig_lobbyregister_2022-09-13_#0015082,lobbyregister_client,lobbyregister,2022-09-13,Nexperia Germany GmbH,Nexperia Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018118,
897,orig_lobbyregister_2022-03-02_#0015083,lobbyregister_client,lobbyregister,2022-03-02,NFTE Deutschland,NFTE Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0018130,
898,orig_lobbyregister_2022-07-01_#0015084,lobbyregister_client,lobbyregister,2022-07-01,Nikola Iveco GmbH,Nikola Iveco GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018183,
899,orig_lobbyregister_2022-09-13_#0015085,lobbyregister_client,lobbyregister,2022-09-13,NIO GmbH,NIO GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018190,
900,orig_lobbyregister_2022-06-20_#0015086,lobbyregister_client,lobbyregister,2022-06-20,Nomad Foods Europe Limited,Nomad Foods Europe Limited,norm_lobbyregister_eintrag_2022-09-19_#0018206,
901,orig_lobbyregister_2022-05-23_#0015087,lobbyregister_client,lobbyregister,2022-05-23,NOMOS Glashütte/SA Roland Schwertner KG,NOMOS Glashütte/SA Roland Schwertner KG,norm_lobbyregister_eintrag_2022-09-19_#0018207,
902,orig_lobbyregister_2022-06-02_#0015088,lobbyregister_client,lobbyregister,2022-06-02,Norddeutsche Landesbank,Norddeutsche Landesbank,norm_lobbyregister_eintrag_2022-09-19_#0018214,
903,orig_lobbyregister_2022-08-09_#0015089,lobbyregister_client,lobbyregister,2022-08-09,NORDMETALL Verband der Metall- und Elektroindustrie e.V.,Nordmetall - Verband der Metall- und Elektroindustrie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0018240,
904,orig_lobbyregister_2022-02-26_#0015090,lobbyregister_client,lobbyregister,2022-02-26,NordwestLotto Schleswig-Holstein GmbH&Co.KG,NordwestLotto Schleswig-Holstein GmbH&Co.KG,norm_lobbyregister_eintrag_2022-09-19_#0018251,
905,orig_lobbyregister_2022-09-15_#0015091,lobbyregister_client,lobbyregister,2022-09-15,Northland Power UK Limited,Northland Power UK Limited,norm_lobbyregister_eintrag_2022-09-19_#0018259,
906,orig_lobbyregister_2022-02-17_#0015092,lobbyregister_client,lobbyregister,2022-02-17,Northrop Grumman LITEF GmbH,Northrop Grumman LITEF GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018260,
907,orig_lobbyregister_2022-03-21_#0015093,lobbyregister_client,lobbyregister,2022-03-21,Novartis Gene Therapies,Novartis Gene Therapies,norm_lobbyregister_eintrag_2022-09-19_#0018264,
908,orig_lobbyregister_2022-05-31_#0015094,lobbyregister_client,lobbyregister,2022-05-31,Novartis Pharma GmbH,Novartis Pharma GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018265,
909,orig_lobbyregister_2022-03-04_#0015095,lobbyregister_client,lobbyregister,2022-03-04,Novo Nordisk Pharma GmbH,Novo Nordisk Pharma GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018268,
910,orig_lobbyregister_2022-02-17_#0015096,lobbyregister_client,lobbyregister,2022-02-17,NTT Germany,NTT Germany,norm_lobbyregister_eintrag_2022-09-19_#0018278,
911,orig_lobbyregister_2022-07-29_#0015097,lobbyregister_client,lobbyregister,2022-07-29,Nutricia Milupa GmbH,Nutricia Milupa GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018296,
912,orig_lobbyregister_2022-02-28_#0015098,lobbyregister_client,lobbyregister,2022-02-28,Nutricia-Milupa GmbH,Nutricia-Milupa GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018297,
913,orig_lobbyregister_2022-03-10_#0015099,lobbyregister_client,lobbyregister,2022-03-10,NV Nederlandse Gasunie,NV Nederlandse Gasunie,norm_lobbyregister_eintrag_2022-09-19_#0018303,
914,orig_lobbyregister_2022-04-29_#0015100,lobbyregister_client,lobbyregister,2022-04-29,Octopus Energy Germany GmbH,Octopus Energy Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018335,
915,orig_lobbyregister_2022-05-31_#0015101,lobbyregister_client,lobbyregister,2022-05-31,OcuNet GmbH & Co KG,OcuNet GmbH & Co KG,norm_lobbyregister_eintrag_2022-09-19_#0018336,
916,orig_lobbyregister_2022-08-26_#0015102,lobbyregister_client,lobbyregister,2022-08-26,OHB Digital Connect GmbH,OHB Digital Connect GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018360,
917,orig_lobbyregister_2022-06-23_#0015103,lobbyregister_client,lobbyregister,2022-06-23,OHB System AG,OHB System AG,norm_lobbypedia_parteispenden_2022-09-19_#0018362,
918,orig_lobbyregister_2022-08-31_#0015104,lobbyregister_client,lobbyregister,2022-08-31,ÖKOBIT GmbH,ÖKOBIT GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018375,
919,orig_lobbyregister_2022-08-31_#0015105,lobbyregister_client,lobbyregister,2022-08-31,OKTOPAY LTD,OKTOPAY LTD,norm_lobbyregister_eintrag_2022-09-19_#0018386,
920,orig_lobbyregister_2022-05-17_#0015106,lobbyregister_client,lobbyregister,2022-05-17,Oldenburger Geflügelspezialitäten GmbH & Co. KG,Oldenburger Geflügelspezialitäten GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0018400,
921,orig_lobbyregister_2022-06-08_#0015107,lobbyregister_client,lobbyregister,2022-06-08,Omio Travel GmbH,Omio Travel GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018417,
922,orig_lobbyregister_2022-09-16_#0015108,lobbyregister_client,lobbyregister,2022-09-16,one2many B.V,one2many B.V,norm_lobbyregister_eintrag_2022-09-19_#0018424,
923,orig_lobbyregister_2022-02-25_#0015109,lobbyregister_client,lobbyregister,2022-02-25,ONE-Dyas B.V.,ONE-Dyas B.V.,norm_lobbyregister_eintrag_2022-09-19_#0018425,
924,orig_lobbyregister_2022-08-05_#0015110,lobbyregister_client,lobbyregister,2022-08-05,Onyx Germany GmbH,Onyx Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018434,
925,orig_lobbyregister_2022-09-13_#0015111,lobbyregister_client,lobbyregister,2022-09-13,Ooono A/S,Ooono A/S,norm_lobbyregister_eintrag_2022-09-19_#0018436,
926,orig_lobbyregister_2022-02-24_#0015112,lobbyregister_client,lobbyregister,2022-02-24,OPED AG,OPED AG,norm_lobbyregister_eintrag_2022-09-19_#0018439,
927,orig_lobbyregister_2022-06-02_#0015113,lobbyregister_client,lobbyregister,2022-06-02,Open Grid Europe GmbH,Open Grid Europe GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018447,
928,orig_lobbyregister_2022-02-27_#0015114,lobbyregister_client,lobbyregister,2022-02-27,Oracle Deutschland B.V. & Co.,Oracle Deutschland B.V. & Co.,norm_lobbyregister_eintrag_2022-09-19_#0018468,
