Column,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_auftraggeber_anzahl
390,orig_lobbyregister_2022-02-03_#0014576,lobbyregister_client,lobbyregister,2022-02-03,Deutsches Netzwerk gegen Vernachlässigte Tropenkrankheiten e.V.,Deutsches Netzwerk gegen Vernachlässigte Tropenkrankheiten e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007936,
391,orig_lobbyregister_2022-03-03_#0014577,lobbyregister_client,lobbyregister,2022-03-03,Deutsche Stiftung Organtransplantation,Deutsche Stiftung Organtransplantation,norm_lobbyregister_eintrag_2022-09-19_#0008015,
392,orig_lobbyregister_2022-07-20_#0014578,lobbyregister_client,lobbyregister,2022-07-20,Deutsche Telekom AG,Deutsche Telekom AG,norm_a_watch_organisation_2022-09-19_#0008051,
393,orig_lobbyregister_2022-02-28_#0014579,lobbyregister_client,lobbyregister,2022-02-28,Deutsche Umwelthilfe e.V.,Deutsche Umwelthilfe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008061,
394,orig_lobbyregister_2022-02-28_#0014580,lobbyregister_client,lobbyregister,2022-02-28,Deutsche Unternehmensinitiative Energieeffizienz e.V. (DENEFF),Deutsche Unternehmensinitiative Energieeffizienz e.V. (DENEFF),norm_a_watch_organisation_2022-09-19_#0008068,
395,orig_lobbyregister_2022-09-15_#0014581,lobbyregister_client,lobbyregister,2022-09-15,Deutsche Wohnen SE,Deutsche Wohnen SE,norm_lobbyregister_eintrag_2022-09-19_#0008137,
396,orig_lobbyregister_2022-07-01_#0014582,lobbyregister_client,lobbyregister,2022-07-01,Deutsch-israelische Juristenvereinigung,Deutsch-israelische Juristenvereinigung,norm_lobbyregister_eintrag_2022-09-19_#0008180,
397,orig_lobbyregister_2022-08-09_#0014583,lobbyregister_client,lobbyregister,2022-08-09,Deutsch-Russische Auslandshandelskammer,Deutsch-Russische Auslandshandelskammer,norm_lobbyregister_eintrag_2022-09-19_#0008233,
398,orig_lobbyregister_2022-09-13_#0014584,lobbyregister_client,lobbyregister,2022-09-13,DEUTZ AG,DEUTZ AG,norm_lobbyregister_eintrag_2022-09-19_#0008266,
399,orig_lobbyregister_2022-03-02_#0014585,lobbyregister_client,lobbyregister,2022-03-02,DFL Deutsche Fußball Liga e.V.,DFL Deutsche Fußball Liga e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008289,
400,orig_lobbyregister_2022-09-01_#0014586,lobbyregister_client,lobbyregister,2022-09-01,DGRV - Deutscher Genossenschafts- und Raiffeisenverband e.V.,DGRV - Deutscher Genossenschafts- und Raiffeisenverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008357,
401,orig_lobbyregister_2022-09-08_#0014587,lobbyregister_client,lobbyregister,2022-09-08,Diageo Germany GmbH,Diageo Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008387,
402,orig_lobbyregister_2022-06-02_#0014588,lobbyregister_client,lobbyregister,2022-06-02,Dichtungstechnik Wallstabe & Schneider GmbH & Co KG,Dichtungstechnik Wallstabe & Schneider GmbH & Co KG,norm_lobbyregister_eintrag_2022-09-19_#0008421,
403,orig_lobbyregister_2022-05-16_#0014589,lobbyregister_client,lobbyregister,2022-05-16,Die Chinesische Handelskammer in Deutschland e. V. (CHKD),Die Chinesische Handelskammer in Deutschland e. V. (CHKD),norm_lobbyregister_eintrag_2022-09-19_#0008440,
404,orig_lobbyregister_2022-03-22_#0014590,lobbyregister_client,lobbyregister,2022-03-22,Die Himmelsschreiber,Die Himmelsschreiber,norm_lobbyregister_eintrag_2022-09-19_#0008466,
405,orig_lobbyregister_2022-06-02_#0014591,lobbyregister_client,lobbyregister,2022-06-02,DIGITAL renewable GmbH,DIGITAL renewable GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008531,
406,orig_lobbyregister_2022-06-02_#0014592,lobbyregister_client,lobbyregister,2022-06-02,DIS Dräxlmaier Industrial Solutions GmbH,DIS Dräxlmaier Industrial Solutions GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008601,
407,orig_lobbyregister_2022-02-23_#0014593,lobbyregister_client,lobbyregister,2022-02-23,Distrimex GmbH,Distrimex GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008602,
408,orig_lobbyregister_2022-08-15_#0014594,lobbyregister_client,lobbyregister,2022-08-15,DJI Europe,DJI Europe,norm_lobbyregister_eintrag_2022-09-19_#0008614,
409,orig_lobbyregister_2022-04-26_#0014595,lobbyregister_client,lobbyregister,2022-04-26,DJI GmbH,DJI GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008615,
410,orig_lobbyregister_2022-09-16_#0014596,lobbyregister_client,lobbyregister,2022-09-16,DJK-Sportverband,DJK-Sportverband,norm_lobbyregister_eintrag_2022-09-19_#0008617,
411,orig_lobbyregister_2022-08-31_#0014597,lobbyregister_client,lobbyregister,2022-08-31,DKV EURO SERVICE GmbH & Co. KG,DKV EURO SERVICE GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0008640,
412,orig_lobbyregister_2022-06-02_#0014598,lobbyregister_client,lobbyregister,2022-06-02,DLG Service GmbH,DLG Service GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008647,
413,orig_lobbyregister_2022-09-14_#0014599,lobbyregister_client,lobbyregister,2022-09-14,DMK Deutsches Milchkontor GmbH,DMK Deutsches Milchkontor GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008662,
414,orig_lobbyregister_2022-07-20_#0014600,lobbyregister_client,lobbyregister,2022-07-20,DocMorris N.V.,DocMorris N.V.,norm_lobbyregister_eintrag_2022-09-19_#0008684,
415,orig_lobbyregister_2022-08-30_#0014601,lobbyregister_client,lobbyregister,2022-08-30,DocMorris Services B.V.,DocMorris Services B.V.,norm_lobbyregister_eintrag_2022-09-19_#0008685,
416,orig_lobbyregister_2022-03-05_#0014602,lobbyregister_client,lobbyregister,2022-03-05,Doctolib GmbH,Doctolib GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008688,
417,orig_lobbyregister_2022-07-04_#0014603,lobbyregister_client,lobbyregister,2022-07-04,Doctor Placement GmbH,Doctor Placement GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008689,
418,orig_lobbyregister_2022-03-23_#0014604,lobbyregister_client,lobbyregister,2022-03-23,Domicil Real Estate AG,Domicil Real Estate AG,norm_lobbyregister_eintrag_2022-09-19_#0008698,
419,orig_lobbyregister_2022-06-30_#0014605,lobbyregister_client,lobbyregister,2022-06-30,Donaukraftwerk Jochenstein AG,Donaukraftwerk Jochenstein AG,norm_lobbyregister_eintrag_2022-09-19_#0008706,
420,orig_lobbyregister_2022-06-30_#0014606,lobbyregister_client,lobbyregister,2022-06-30,Donaukraftwerk Jochenstein Aktiengesellschaft,Donaukraftwerk Jochenstein Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0008707,
421,orig_lobbyregister_2022-05-17_#0014607,lobbyregister_client,lobbyregister,2022-05-17,Donautal Geflügelspezialitäten ZN Lohmann & Co. AG,Donautal Geflügelspezialitäten ZN Lohmann & Co. AG,norm_lobbyregister_eintrag_2022-09-19_#0008711,
422,orig_lobbyregister_2022-02-28_#0014608,lobbyregister_client,lobbyregister,2022-02-28,Dow Olefinverbund GmbH,Dow Olefinverbund GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008741,
423,orig_lobbyregister_2022-08-31_#0014609,lobbyregister_client,lobbyregister,2022-08-31,Dr. Frankenheim Rechtsanwaltsgesellschaft mbH,Dr. Frankenheim Rechtsanwaltsgesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0008762,
424,orig_lobbyregister_2022-05-17_#0014610,lobbyregister_client,lobbyregister,2022-05-17,Dr. Hönle AG,Dr. Hönle AG,norm_lobbyregister_eintrag_2022-09-19_#0008768,
425,orig_lobbyregister_2022-07-29_#0014611,lobbyregister_client,lobbyregister,2022-07-29,Dr. Schumacher GmbH,Dr. Schumacher GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008787,
426,orig_lobbyregister_2022-03-03_#0014612,lobbyregister_client,lobbyregister,2022-03-03,Dr. Willmar Schwabe GmbH & Co.KG,Dr. Willmar Schwabe GmbH & Co.KG,norm_lobbyregister_eintrag_2022-09-19_#0008790,
427,orig_lobbyregister_2022-03-09_#0014613,lobbyregister_client,lobbyregister,2022-03-09,Dresden,Dresden,norm_lobbyregister_eintrag_2022-09-19_#0008801,
428,orig_lobbyregister_2022-04-08_#0014614,lobbyregister_client,lobbyregister,2022-04-08,DriveLock,DriveLock,norm_lobbyregister_eintrag_2022-09-19_#0008809,
429,orig_lobbyregister_2022-09-14_#0014615,lobbyregister_client,lobbyregister,2022-09-14,Dropbox Germany GmbH,Dropbox Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008824,
430,orig_lobbyregister_2022-09-07_#0014616,lobbyregister_client,lobbyregister,2022-09-07,DSV A/S,DSV A/S,norm_lobbyregister_eintrag_2022-09-19_#0008854,
431,orig_lobbyregister_2022-09-15_#0014617,lobbyregister_client,lobbyregister,2022-09-15,DuPont Deutschland Holding Gmbh & Co. KG,DuPont Deutschland Holding Gmbh & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0008894,
432,orig_lobbyregister_2022-02-28_#0014618,lobbyregister_client,lobbyregister,2022-02-28,Dussmann Stiftung & Co. KG,Dussmann Stiftung & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0008904,
433,orig_lobbyregister_2022-06-02_#0014619,lobbyregister_client,lobbyregister,2022-06-02,DVGW Deutscher Verein des Gas- und Wasserfaches e.V. - Technisch-wissenschaftlicher Verein,DVGW Deutscher Verein des Gas- und Wasserfaches e.V. - Technisch-wissenschaftlicher Verein,norm_lobbyregister_eintrag_2022-09-19_#0008922,
434,orig_lobbyregister_2022-06-15_#0014620,lobbyregister_client,lobbyregister,2022-06-15,DWS Alternative Global Limited,DWS Alternative Global Limited,norm_lobbyregister_eintrag_2022-09-19_#0008955,
435,orig_lobbyregister_2022-02-25_#0014621,lobbyregister_client,lobbyregister,2022-02-25,Dynamit Nobel Defence GmbH,Dynamit Nobel Defence GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008964,
436,orig_lobbyregister_2022-02-28_#0014622,lobbyregister_client,lobbyregister,2022-02-28,E.DIS Netz GmbH,E.DIS Netz GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008979,
437,orig_lobbyregister_2022-06-02_#0014623,lobbyregister_client,lobbyregister,2022-06-02,E.ON Bioerdgas GmbH,E.ON Bioerdgas GmbH,norm_lobbyregister_eintrag_2022-09-19_#0008982,
438,orig_lobbyregister_2022-06-02_#0014624,lobbyregister_client,lobbyregister,2022-06-02,E.ON SE,E.ON SE,norm_lobbyregister_eintrag_2022-09-19_#0008983,
439,orig_lobbyregister_2022-03-17_#0014625,lobbyregister_client,lobbyregister,2022-03-17,e2m Energy2market,e2m Energy2market,norm_lobbyregister_eintrag_2022-09-19_#0008986,
440,orig_lobbyregister_2022-09-16_#0014626,lobbyregister_client,lobbyregister,2022-09-16,easyJet Europe Airline GmbH,easyJet Europe Airline GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009004,
441,orig_lobbyregister_2022-09-16_#0014627,lobbyregister_client,lobbyregister,2022-09-16,Eaton Electric GmbH,Eaton Electric GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009006,
442,orig_lobbyregister_2022-03-22_#0014628,lobbyregister_client,lobbyregister,2022-03-22,eBay GmbH,eBay GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009009,
443,orig_lobbyregister_2022-08-31_#0014629,lobbyregister_client,lobbyregister,2022-08-31,eBay Kleinanzeigen GmbH,eBay Kleinanzeigen GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009010,
444,orig_lobbyregister_2022-04-05_#0014630,lobbyregister_client,lobbyregister,2022-04-05,Ecclesia Holding,Ecclesia Holding,norm_lobbyregister_eintrag_2022-09-19_#0009033,
445,orig_lobbyregister_2022-06-22_#0014631,lobbyregister_client,lobbyregister,2022-06-22,ECE Marketplaces GmbH & Co. KG,ECE Marketplaces GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0009040,
446,orig_lobbyregister_2022-06-22_#0014632,lobbyregister_client,lobbyregister,2022-06-22,ECE Work & Live GmbH & Co. KG,ECE Work & Live GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0009042,
447,orig_lobbyregister_2022-01-28_#0014633,lobbyregister_client,lobbyregister,2022-01-28,Eckiger Tisch Bonn Verein Geschädigter des Aloisiuskollegs e.V.,Eckiger Tisch Bonn Verein Geschädigter des Aloisiuskollegs e.V.,norm_lobbyregister_eintrag_2022-09-19_#0009051,
448,orig_lobbyregister_2022-02-25_#0014634,lobbyregister_client,lobbyregister,2022-02-25,Ecosia,Ecosia,norm_lobbyregister_eintrag_2022-09-19_#0009082,
449,orig_lobbyregister_2022-09-01_#0014635,lobbyregister_client,lobbyregister,2022-09-01,EDEKA Zentrale Stiftung & Co. KG,EDEKA Zentrale Stiftung & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0009121,
450,orig_lobbyregister_2022-07-25_#0014636,lobbyregister_client,lobbyregister,2022-07-25,EDG Deutschland Service GmbH,EDG Deutschland Service GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009126,
451,orig_lobbyregister_2022-07-07_#0014637,lobbyregister_client,lobbyregister,2022-07-07,Edis Netz GmbH,Edis Netz GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009129,
452,orig_lobbyregister_2022-02-07_#0014638,lobbyregister_client,lobbyregister,2022-02-07,edna Bundesverband Energiemarkt & Kommunikation e.V.,edna Bundesverband Energiemarkt & Kommunikation e.V.,norm_lobbyregister_eintrag_2022-09-19_#0009132,
453,orig_lobbyregister_2022-07-21_#0014639,lobbyregister_client,lobbyregister,2022-07-21,Edwards Lifesciences Services GmbH,Edwards Lifesciences Services GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009136,
454,orig_lobbyregister_2022-07-29_#0014640,lobbyregister_client,lobbyregister,2022-07-29,Edwards Lifesciences Sevices GmbH,Edwards Lifesciences Sevices GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009137,
455,orig_lobbyregister_2022-06-15_#0014641,lobbyregister_client,lobbyregister,2022-06-15,EEW EnergyfromWaste,EEW EnergyfromWaste,norm_lobbyregister_eintrag_2022-09-19_#0009149,
456,orig_lobbyregister_2022-09-15_#0014642,lobbyregister_client,lobbyregister,2022-09-15,eFuel Alliance e.V.,eFuel Alliance e.V.,norm_lobbyregister_eintrag_2022-09-19_#0009186,
457,orig_lobbyregister_2022-08-30_#0014643,lobbyregister_client,lobbyregister,2022-08-30,eHealth-Tec GmbH,eHealth-Tec GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009201,
458,orig_lobbyregister_2022-02-11_#0014644,lobbyregister_client,lobbyregister,2022-02-11,EIT Health eV,EIT Health eV,norm_lobbyregister_eintrag_2022-09-19_#0009277,
459,orig_lobbyregister_2022-06-23_#0014645,lobbyregister_client,lobbyregister,2022-06-23,eiwigk - Europäisches Institut für wissenschaftliche Gesundheitskybernetik,eiwigk - Europäisches Institut für wissenschaftliche Gesundheitskybernetik,norm_lobbyregister_eintrag_2022-09-19_#0009284,
460,orig_lobbyregister_2022-07-07_#0014646,lobbyregister_client,lobbyregister,2022-07-07,Elbenergie GmbH,Elbenergie GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009298,
461,orig_lobbyregister_2022-08-31_#0014647,lobbyregister_client,lobbyregister,2022-08-31,Elemco GmbH,Elemco GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009321,
462,orig_lobbyregister_2022-06-02_#0014648,lobbyregister_client,lobbyregister,2022-06-02,ELIA Transmission Belgium,ELIA Transmission Belgium,norm_lobbyregister_eintrag_2022-09-19_#0009326,
463,orig_lobbyregister_2022-08-25_#0014649,lobbyregister_client,lobbyregister,2022-08-25,Emergent BioSolutions Inc.,Emergent BioSolutions Inc.,norm_lobbyregister_eintrag_2022-09-19_#0009347,
464,orig_lobbyregister_2022-08-15_#0014650,lobbyregister_client,lobbyregister,2022-08-15,Emergent Inc.,Emergent Inc.,norm_lobbyregister_eintrag_2022-09-19_#0009348,
465,orig_lobbyregister_2022-04-28_#0014651,lobbyregister_client,lobbyregister,2022-04-28,Emirates Airline,Emirates Airline,norm_lobbyregister_eintrag_2022-09-19_#0009352,
466,orig_lobbyregister_2022-08-31_#0014652,lobbyregister_client,lobbyregister,2022-08-31,Emission Partner GmbH & Co. KG,Emission Partner GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0009354,
467,orig_lobbyregister_2022-09-16_#0014653,lobbyregister_client,lobbyregister,2022-09-16,EMobG Services Germany GmbH (Europcar Mobility Group Germany),EMobG Services Germany GmbH (Europcar Mobility Group Germany),norm_lobbyregister_eintrag_2022-09-19_#0009362,
468,orig_lobbyregister_2022-06-21_#0014654,lobbyregister_client,lobbyregister,2022-06-21,Empolis Information Management GmbH,Empolis Information Management GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009364,
469,orig_lobbyregister_2022-05-17_#0014655,lobbyregister_client,lobbyregister,2022-05-17,Emsland Frischgeflügel GmbH,Emsland Frischgeflügel GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009370,
470,orig_lobbyregister_2022-08-09_#0014656,lobbyregister_client,lobbyregister,2022-08-09,emTransit GmbH,emTransit GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009372,
471,orig_lobbyregister_2022-05-23_#0014657,lobbyregister_client,lobbyregister,2022-05-23,EnBW AG,EnBW AG,norm_lobbyregister_eintrag_2022-09-19_#0009375,
472,orig_lobbyregister_2022-06-02_#0014658,lobbyregister_client,lobbyregister,2022-06-02,EnBW Energie Baden-Württemberg AG,EnBW Energie Baden-Württemberg AG,norm_lobbyregister_eintrag_2022-09-19_#0009376,
473,orig_lobbyregister_2022-08-31_#0014659,lobbyregister_client,lobbyregister,2022-08-31,energethik ingenieurgesellschaft mbH,energethik ingenieurgesellschaft mbH,norm_lobbyregister_eintrag_2022-09-19_#0009385,
474,orig_lobbyregister_2022-08-31_#0014660,lobbyregister_client,lobbyregister,2022-08-31,energie hoch 5 gmbh,energie hoch 5 gmbh,norm_lobbyregister_eintrag_2022-09-19_#0009403,
475,orig_lobbyregister_2022-06-02_#0014661,lobbyregister_client,lobbyregister,2022-06-02,Energie und Mobilität e.V.,Energie und Mobilität e.V.,norm_lobbyregister_eintrag_2022-09-19_#0009415,
476,orig_lobbyregister_2022-06-02_#0014662,lobbyregister_client,lobbyregister,2022-06-02,Energy and Climate Policy and Innovation Council e.V.,Energy and Climate Policy and Innovation Council e.V.,norm_lobbyregister_eintrag_2022-09-19_#0009424,
477,orig_lobbyregister_2022-09-07_#0014663,lobbyregister_client,lobbyregister,2022-09-07,EnergyNest GmbH,EnergyNest GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009425,
478,orig_lobbyregister_2022-03-17_#0014664,lobbyregister_client,lobbyregister,2022-03-17,Energy Watch Group / Global Eco Transition gGmbH,Energy Watch Group / Global Eco Transition gGmbH,norm_lobbyregister_eintrag_2022-09-19_#0009429,
479,orig_lobbyregister_2022-06-02_#0014665,lobbyregister_client,lobbyregister,2022-06-02,ENERTRAG AG,ENERTRAG AG,norm_lobbyregister_eintrag_2022-09-19_#0009432,
480,orig_lobbyregister_2022-06-02_#0014666,lobbyregister_client,lobbyregister,2022-06-02,Engie Energy Managment Solutions GmbH,Engie Energy Managment Solutions GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009464,
481,orig_lobbyregister_2022-09-08_#0014667,lobbyregister_client,lobbyregister,2022-09-08,Ennepe-Ruhr-Kreis,Ennepe-Ruhr-Kreis,norm_lobbyregister_eintrag_2022-09-19_#0009466,
482,orig_lobbyregister_2022-06-02_#0014668,lobbyregister_client,lobbyregister,2022-06-02,Enovos Energie Deutschland GmbH,Enovos Energie Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009469,
483,orig_lobbyregister_2022-09-15_#0014669,lobbyregister_client,lobbyregister,2022-09-15,Entain Corporate Services Limited,Entain Corporate Services Limited,norm_lobbyregister_eintrag_2022-09-19_#0009472,
484,orig_lobbyregister_2022-03-31_#0014670,lobbyregister_client,lobbyregister,2022-03-31,ENTEGA AG,ENTEGA AG,norm_lobbyregister_eintrag_2022-09-19_#0009474,
485,orig_lobbyregister_2022-09-16_#0014671,lobbyregister_client,lobbyregister,2022-09-16,Enterprise Autovermietung Deutschland B.V. & CO. KG,Enterprise Autovermietung Deutschland B.V. & CO. KG,norm_lobbyregister_eintrag_2022-09-19_#0009476,
486,orig_lobbyregister_2022-03-16_#0014672,lobbyregister_client,lobbyregister,2022-03-16,ENTRAK GmbH,ENTRAK GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009478,
487,orig_lobbyregister_2022-09-02_#0014673,lobbyregister_client,lobbyregister,2022-09-02,enua Pharma GmbH,enua Pharma GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009502,
488,orig_lobbyregister_2022-07-07_#0014674,lobbyregister_client,lobbyregister,2022-07-07,envia Mitteldeutsche Energie AG,envia Mitteldeutsche Energie AG,norm_lobbyregister_eintrag_2022-09-19_#0009504,
489,orig_lobbyregister_2022-06-02_#0014675,lobbyregister_client,lobbyregister,2022-06-02,EnviTec Biogas AG,EnviTec Biogas AG,norm_lobbyregister_eintrag_2022-09-19_#0009510,
490,orig_lobbyregister_2022-09-05_#0014676,lobbyregister_client,lobbyregister,2022-09-05,EQT X Investments S.à r.l.,EQT X Investments S.à r.l.,norm_lobbyregister_eintrag_2022-09-19_#0009533,
491,orig_lobbyregister_2022-07-12_#0014677,lobbyregister_client,lobbyregister,2022-07-12,Equinor ASA,Equinor ASA,norm_lobbyregister_eintrag_2022-09-19_#0009535,
492,orig_lobbyregister_2022-06-02_#0014678,lobbyregister_client,lobbyregister,2022-06-02,erdgas schwaben GmbH,erdgas schwaben gmbh,norm_lobbyregister_eintrag_2022-09-19_#0009548,
493,orig_lobbyregister_2022-09-14_#0014679,lobbyregister_client,lobbyregister,2022-09-14,ERG,ERG,norm_lobbyregister_eintrag_2022-09-19_#0009566,
494,orig_lobbyregister_2022-09-07_#0014680,lobbyregister_client,lobbyregister,2022-09-07,Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft,Ernst & Young GmbH Wirtschaftsprüfungsgesellschaft,norm_a_watch_organisation_2022-09-19_#0009600,
495,orig_lobbyregister_2022-08-31_#0014681,lobbyregister_client,lobbyregister,2022-08-31,ESFORIN SE,ESFORIN SE,norm_lobbyregister_eintrag_2022-09-19_#0009625,
496,orig_lobbyregister_2022-06-30_#0014682,lobbyregister_client,lobbyregister,2022-06-30,Essity Germany GmbH,Essity Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009642,
497,orig_lobbyregister_2022-08-31_#0014683,lobbyregister_client,lobbyregister,2022-08-31,ETW Energietechnik GmbH,ETW Energietechnik GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009673,
498,orig_lobbyregister_2022-03-03_#0014684,lobbyregister_client,lobbyregister,2022-03-03,eurocom e.V.,eurocom e.V.,norm_lobbyregister_eintrag_2022-09-19_#0009768,
499,orig_lobbyregister_2022-02-22_#0014685,lobbyregister_client,lobbyregister,2022-02-22,EUROIMMUN Medizinische Labordiagnostika AG,EUROIMMUN Medizinische Labordiagnostika AG,norm_lobbyregister_eintrag_2022-09-19_#0009788,
500,orig_lobbyregister_2022-08-15_#0014686,lobbyregister_client,lobbyregister,2022-08-15,EURO Kartensysteme GmbH,EURO Kartensysteme GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009790,
501,orig_lobbyregister_2022-07-11_#0014687,lobbyregister_client,lobbyregister,2022-07-11,Europäische Feuerstätten Arbeitsgemeinschaft e. V.,Europäische Feuerstätten Arbeitsgemeinschaft e. V.,norm_lobbyregister_eintrag_2022-09-19_#0009847,
502,orig_lobbyregister_2022-07-01_#0014688,lobbyregister_client,lobbyregister,2022-07-01,European Commodity Clearing AG,European Commodity Clearing AG,norm_lobbyregister_eintrag_2022-09-19_#0010100,
503,orig_lobbyregister_2022-09-14_#0014689,lobbyregister_client,lobbyregister,2022-09-14,European Diversified Infrastructure Fund III SCSp,European Diversified Infrastructure Fund III SCSp,norm_lobbyregister_eintrag_2022-09-19_#0010129,
504,orig_lobbyregister_2022-06-02_#0014690,lobbyregister_client,lobbyregister,2022-06-02,European Energy Exchange AG,European Energy Exchange AG,norm_lobbyregister_eintrag_2022-09-19_#0010132,
505,orig_lobbyregister_2022-08-25_#0014691,lobbyregister_client,lobbyregister,2022-08-25,Eurox Pharma,Eurox Pharma,norm_lobbyregister_eintrag_2022-09-19_#0010415,
506,orig_lobbyregister_2022-09-01_#0014692,lobbyregister_client,lobbyregister,2022-09-01,EUTOP Brussels SRL (EUTOP),EUTOP Brussels SRL (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010424,
507,orig_lobbyregister_2022-03-03_#0014693,lobbyregister_client,lobbyregister,2022-03-03,EUTOP Europe,EUTOP Europe,norm_lobbyregister_eintrag_2022-09-19_#0010425,
508,orig_lobbyregister_2022-02-28_#0014694,lobbyregister_client,lobbyregister,2022-02-28,EUTOP Europe GmbH,EUTOP Europe GmbH (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010426,
509,orig_lobbyregister_2022-03-20_#0014695,lobbyregister_client,lobbyregister,2022-03-20,Eutop Europe GmbH,EUTOP Europe GmbH (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010426,
510,orig_lobbyregister_2022-02-23_#0014696,lobbyregister_client,lobbyregister,2022-02-23,EUTOP Europe GmbH,EUTOP Europe GmbH (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010426,
511,orig_lobbyregister_2022-09-13_#0014697,lobbyregister_client,lobbyregister,2022-09-13,EUTOP Europe GmbH (EUTOP),EUTOP Europe GmbH (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010426,
512,orig_lobbyregister_2022-09-01_#0014698,lobbyregister_client,lobbyregister,2022-09-01,EUTOP International GmbH (EUTOP),EUTOP International GmbH (EUTOP),norm_lobbyregister_eintrag_2022-09-19_#0010427,
513,orig_lobbyregister_2022-07-18_#0014699,lobbyregister_client,lobbyregister,2022-07-18,EUWAX AG,EUWAX AG,norm_lobbyregister_eintrag_2022-09-19_#0010432,
514,orig_lobbyregister_2022-07-04_#0014700,lobbyregister_client,lobbyregister,2022-07-04,Evangelische Bank eG,Evangelische Bank eG,norm_lobbyregister_eintrag_2022-09-19_#0010447,
515,orig_lobbyregister_2022-01-28_#0014701,lobbyregister_client,lobbyregister,2022-01-28,Evangelische Landeskirche in Baden,Evangelische Landeskirche in Baden,norm_lobbyregister_eintrag_2022-09-19_#0010461,
516,orig_lobbyregister_2022-03-04_#0014702,lobbyregister_client,lobbyregister,2022-03-04,Evangelischer Verbund Ruhr gGmbH,Evangelischer Verbund Ruhr gGmbH,norm_lobbyregister_eintrag_2022-09-19_#0010473,
517,orig_lobbyregister_2022-05-23_#0014703,lobbyregister_client,lobbyregister,2022-05-23,Evonik Industries AG,Evonik Industries AG,norm_lobbypedia_parteispenden_2022-09-19_#0010499,
518,orig_lobbyregister_2022-02-28_#0014704,lobbyregister_client,lobbyregister,2022-02-28,Evonik Operations GmbH,Evonik Operations GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010500,
519,orig_lobbyregister_2022-06-02_#0014705,lobbyregister_client,lobbyregister,2022-06-02,Evonik Resource Efficiency GmbH,Evonik Resource Efficiency GmbH,norm_lobbyregister_eintrag_2022-09-19_#0010501,
