graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_mitgliedschaften_anzahl
"""""",lobbyregister_membership,lobbyregister,2022-07-28,CHS,CHS,norm_lobbyregister_eintrag_2022-09-19_#0005864,
"""""",lobbyregister_membership,lobbyregister,2022-07-28,CHS Alliance,CHS Alliance,norm_lobbyregister_eintrag_2022-09-19_#0005865,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,Church and Peace e.V.,Church and Peace e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005867,
"""""",lobbyregister_membership,lobbyregister,2022-03-02,CIBE,CIBE,norm_lobbyregister_eintrag_2022-09-19_#0005868,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,CICAE Arthouse Cinemas,CICAE Arthouse Cinemas,norm_lobbyregister_eintrag_2022-09-19_#0005869,
"""""",lobbyregister_membership,lobbyregister,2022-09-09,CI - Consumers International,CI - Consumers International,norm_lobbyregister_eintrag_2022-09-19_#0005870,
"""""",lobbyregister_membership,lobbyregister,2022-08-30,CIDSE,CIDSE,norm_lobbyregister_eintrag_2022-09-19_#0005871,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,CIECA,CIECA,norm_lobbyregister_eintrag_2022-09-19_#0005872,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,CIO Cercle,CIO Cercle,norm_lobbyregister_eintrag_2022-09-19_#0005876,
"""""",lobbyregister_membership,lobbyregister,2022-08-22,CIOPORA,CIOPORA,norm_lobbyregister_eintrag_2022-09-19_#0005877,
"""""",lobbyregister_membership,lobbyregister,2022-03-02,Cipra,CIPRA,norm_lobbyregister_eintrag_2022-09-19_#0005879,
"""""",lobbyregister_membership,lobbyregister,2022-03-02,CIPRA,CIPRA,norm_lobbyregister_eintrag_2022-09-19_#0005879,
"""""",lobbyregister_membership,lobbyregister,2022-07-20,CIPRA Deutschland,CIPRA Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0005880,
"""""",lobbyregister_membership,lobbyregister,2022-02-21,Circular Economy 4 Africa e.V.,Circular Economy 4 Africa e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005881,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,Circular Economy Initiative (CE) c/o Bundesverband der Deutschen Industrie e.V.,Circular Economy Initiative (CE) c/o Bundesverband der Deutschen Industrie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005882,
"""""",lobbyregister_membership,lobbyregister,2022-08-16,Circular Economy Initiative Deutschland (https://www.circular-economy-initiative.de/arbeitsgruppen),Circular Economy Initiative Deutschland (https://www.circular-economy-initiative.de/arbeitsgruppen),norm_lobbyregister_eintrag_2022-09-19_#0005883,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,Circular Valley Foundation,Circular Valley Foundation,norm_lobbyregister_eintrag_2022-09-19_#0005884,
"""""",lobbyregister_membership,lobbyregister,2022-02-14,CIRSE,CIRSE,norm_lobbyregister_eintrag_2022-09-19_#0005885,
"""""",lobbyregister_membership,lobbyregister,2022-05-17,CISAC - Confédération Internationale des Sociétés d'Auteurs et Compositeurs,CISAC - Confédération Internationale des Sociétés d'Auteurs et Compositeurs,norm_lobbyregister_eintrag_2022-09-19_#0005886,
"""""",lobbyregister_membership,lobbyregister,2022-05-09,CIS City-Initiative Stuttgart e.V.,CIS City-Initiative Stuttgart e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005887,
"""""",lobbyregister_membership,lobbyregister,2022-03-08,CITA,CITA,norm_lobbyregister_eintrag_2022-09-19_#0005890,
"""""",lobbyregister_membership,lobbyregister,2022-07-27,CITA International Motor Vehicle Inspection Committee,International Motor Vehicle Inspection Committee (CITA),norm_lobbyregister_eintrag_2022-09-19_#0014652,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,CITHA Confederation of International Trading Houses Associations,CITHA Confederation of International Trading Houses Associations,norm_lobbyregister_eintrag_2022-09-19_#0005891,
"""""",lobbyregister_membership,lobbyregister,2022-08-31,Citizen Conservation (https://citizen-conservation.org/),Citizen Conservation (https://citizen-conservation.org/),norm_lobbyregister_eintrag_2022-09-19_#0005893,
"""""",lobbyregister_membership,lobbyregister,2022-07-04,Citizen Science Initiative,Citizen Science Initiative,norm_lobbyregister_eintrag_2022-09-19_#0005894,
"""""",lobbyregister_membership,lobbyregister,2022-05-31,City Initiative Stuttgart e.V.,City Initiative Stuttgart e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005897,
"""""",lobbyregister_membership,lobbyregister,2022-08-08,CityPartnerMünchen e.V.,CityPartnerMünchen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005898,
"""""",lobbyregister_membership,lobbyregister,2022-06-13,CIUS,CIUS,norm_lobbyregister_eintrag_2022-09-19_#0005899,
"""""",lobbyregister_membership,lobbyregister,2022-02-22,CIVD,CIVD,norm_lobbyregister_eintrag_2022-09-19_#0005901,
"""""",lobbyregister_membership,lobbyregister,2022-07-04,CIVD Caravaning Industrie Verband e.V.,CIVD Caravaning Industrie Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005902,
"""""",lobbyregister_membership,lobbyregister,2022-07-28,CIVICA - The European University of Social Sciences,CIVICA - The European University of Social Sciences,norm_lobbyregister_eintrag_2022-09-19_#0005903,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,Civil Air Navigation Services Organization,Civil Air Navigation Services Organization,norm_lobbyregister_eintrag_2022-09-19_#0005904,
"""""",lobbyregister_membership,lobbyregister,2022-05-24,Civil Liberties Union for Europe (Liberties),Civil Liberties Union for Europe (Liberties),norm_lobbyregister_eintrag_2022-09-19_#0005905,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,Civilscape,Civilscape,norm_lobbyregister_eintrag_2022-09-19_#0005906,
"""""",lobbyregister_membership,lobbyregister,2022-07-18,Civilscape Deutschland,Civilscape Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0005907,
"""""",lobbyregister_membership,lobbyregister,2022-05-10,Claim Netzwerk,Claim Netzwerk,norm_lobbyregister_eintrag_2022-09-19_#0005913,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,CLASS - Association of Classical Independents in Germany e.V.,CLASS - Association of Classical Independents in Germany e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005918,
"""""",lobbyregister_membership,lobbyregister,2022-07-19,CLE (CropLife Europe),CLE (CropLife Europe),norm_lobbyregister_eintrag_2022-09-19_#0005920,
"""""",lobbyregister_membership,lobbyregister,2022-07-19,Clean Clothes Campaign (CCC),Clean Clothes Campaign (CCC),norm_lobbyregister_eintrag_2022-09-19_#0005922,
"""""",lobbyregister_membership,lobbyregister,2022-05-18,Clean Energy Council Australia,Clean Energy Council Australia,norm_lobbyregister_eintrag_2022-09-19_#0005923,
"""""",lobbyregister_membership,lobbyregister,2022-03-03,Clean Energy Partnership,Clean Energy Partnership,norm_lobbyregister_eintrag_2022-09-19_#0005924,
"""""",lobbyregister_membership,lobbyregister,2022-05-17,Clean Energy Partnership (CEP),Clean Energy Partnership (CEP),norm_lobbyregister_eintrag_2022-09-19_#0005925,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,CleanSky,CleanSky,norm_lobbyregister_eintrag_2022-09-19_#0005926,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,Cleantechinitiative Ostdeutschland - Initiative des Beauftragten der Bundesregierung für die Neuen Bundesländer,Cleantechinitiative Ostdeutschland - Initiative des Beauftragten der Bundesregierung für die Neuen Bundesländer,norm_lobbyregister_eintrag_2022-09-19_#0005927,
"""""",lobbyregister_membership,lobbyregister,2022-05-09,Cleantech Scandinavia,Cleantech Scandinavia,norm_lobbyregister_eintrag_2022-09-19_#0005928,
"""""",lobbyregister_membership,lobbyregister,2022-05-02,Clearingstelle Urheberrecht im Internet (CUII),Clearingstelle Urheberrecht im Internet (CUII),norm_lobbyregister_eintrag_2022-09-19_#0005930,
"""""",lobbyregister_membership,lobbyregister,2022-02-11,CLECAT,CLECAT,norm_lobbyregister_eintrag_2022-09-19_#0005931,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Clepa European Association of Automotive Suppliers,Clepa European Association of Automotive Suppliers,norm_lobbyregister_eintrag_2022-09-19_#0005934,
"""""",lobbyregister_membership,lobbyregister,2022-05-09,CLEPA - European Association of Automotive Suppliers,CLEPA - European Association of Automotive Suppliers,norm_lobbyregister_eintrag_2022-09-19_#0005935,
"""""",lobbyregister_membership,lobbyregister,2022-03-31,CLGE - Comité de Liaison des Géomètres Européens,CLGE - Comité de Liaison des Géomètres Européens,norm_lobbyregister_eintrag_2022-09-19_#0005936,
"""""",lobbyregister_membership,lobbyregister,2022-04-19,CLIA Deutschland ist die deutsche Vertretung der Cruise Lines International Association (CLIA),CLIA Deutschland ist die deutsche Vertretung der Cruise Lines International Association (CLIA),norm_lobbyregister_eintrag_2022-09-19_#0005937,
"""""",lobbyregister_membership,lobbyregister,2022-04-14,Clib - Cluster Industrielle Biotechnologie e.V.,Clib - Cluster Industrielle Biotechnologie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005938,
"""""",lobbyregister_membership,lobbyregister,2022-07-28,Climate Action Network,Climate Action Network,norm_lobbyregister_eintrag_2022-09-19_#0005941,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,Climate Action Network (CAN),Climate Action Network (CAN),norm_lobbyregister_eintrag_2022-09-19_#0005942,
"""""",lobbyregister_membership,lobbyregister,2022-03-28,Climate Action Network (CAN) Europe,Climate Action Network (CAN) Europe,norm_lobbyregister_eintrag_2022-09-19_#0005943,
"""""",lobbyregister_membership,lobbyregister,2022-04-13,Climate Action Network (CAN) Europe (https://caneurope.org/),Climate Action Network (CAN) Europe (https://caneurope.org/),norm_lobbyregister_eintrag_2022-09-19_#0005944,
"""""",lobbyregister_membership,lobbyregister,2022-03-03,Climate Action Network Europe,Climate Action Network Europe,norm_lobbyregister_eintrag_2022-09-19_#0005945,
"""""",lobbyregister_membership,lobbyregister,2022-03-22,Climate Action Network International,Climate Action Network International,norm_lobbyregister_eintrag_2022-09-19_#0005946,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,Climate Group Foundation,Climate Group Foundation,norm_lobbyregister_eintrag_2022-09-19_#0005948,
"""""",lobbyregister_membership,lobbyregister,2022-07-27,Climate Justice Resilience Fund (CJRF),Climate Justice Resilience Fund (CJRF),norm_lobbyregister_eintrag_2022-09-19_#0005951,
"""""",lobbyregister_membership,lobbyregister,2022-02-15,Climate Positive Europe Alliance,Climate Positive Europe Alliance,norm_lobbyregister_eintrag_2022-09-19_#0005953,
"""""",lobbyregister_membership,lobbyregister,2022-03-22,Cloud Ecosystem,Cloud Ecosystem,norm_lobbyregister_eintrag_2022-09-19_#0005956,
"""""",lobbyregister_membership,lobbyregister,2022-03-03,CLUBCOMMISSION BERLIN E.V.,CLUBCOMMISSION BERLIN E.V.,norm_lobbyregister_eintrag_2022-09-19_#0005958,
"""""",lobbyregister_membership,lobbyregister,2022-08-03,Club d'affaires Franco-Allemand de Provence (CAFAP),Club d'affaires Franco-Allemand de Provence (CAFAP),norm_lobbyregister_eintrag_2022-09-19_#0005959,
"""""",lobbyregister_membership,lobbyregister,2022-09-16,Club der Gesundheitswirtschaft,Club der Gesundheitswirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0005960,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,Club der Gesundheitswirtschaft e.V.,Club der Gesundheitswirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005961,
"""""",lobbyregister_membership,lobbyregister,2022-02-23,Club International,Club International,norm_lobbyregister_eintrag_2022-09-19_#0005962,
"""""",lobbyregister_membership,lobbyregister,2022-04-05,Club International e.V.,Club International e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005963,
"""""",lobbyregister_membership,lobbyregister,2022-06-23,Cluster Brenstoffzelle BW,Cluster Brenstoffzelle BW,norm_lobbyregister_eintrag_2022-09-19_#0005965,
"""""",lobbyregister_membership,lobbyregister,2022-05-25,Cluster Erneuerbare Energien Hamburg,Cluster Erneuerbare Energien Hamburg,norm_lobbyregister_eintrag_2022-09-19_#0005966,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,Cluster for Individualized Immune Intervention (Ci3) e.V.,Cluster for Individualized Immune Intervention (Ci3) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005967,
"""""",lobbyregister_membership,lobbyregister,2022-02-21,Cluster industrielle Biotechnologie e.V.,Cluster industrielle Biotechnologie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005968,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,CMT-Center of Maritime Technologies gGmbH,CMT-Center of Maritime Technologies gGmbH,norm_lobbyregister_eintrag_2022-09-19_#0005973,
"""""",lobbyregister_membership,lobbyregister,2022-06-21,CNA Center for Transportation & Logistics Neuer Adler,CNA Center for Transportation & Logistics Neuer Adler,norm_lobbyregister_eintrag_2022-09-19_#0005975,
"""""",lobbyregister_membership,lobbyregister,2022-07-04,CNA e.V.,CNA e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005976,
"""""",lobbyregister_membership,lobbyregister,2022-04-12,CNG-Club e.V.,CNG-Club e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005981,
"""""",lobbyregister_membership,lobbyregister,2022-06-09,CO/RE Coinnovation & Recreation GmbH https://www.core-oldenburg.de/,CO/RE Coinnovation & Recreation GmbH https://www.core-oldenburg.de/,norm_lobbyregister_eintrag_2022-09-19_#0005983,
"""""",lobbyregister_membership,lobbyregister,2022-05-19,CO2Abgabe e.V.,CO2 Abgabe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005984,
"""""",lobbyregister_membership,lobbyregister,2022-09-12,CO2 Abgabe e.V.,CO2 Abgabe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005984,
"""""",lobbyregister_membership,lobbyregister,2022-09-13,CO2 Abgabe e. V.,CO2 Abgabe e. V.,norm_lobbyregister_eintrag_2022-09-19_#0005985,
"""""",lobbyregister_membership,lobbyregister,2022-08-31,CO2-Abgabe e.V.,CO2 Abgabe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005984,
"""""",lobbyregister_membership,lobbyregister,2022-08-31,co2ncept plus,co2ncept plus,norm_lobbyregister_eintrag_2022-09-19_#0005986,
"""""",lobbyregister_membership,lobbyregister,2022-08-09,co2ncept plus I Verband für Emissionshandel und Klimaschutz,co2ncept plus I Verband für Emissionshandel und Klimaschutz,norm_lobbyregister_eintrag_2022-09-19_#0005987,
"""""",lobbyregister_membership,lobbyregister,2022-02-22,co2ncept plus - Verband der Wirtschaft für Emissionshandel und Klimaschutz e.V.,co2ncept plus - Verband der Wirtschaft für Emissionshandel und Klimaschutz e.V.,norm_lobbyregister_eintrag_2022-09-19_#0005988,
"""""",lobbyregister_membership,lobbyregister,2022-04-11,co2ncept plus - Verband der Wirtschaft für Emissionshandel und Klimaschutz e. V.,co2ncept plus - Verband der Wirtschaft für Emissionshandel und Klimaschutz e. V.,norm_lobbyregister_eintrag_2022-09-19_#0005989,
"""""",lobbyregister_membership,lobbyregister,2022-05-13,CO2 Value Europe,CO2 Value Europe,norm_lobbyregister_eintrag_2022-09-19_#0005992,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,"Coalition ""Time for Oder""","Coalition ""Time for Oder""",norm_lobbyregister_eintrag_2022-09-19_#0005993,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,Coalition Clean Baltic (CCB),Coalition Clean Baltic (CCB),norm_lobbyregister_eintrag_2022-09-19_#0005994,
"""""",lobbyregister_membership,lobbyregister,2022-05-17,Coalition for App Fairness,Coalition for App Fairness,norm_lobbyregister_eintrag_2022-09-19_#0005995,
"""""",lobbyregister_membership,lobbyregister,2022-03-03,Coalition for the International Criminal Court,Coalition for the International Criminal Court,norm_lobbyregister_eintrag_2022-09-19_#0005997,
"""""",lobbyregister_membership,lobbyregister,2022-09-02,Coalition on Human Rights in Development,Coalition on Human Rights in Development,norm_lobbyregister_eintrag_2022-09-19_#0005999,
"""""",lobbyregister_membership,lobbyregister,2022-02-22,COC,COC,norm_lobbyregister_eintrag_2022-09-19_#0006001,
"""""",lobbyregister_membership,lobbyregister,2022-07-11,COCERAL,COCERAL,norm_lobbyregister_eintrag_2022-09-19_#0006004,
"""""",lobbyregister_membership,lobbyregister,2022-03-08,Coceral,Coceral,norm_lobbyregister_eintrag_2022-09-19_#0006005,
"""""",lobbyregister_membership,lobbyregister,2022-06-21,COG Deutschland,COG Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0006008,
"""""",lobbyregister_membership,lobbyregister,2022-06-22,COGEN Europe VZW 861.467.787,COGEN Europe VZW 861.467.787,norm_lobbyregister_eintrag_2022-09-19_#0006009,
"""""",lobbyregister_membership,lobbyregister,2022-08-16,COICA Coordinadora de las Organizaciones Indígenas de la Cuenca Amazónica (https://coicamazonia.org/),COICA Coordinadora de las Organizaciones Indígenas de la Cuenca Amazónica (https://coicamazonia.org/),norm_lobbyregister_eintrag_2022-09-19_#0006011,
"""""",lobbyregister_membership,lobbyregister,2022-03-21,Coiffure EU,Coiffure EU,norm_lobbyregister_eintrag_2022-09-19_#0006012,
"""""",lobbyregister_membership,lobbyregister,2022-09-12,COLEACP,COLEACP,norm_lobbyregister_eintrag_2022-09-19_#0006014,
"""""",lobbyregister_membership,lobbyregister,2022-05-09,Collegium,Collegium,norm_lobbyregister_eintrag_2022-09-19_#0006016,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,Collegium (Netzwerk),Collegium (Netzwerk),norm_lobbyregister_eintrag_2022-09-19_#0006017,
"""""",lobbyregister_membership,lobbyregister,2022-07-11,Collegium (personenbezogene Zugehörigkeit),Collegium (personenbezogene Zugehörigkeit),norm_lobbyregister_eintrag_2022-09-19_#0006018,
"""""",lobbyregister_membership,lobbyregister,2022-03-10,Collegium (persönliche Mitgliedschaft),Collegium (persönliche Mitgliedschaft),norm_lobbyregister_eintrag_2022-09-19_#0006019,
"""""",lobbyregister_membership,lobbyregister,2022-07-20,Collegium (Persönliche Mitgliedschaft der Bereichsleitung Auftraggeber- und Geschäftsentwicklung im Rahmen der Unternehmensfunktion),Collegium (Persönliche Mitgliedschaft der Bereichsleitung Auftraggeber- und Geschäftsentwicklung im Rahmen der Unternehmensfunktion),norm_lobbyregister_eintrag_2022-09-19_#0006020,
"""""",lobbyregister_membership,lobbyregister,2022-07-27,Collegium (Persönliche Mitgliedschaft des Leiters des Bereiches External Affairs Berlin im Rahmen der Unternehmensfunktion),Collegium (Persönliche Mitgliedschaft des Leiters des Bereiches External Affairs Berlin im Rahmen der Unternehmensfunktion),norm_lobbyregister_eintrag_2022-09-19_#0006021,
"""""",lobbyregister_membership,lobbyregister,2022-09-09,Collegium Berlin,Collegium Berlin,norm_lobbyregister_eintrag_2022-09-19_#0006023,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,Collegium Berlin (persönliche Zugehörigkeit),Collegium Berlin (persönliche Zugehörigkeit),norm_lobbyregister_eintrag_2022-09-19_#0006024,
"""""",lobbyregister_membership,lobbyregister,2022-01-05,Colognepride,Colognepride,norm_lobbyregister_eintrag_2022-09-19_#0006025,
"""""",lobbyregister_membership,lobbyregister,2022-05-18,Comitato Elettrotecnico Italiano,Comitato Elettrotecnico Italiano,norm_lobbyregister_eintrag_2022-09-19_#0006030,
"""""",lobbyregister_membership,lobbyregister,2022-09-12,Comité de Liaison des Géomètres Européens (CLGE),Comité de Liaison des Géomètres Européens (CLGE),norm_lobbyregister_eintrag_2022-09-19_#0006031,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,Comite European de Coordination CEC / Brüssel,Comite European de Coordination CEC / Brüssel,norm_lobbyregister_eintrag_2022-09-19_#0006032,
"""""",lobbyregister_membership,lobbyregister,2022-05-02,Comité Européen de l'Outillage (European Tool Association CEO),Comité Européen de l'Outillage (European Tool Association CEO),norm_lobbyregister_eintrag_2022-09-19_#0006033,
"""""",lobbyregister_membership,lobbyregister,2022-02-23,Comité Européen des Entreprises Vin,Comité Européen des Entreprises Vin,norm_lobbyregister_eintrag_2022-09-19_#0006034,
"""""",lobbyregister_membership,lobbyregister,2022-08-01,Comité Européen des Entreprises Vins,Comité Européen des Entreprises Vins,norm_lobbyregister_eintrag_2022-09-19_#0006035,
"""""",lobbyregister_membership,lobbyregister,2022-03-08,Comité Européen des Fabricants d’Appareils de Chauffage et de Cuisine Domestiques (C.E.F.A.C.D.),Comité Européen des Fabricants d’Appareils de Chauffage et de Cuisine Domestiques (C.E.F.A.C.D.),norm_lobbyregister_eintrag_2022-09-19_#0006036,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Comité National Des Conseillers Du Commerce Extérieur De La France,Comité National Des Conseillers Du Commerce Extérieur De La France,norm_lobbyregister_eintrag_2022-09-19_#0006037,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,Commodity Markets Council Europe (CMCE),Commodity Markets Council Europe (CMCE),norm_lobbyregister_eintrag_2022-09-19_#0006041,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Common Deutschland e.V.,Common Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006042,
"""""",lobbyregister_membership,lobbyregister,2022-06-22,Competence Center elektronische Signatur im Gesundheitswesen (CCeSigG),Competence Center elektronische Signatur im Gesundheitswesen (CCeSigG),norm_lobbyregister_eintrag_2022-09-19_#0006047,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Composites Germany,Composites Germany,norm_lobbyregister_eintrag_2022-09-19_#0006051,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Composites United,Composites United,norm_lobbyregister_eintrag_2022-09-19_#0006052,
"""""",lobbyregister_membership,lobbyregister,2022-03-03,Composites United e.V.,Composites United e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006053,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,Composite United e.V.,Composite United e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006055,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,Computer,Computer,norm_lobbyregister_eintrag_2022-09-19_#0006058,
"""""",lobbyregister_membership,lobbyregister,2022-02-24,CONCORD,CONCORD,norm_lobbyregister_eintrag_2022-09-19_#0006070,
"""""",lobbyregister_membership,lobbyregister,2022-03-17,Concord,Concord,norm_lobbyregister_eintrag_2022-09-19_#0006071,
"""""",lobbyregister_membership,lobbyregister,2022-03-14,CONEBI Confederation of the European Bicycle Industry,CONEBI Confederation of the European Bicycle Industry,norm_lobbyregister_eintrag_2022-09-19_#0006075,
"""""",lobbyregister_membership,lobbyregister,2022-07-07,Confédération Interalliée des Officiers de Réserve (CIOR),Confédération Interalliée des Officiers de Réserve (CIOR),norm_lobbyregister_eintrag_2022-09-19_#0006078,
"""""",lobbyregister_membership,lobbyregister,2022-07-07,Confédération Interalliée des Officiers Médicaux de Réserve (CIOMR),Confédération Interalliée des Officiers Médicaux de Réserve (CIOMR),norm_lobbyregister_eintrag_2022-09-19_#0006079,
"""""",lobbyregister_membership,lobbyregister,2022-07-07,Confédération Interalliée des Sous-Officiers de Réserve (CISOR),Confédération Interalliée des Sous-Officiers de Réserve (CISOR),norm_lobbyregister_eintrag_2022-09-19_#0006080,
"""""",lobbyregister_membership,lobbyregister,2022-08-01,Confederation Internationale des Banques Populaires CIBP,Confederation Internationale des Banques Populaires CIBP,norm_lobbyregister_eintrag_2022-09-19_#0006081,
"""""",lobbyregister_membership,lobbyregister,2022-05-16,Confederation of European Music Industries e.V.,Confederation of European Music Industries e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006082,
"""""",lobbyregister_membership,lobbyregister,2022-07-04,Confederation of European Paper Industries (CEPI),Confederation of European Paper Industries (CEPI),norm_lobbyregister_eintrag_2022-09-19_#0006083,
"""""",lobbyregister_membership,lobbyregister,2022-02-14,Confederation of European Yeast Producers (COFALEC),Confederation of European Yeast Producers (COFALEC),norm_lobbyregister_eintrag_2022-09-19_#0006084,
"""""",lobbyregister_membership,lobbyregister,2022-07-06,Confederation of International Trading Houses Association (CITHA),Confederation of International Trading Houses Association (CITHA),norm_lobbyregister_eintrag_2022-09-19_#0006085,
"""""",lobbyregister_membership,lobbyregister,2022-08-24,Conference of European Respiratory Societies (CERS),Conference of European Respiratory Societies (CERS),norm_lobbyregister_eintrag_2022-09-19_#0006086,
"""""",lobbyregister_membership,lobbyregister,2022-02-15,CoNGO - Conference of NGOs,CoNGO - Conference of NGOs,norm_lobbyregister_eintrag_2022-09-19_#0006088,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Conseil Européen des Fédérations de l’Industrie Chimique (CEFIC),Conseil Européen des Fédérations de l’Industrie Chimique (CEFIC),norm_lobbyregister_eintrag_2022-09-19_#0006091,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,Conseil Européen des Syndicats de Police (CESP),Conseil Européen des Syndicats de Police (CESP),norm_lobbyregister_eintrag_2022-09-19_#0006092,
"""""",lobbyregister_membership,lobbyregister,2022-03-26,Construction Products Europe,Construction Products Europe,norm_lobbyregister_eintrag_2022-09-19_#0006095,
"""""",lobbyregister_membership,lobbyregister,2022-05-04,consus healthcare akademie,consus healthcare akademie,norm_lobbyregister_eintrag_2022-09-19_#0006097,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,Controller Verein e.V.,Controller Verein e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006104,
"""""",lobbyregister_membership,lobbyregister,2022-06-28,Coordinating Commitee for International Voluntary Service (CCIVS),Coordinating Commitee for International Voluntary Service (CCIVS),norm_lobbyregister_eintrag_2022-09-19_#0006105,
"""""",lobbyregister_membership,lobbyregister,2022-08-30,Coordination Europe-Haiti (CoEH),Coordination Europe-Haiti (CoEH),norm_lobbyregister_eintrag_2022-09-19_#0006106,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,Coordination gegen BAYER-Gefahren e.V.,Coordination gegen BAYER-Gefahren e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006107,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,COPA COGECA,COPA COGECA,norm_lobbyregister_eintrag_2022-09-19_#0006108,
"""""",lobbyregister_membership,lobbyregister,2022-08-30,Copa Cogeca,Copa Cogeca,norm_lobbyregister_eintrag_2022-09-19_#0006109,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,COPA-COGECA,COPA-COGECA,norm_lobbyregister_eintrag_2022-09-19_#0006110,
"""""",lobbyregister_membership,lobbyregister,2022-08-23,Copa-Cogeca european farmers,Copa-Cogeca european farmers,norm_lobbyregister_eintrag_2022-09-19_#0006111,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,CorA,CorA,norm_lobbyregister_eintrag_2022-09-19_#0006115,
"""""",lobbyregister_membership,lobbyregister,2022-02-24,CorA (Corporate Accountability) - Netzwerk für Unternehmensverantwortung,Corporate Accountability - Netzwerk für Unternehmensverantwortung (CorA),norm_lobbyregister_eintrag_2022-09-19_#0006140,
"""""",lobbyregister_membership,lobbyregister,2022-03-14,CORA - Corporate Accountability,CORA - Corporate Accountability,norm_lobbyregister_eintrag_2022-09-19_#0006116,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,CorA-Corporate Accountability (Netzwerk für Unternehmensverantwortung) c/o Germanwatch,CorA-Corporate Accountability (Netzwerk für Unternehmensverantwortung) c/o Germanwatch,norm_lobbyregister_eintrag_2022-09-19_#0006117,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,CorA - Corporate Accountability - Netzwerk für Unternehmensverantwortung,Corporate Accountability - Netzwerk für Unternehmensverantwortung (CorA),norm_lobbyregister_eintrag_2022-09-19_#0006140,
