graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_mitgliedschaften_anzahl
"""""",lobbyregister_membership,lobbyregister,2022-02-24,Transfair e.V.,Transfair e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021881,
"""""",lobbyregister_membership,lobbyregister,2022-03-14,Transfair - Verein zur Förderung des Fairen Handels in der Einen Welt,Transfair - Verein zur Förderung des Fairen Handels in der Einen Welt,norm_lobbyregister_eintrag_2022-09-19_#0021882,
"""""",lobbyregister_membership,lobbyregister,2022-07-04,TransferAllianz - Deutscher Verband für Wissens- und Technologietransfer e.V.,TransferAllianz - Deutscher Verband für Wissens- und Technologietransfer e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021883,
"""""",lobbyregister_membership,lobbyregister,2022-09-09,TransferAllianz - Deutscher Verband für Wissens- und Technologietransfer e. V.,TransferAllianz - Deutscher Verband für Wissens- und Technologietransfer e. V.,norm_lobbyregister_eintrag_2022-09-19_#0021884,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,TransferAllianz e.V.,TransferAllianz e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021885,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,TransferAllianz e. V.,TransferAllianz e. V.,norm_lobbyregister_eintrag_2022-09-19_#0021886,
"""""",lobbyregister_membership,lobbyregister,2022-07-04,Transfrigoroute,Transfrigoroute,norm_lobbyregister_eintrag_2022-09-19_#0021887,
"""""",lobbyregister_membership,lobbyregister,2022-03-10,TRANSFRIGOROUTE DEUTSCHLAND (TD) e.V. Verband für temperaturgeführte Transport-logistik und die Kühlfahrzeugindustrie,TRANSFRIGOROUTE DEUTSCHLAND (TD) e.V. Verband für temperaturgeführte Transport-logistik und die Kühlfahrzeugindustrie,norm_lobbyregister_eintrag_2022-09-19_#0021888,
"""""",lobbyregister_membership,lobbyregister,2022-05-16,Transgender,Transgender,norm_lobbyregister_eintrag_2022-09-19_#0021889,
"""""",lobbyregister_membership,lobbyregister,2022-09-09,Transkindernetz e.V.,Transkindernetz e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021892,
"""""",lobbyregister_membership,lobbyregister,2022-04-27,Translationsallianz in Niedersachsen (TRAIN),Translationsallianz in Niedersachsen (TRAIN),norm_lobbyregister_eintrag_2022-09-19_#0021893,
"""""",lobbyregister_membership,lobbyregister,2022-05-10,Transparency - Berlin,Transparency - Berlin,norm_lobbyregister_eintrag_2022-09-19_#0021898,
"""""",lobbyregister_membership,lobbyregister,2022-06-28,Transparency International,Transparency International,norm_lobbyregister_eintrag_2022-09-19_#0021899,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,Transparency International Deutsches Chapter e.V.,Transparency International Deutsches Chapter e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021900,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,Transparency International Deutschland,Transparency International Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0021901,
"""""",lobbyregister_membership,lobbyregister,2022-03-11,Transparency International Deutschland e.V.,Transparency International Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021902,
"""""",lobbyregister_membership,lobbyregister,2022-05-25,Transparency International Deutschland e. V.,Transparency International Deutschland e. V.,norm_lobbyregister_eintrag_2022-09-19_#0021903,
"""""",lobbyregister_membership,lobbyregister,2022-03-16,Transparency International e.V.,Transparency International e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021904,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,Transport&Environment,Transport&Environment,norm_lobbyregister_eintrag_2022-09-19_#0021905,
"""""",lobbyregister_membership,lobbyregister,2022-02-27,Transport & Environment (T&E),Transport & Environment (T&E),norm_lobbyregister_eintrag_2022-09-19_#0021907,
"""""",lobbyregister_membership,lobbyregister,2022-09-06,Transport and Environment (T&E),Transport and Environment (T&E),norm_lobbyregister_eintrag_2022-09-19_#0021908,
"""""",lobbyregister_membership,lobbyregister,2022-07-29,Transported Asset Protection Association,Transported Asset Protection Association,norm_lobbyregister_eintrag_2022-09-19_#0021909,
"""""",lobbyregister_membership,lobbyregister,2022-03-31,Trans Rhin Rail,Trans Rhin Rail,norm_lobbyregister_eintrag_2022-09-19_#0021910,
"""""",lobbyregister_membership,lobbyregister,2022-06-22,TransSektoris,TransSektoris,norm_lobbyregister_eintrag_2022-09-19_#0021911,
"""""",lobbyregister_membership,lobbyregister,2022-07-06,TraumaNetzwerk DGU,TraumaNetzwerk DGU,norm_lobbyregister_eintrag_2022-09-19_#0021914,
"""""",lobbyregister_membership,lobbyregister,2022-03-02,Traumastiftung e.V.,Traumastiftung e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021915,
"""""",lobbyregister_membership,lobbyregister,2022-05-12,Traumpass e.V.,Traumpass e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021916,
"""""",lobbyregister_membership,lobbyregister,2022-07-14,Travel Industry Club,Travel Industry Club,norm_lobbyregister_eintrag_2022-09-19_#0021917,
"""""",lobbyregister_membership,lobbyregister,2022-07-22,Travel Industry Club e.V.,Travel Industry Club e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021918,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,Travel Value Association,Travel Value Association,norm_lobbyregister_eintrag_2022-09-19_#0021919,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Treaty Alliance,Treaty Alliance,norm_lobbyregister_eintrag_2022-09-19_#0021920,
"""""",lobbyregister_membership,lobbyregister,2022-04-07,Treaty Alliance Deutschland,Treaty Alliance Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0021921,
"""""",lobbyregister_membership,lobbyregister,2022-03-31,Trinationales Umweltzentrum,Trinationales Umweltzentrum,norm_lobbyregister_eintrag_2022-09-19_#0021941,
"""""",lobbyregister_membership,lobbyregister,2022-07-01,TRION Climate,TRION Climate,norm_lobbyregister_eintrag_2022-09-19_#0021942,
"""""",lobbyregister_membership,lobbyregister,2022-05-04,TRION Netzwerk für Energie und Klima der Trinationalen Metropolregion Oberrhein,TRION Netzwerk für Energie und Klima der Trinationalen Metropolregion Oberrhein,norm_lobbyregister_eintrag_2022-09-19_#0021943,
"""""",lobbyregister_membership,lobbyregister,2022-03-04,True Sale International (TSI),True Sale International (TSI),norm_lobbyregister_eintrag_2022-09-19_#0021951,
"""""",lobbyregister_membership,lobbyregister,2022-07-14,Trusted Connectivity Alliance,Trusted Connectivity Alliance,norm_lobbyregister_eintrag_2022-09-19_#0021957,
"""""",lobbyregister_membership,lobbyregister,2022-03-18,Tug of War International Federation (TWIF),Tug of War International Federation (TWIF),norm_lobbyregister_eintrag_2022-09-19_#0021960,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,Turbomachinery Research Consortium,Turbomachinery Research Consortium,norm_lobbyregister_eintrag_2022-09-19_#0021966,
"""""",lobbyregister_membership,lobbyregister,2022-05-31,Türkisch-Deutsche Industrie- und Handelskammer Unternehmerverband e.V.,Türkisch-Deutsche Industrie- und Handelskammer Unternehmerverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021967,
"""""",lobbyregister_membership,lobbyregister,2022-07-27,Türkisch-Deutsche Industrie- und Handelskammer-Unternehmerverband e.V.,Türkisch-Deutsche Industrie- und Handelskammer-Unternehmerverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021968,
"""""",lobbyregister_membership,lobbyregister,2022-06-07,Türkisch-Deutsche Unternehmervereinigung,Türkisch-Deutsche Unternehmervereinigung,norm_lobbyregister_eintrag_2022-09-19_#0021972,
"""""",lobbyregister_membership,lobbyregister,2022-04-22,Turnaround Management Association,Turnaround Management Association,norm_lobbyregister_eintrag_2022-09-19_#0021975,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,TÜV Rheinland Berlin Brandenburg Pfalz,TÜV Rheinland Berlin Brandenburg Pfalz,norm_lobbyregister_eintrag_2022-09-19_#0021980,
"""""",lobbyregister_membership,lobbyregister,2022-03-21,TÜV Rheinland Berlin Brandenburg Pfalz e.V.,TÜV Rheinland Berlin Brandenburg Pfalz e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021981,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,TÜV Rheinland e.V.,TÜV Rheinland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021983,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,TÜV SÜD e.V.,TÜV SÜD e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021986,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,TÜV Thüringen,TÜV Thüringen,norm_lobbyregister_eintrag_2022-09-19_#0021988,
"""""",lobbyregister_membership,lobbyregister,2022-04-12,TÜV Verband,TÜV Verband,norm_lobbyregister_eintrag_2022-09-19_#0021989,
"""""",lobbyregister_membership,lobbyregister,2022-03-29,TÜV Verband e.V.,TÜV Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021990,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,TÜV-Verband e.V.,TÜV-Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021991,
"""""",lobbyregister_membership,lobbyregister,2022-03-08,TÜV-Verband e. V.,TÜV-Verband e. V.,norm_lobbyregister_eintrag_2022-09-19_#0021992,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,U.E.C.B.V. - Union Européenne du Commerce du Bétail et des Métiers de la Viande,U.E.C.B.V. - Union Européenne du Commerce du Bétail et des Métiers de la Viande,norm_lobbyregister_eintrag_2022-09-19_#0022004,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,UAV DACH,UAV DACH,norm_lobbyregister_eintrag_2022-09-19_#0022012,
"""""",lobbyregister_membership,lobbyregister,2022-04-26,UAV DACH e.V.,UAV DACH e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022013,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,UAV Dach e.V. - Verband der unbemannten Luftfahrt,UAV Dach e.V. - Verband der unbemannten Luftfahrt,norm_lobbyregister_eintrag_2022-09-19_#0022014,
"""""",lobbyregister_membership,lobbyregister,2022-03-04,UAV DACH e.V. - Verband für unbemannte Luftfahrt,UAV DACH e.V. - Verband für unbemannte Luftfahrt,norm_lobbyregister_eintrag_2022-09-19_#0022015,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,Überbetrieblicher Verbund Frau und Wirtschaft e.V. im Landkreis Goslar,Überbetrieblicher Verbund Frau und Wirtschaft e.V. im Landkreis Goslar,norm_lobbyregister_eintrag_2022-09-19_#0022018,
"""""",lobbyregister_membership,lobbyregister,2022-09-05,über EBU und ESO auch bei IWT,über EBU und ESO auch bei IWT,norm_lobbyregister_eintrag_2022-09-19_#0022020,
"""""",lobbyregister_membership,lobbyregister,2022-07-07,Übernationale Vereinigung für Kommunikationsforschung e.V.,Übernationale Vereinigung für Kommunikationsforschung e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022024,
"""""",lobbyregister_membership,lobbyregister,2022-09-15,Übersee-Club e.V.,Übersee-Club e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022025,
"""""",lobbyregister_membership,lobbyregister,2022-02-23,Überwachungsgemeinschaft Chemie e.V.,Überwachungsgemeinschaft Chemie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022028,
"""""",lobbyregister_membership,lobbyregister,2022-08-31,Überwachungsgesellschaft Chemie e.V. (ÜCHEM),Überwachungsgesellschaft Chemie e.V. (ÜCHEM),norm_lobbyregister_eintrag_2022-09-19_#0022030,
"""""",lobbyregister_membership,lobbyregister,2022-06-09,UBremen Research Alliance https://www.uni-bremen.de/research-alliance,UBremen Research Alliance https://www.uni-bremen.de/research-alliance,norm_lobbyregister_eintrag_2022-09-19_#0022037,
"""""",lobbyregister_membership,lobbyregister,2022-03-24,UBW Unternehmer Baden-Württemberg,UBW Unternehmer Baden-Württemberg,norm_lobbyregister_eintrag_2022-09-19_#0022041,
"""""",lobbyregister_membership,lobbyregister,2022-06-30,UBW - Unternehmer Baden-Württemberg e.V.,UBW - Unternehmer Baden-Württemberg e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022042,
"""""",lobbyregister_membership,lobbyregister,2022-07-07,UBW Unternehmer Baden-Württemberg e.V. ehem. Landesverband der Baden-Württembergischen Industrie e.V,UBW Unternehmer Baden-Württemberg e.V. ehem. Landesverband der Baden-Württembergischen Industrie e.V,norm_lobbyregister_eintrag_2022-09-19_#0022043,
"""""",lobbyregister_membership,lobbyregister,2022-09-02,Üctem Überwachungsgemeinschaft Chemie,Üctem Überwachungsgemeinschaft Chemie,norm_lobbyregister_eintrag_2022-09-19_#0022047,
"""""",lobbyregister_membership,lobbyregister,2022-06-14,UDH,UDH,norm_lobbyregister_eintrag_2022-09-19_#0022048,
"""""",lobbyregister_membership,lobbyregister,2022-04-06,UDH / ZDH,UDH / ZDH,norm_lobbyregister_eintrag_2022-09-19_#0022049,
"""""",lobbyregister_membership,lobbyregister,2022-04-07,UDH Unternehmerverbände des Deutschen Handwerks,UDH Unternehmerverbände des Deutschen Handwerks,norm_lobbyregister_eintrag_2022-09-19_#0022050,
"""""",lobbyregister_membership,lobbyregister,2022-07-27,UECNA,UECNA,norm_lobbyregister_eintrag_2022-09-19_#0022053,
"""""",lobbyregister_membership,lobbyregister,2022-03-11,UEHJ,UEHJ,norm_lobbyregister_eintrag_2022-09-19_#0022054,
"""""",lobbyregister_membership,lobbyregister,2022-05-30,UFI - The Global Association of the Exhibition Industry,UFI - The Global Association of the Exhibition Industry,norm_lobbyregister_eintrag_2022-09-19_#0022056,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,UFI - Union des Foires Internationales - The Global Association of the Exhibition Industry,UFI - Union des Foires Internationales - The Global Association of the Exhibition Industry,norm_lobbyregister_eintrag_2022-09-19_#0022057,
"""""",lobbyregister_membership,lobbyregister,2022-03-17,UFOP,UFOP,norm_lobbyregister_eintrag_2022-09-19_#0022058,
"""""",lobbyregister_membership,lobbyregister,2022-06-28,UFOP Union zur Förderung von Oel- und Proteinpflanzen e.V.,Union zur Förderung von Oel- und Proteinpflanzen e.V. (UFOP),norm_lobbyregister_eintrag_2022-09-19_#0022206,
"""""",lobbyregister_membership,lobbyregister,2022-08-23,UFOP Union zur Förderung von Öl- und Proteinpflanz,UFOP Union zur Förderung von Öl- und Proteinpflanz,norm_lobbyregister_eintrag_2022-09-19_#0022059,
"""""",lobbyregister_membership,lobbyregister,2022-08-24,UFOP Union zur Förderung von Öl- und Proteinpflanzen e.V.,UFOP Union zur Förderung von Öl- und Proteinpflanzen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022060,
"""""",lobbyregister_membership,lobbyregister,2022-03-02,UFU - Unabhängiges Institut für Umweltfragen,UFU - Unabhängiges Institut für Umweltfragen,norm_lobbyregister_eintrag_2022-09-19_#0022061,
"""""",lobbyregister_membership,lobbyregister,2022-03-16,UHLALA Group,UHLALA Group,norm_lobbyregister_eintrag_2022-09-19_#0022062,
"""""",lobbyregister_membership,lobbyregister,2022-08-15,Uhlandstraße 175,Uhlandstraße 175,norm_lobbyregister_eintrag_2022-09-19_#0022063,
"""""",lobbyregister_membership,lobbyregister,2022-03-11,Uhren,Uhren,norm_lobbyregister_eintrag_2022-09-19_#0022065,
"""""",lobbyregister_membership,lobbyregister,2022-03-31,UIG e.V.,UIG e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022067,
"""""",lobbyregister_membership,lobbyregister,2022-03-11,UIHJ,UIHJ,norm_lobbyregister_eintrag_2022-09-19_#0022068,
"""""",lobbyregister_membership,lobbyregister,2022-05-23,UIPI International Union of property owners,UIPI International Union of property owners,norm_lobbyregister_eintrag_2022-09-19_#0022069,
"""""",lobbyregister_membership,lobbyregister,2022-02-24,UIP - International Union of Wagon Keepers,UIP - International Union of Wagon Keepers,norm_lobbyregister_eintrag_2022-09-19_#0022070,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,UIRR; Wirtschaftsrat der CDU e.V.,UIRR; Wirtschaftsrat der CDU e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022071,
"""""",lobbyregister_membership,lobbyregister,2022-07-11,UITP,UITP,norm_lobbyregister_eintrag_2022-09-19_#0022072,
"""""",lobbyregister_membership,lobbyregister,2022-06-21,UITP - Internationaler Verband für öffentliches Verkehrswesen,UITP - Internationaler Verband für öffentliches Verkehrswesen,norm_lobbyregister_eintrag_2022-09-19_#0022073,
"""""",lobbyregister_membership,lobbyregister,2022-09-05,Ukrainian Business and Trade Association,Ukrainian Business and Trade Association,norm_lobbyregister_eintrag_2022-09-19_#0022074,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,UKW-Gruppenunterstützungskasse für mittelständige Unternehmen e.V.,UKW-Gruppenunterstützungskasse für mittelständige Unternehmen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022076,
"""""",lobbyregister_membership,lobbyregister,2022-03-06,ULA e.V. Deutscher Führungskräfteverband,ULA e.V. - Deutscher Führungskräfteverband,norm_lobbyregister_eintrag_2022-09-19_#0022077,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,ULA e.V. - Deutscher Führungskräfteverband,ULA e.V. - Deutscher Führungskräfteverband,norm_lobbyregister_eintrag_2022-09-19_#0022077,
"""""",lobbyregister_membership,lobbyregister,2022-05-16,ULA e.V.- Deutscher Führungskräfteverband,ULA e.V. - Deutscher Führungskräfteverband,norm_lobbyregister_eintrag_2022-09-19_#0022077,
"""""",lobbyregister_membership,lobbyregister,2022-03-04,ULI e.V.,ULI e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022078,
"""""",lobbyregister_membership,lobbyregister,2022-04-26,ULI Urban Land Institute Germany,ULI Urban Land Institute Germany,norm_lobbyregister_eintrag_2022-09-19_#0022079,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Ulmer Bündnis gegen Menschenhandel und Zwangsprostitution,Ulmer Bündnis gegen Menschenhandel und Zwangsprostitution,norm_lobbyregister_eintrag_2022-09-19_#0022083,
"""""",lobbyregister_membership,lobbyregister,2022-03-02,Umfairteilen,Umfairteilen,norm_lobbyregister_eintrag_2022-09-19_#0022092,
"""""",lobbyregister_membership,lobbyregister,2022-03-14,Umkehr zum Leben,Umkehr zum Leben,norm_lobbyregister_eintrag_2022-09-19_#0022096,
"""""",lobbyregister_membership,lobbyregister,2022-03-16,UmsatzsteuerForum e.V.,UmsatzsteuerForum e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022099,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,UmsatzsteuerForum e. V.,UmsatzsteuerForum e. V.,norm_lobbyregister_eintrag_2022-09-19_#0022100,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,Umsatzsteuer Forum e. V.,Umsatzsteuer Forum e. V.,norm_lobbyregister_eintrag_2022-09-19_#0022101,
"""""",lobbyregister_membership,lobbyregister,2022-02-24,Umwelt,Umwelt,norm_lobbyregister_eintrag_2022-09-19_#0022102,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,Umweltakademie (Die Umweltakademie),Umweltakademie (Die Umweltakademie),norm_lobbyregister_eintrag_2022-09-19_#0022103,
"""""",lobbyregister_membership,lobbyregister,2022-06-14,Umweltbildungsforum LSA,Umweltbildungsforum LSA,norm_lobbyregister_eintrag_2022-09-19_#0022104,
"""""",lobbyregister_membership,lobbyregister,2022-05-17,Umweltbund Ökolöwe Leipzig e.V.,Umweltbund Ökolöwe Leipzig e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022111,
"""""",lobbyregister_membership,lobbyregister,2022-08-24,Umweltcluster Bayern,Umweltcluster Bayern,norm_lobbyregister_eintrag_2022-09-19_#0022112,
"""""",lobbyregister_membership,lobbyregister,2022-03-15,Umweltcluster Bayern (gegenseitige Mitgliedschaft),Umweltcluster Bayern (gegenseitige Mitgliedschaft),norm_lobbyregister_eintrag_2022-09-19_#0022113,
"""""",lobbyregister_membership,lobbyregister,2022-04-22,Umwelt e.V.,Umwelt e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022115,
"""""",lobbyregister_membership,lobbyregister,2022-09-13,Umweltforum Rhein Main e.V.,Umweltforum Rhein Main e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022116,
"""""",lobbyregister_membership,lobbyregister,2022-05-18,Umwelthaus Kassel e.V.,Umwelthaus Kassel e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022118,
"""""",lobbyregister_membership,lobbyregister,2022-07-20,Umweltinstitut München,Umweltinstitut München,norm_lobbyregister_eintrag_2022-09-19_#0022119,
"""""",lobbyregister_membership,lobbyregister,2022-03-09,Umweltmedizin und Präventivmedizin (GHUP),Umweltmedizin und Präventivmedizin (GHUP),norm_lobbyregister_eintrag_2022-09-19_#0022122,
"""""",lobbyregister_membership,lobbyregister,2022-03-04,Umweltministerkonferenz RESAG (AG 1-4),Umweltministerkonferenz RESAG (AG 1-4),norm_lobbyregister_eintrag_2022-09-19_#0022125,
"""""",lobbyregister_membership,lobbyregister,2022-08-16,Umweltstiftung Michael Otto (https://www.umweltstiftungmichaelotto.de/),Umweltstiftung Michael Otto (https://www.umweltstiftungmichaelotto.de/),norm_lobbyregister_eintrag_2022-09-19_#0022127,
"""""",lobbyregister_membership,lobbyregister,2022-03-01,Umwelt und Bildung (LaUB) e.V.,Umwelt und Bildung (LaUB) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022128,
"""""",lobbyregister_membership,lobbyregister,2022-04-12,Umwelt- und Maschinentechnik e. V.,Umwelt- und Maschinentechnik e. V.,norm_lobbyregister_eintrag_2022-09-19_#0022129,
"""""",lobbyregister_membership,lobbyregister,2022-03-07,Umweltzentrum Braunschweig e.V.,Umweltzentrum Braunschweig e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022130,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,Umweltzentrum Dresden,Umweltzentrum Dresden,norm_lobbyregister_eintrag_2022-09-19_#0022131,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Unabhängiger Beirat für die Vereinbarkeit von Pflege und Beruf des Bundesministeriums für Familie,Unabhängiger Beirat für die Vereinbarkeit von Pflege und Beruf des Bundesministeriums für Familie,norm_lobbyregister_eintrag_2022-09-19_#0022133,
"""""",lobbyregister_membership,lobbyregister,2022-03-09,UNAFPA Union of the Organizations of Manufacturers of Pasta Products in the EU,UNAFPA Union of the Organizations of Manufacturers of Pasta Products in the EU,norm_lobbyregister_eintrag_2022-09-19_#0022136,
"""""",lobbyregister_membership,lobbyregister,2022-04-05,UN Beirat Monitoring,UN Beirat Monitoring,norm_lobbyregister_eintrag_2022-09-19_#0022137,
"""""",lobbyregister_membership,lobbyregister,2022-08-02,UNCAC Coalition,UNCAC Coalition,norm_lobbyregister_eintrag_2022-09-19_#0022139,
"""""",lobbyregister_membership,lobbyregister,2022-08-16,UN-convened Net-Zero Asset Owner Alliance (https://www.unepfi.org/net-zero-alliance/),UN-convened Net-Zero Asset Owner Alliance (https://www.unepfi.org/net-zero-alliance/),norm_lobbyregister_eintrag_2022-09-19_#0022140,
"""""",lobbyregister_membership,lobbyregister,2022-03-14,und Geoenergie e.V.,und Geoenergie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022141,
"""""",lobbyregister_membership,lobbyregister,2022-04-13,UN Environment Programme (https://www.unep.org/civil-society-engagement/accreditation/list-accredited-organizations),UN Environment Programme (https://www.unep.org/civil-society-engagement/accreditation/list-accredited-organizations),norm_lobbyregister_eintrag_2022-09-19_#0022143,
"""""",lobbyregister_membership,lobbyregister,2022-02-24,UNEP Mercury Partnership,UNEP Mercury Partnership,norm_lobbyregister_eintrag_2022-09-19_#0022144,
"""""",lobbyregister_membership,lobbyregister,2022-07-11,UNESCO,UNESCO,norm_lobbyregister_eintrag_2022-09-19_#0022145,
"""""",lobbyregister_membership,lobbyregister,2022-05-16,UNESCO-Welterbestätten Deutschland e.V.,UNESCO-Welterbestätten Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022146,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Unfairhandelbar,Unfairhandelbar,norm_lobbyregister_eintrag_2022-09-19_#0022147,
"""""",lobbyregister_membership,lobbyregister,2022-06-28,Unfairtobacco,Unfairtobacco,norm_lobbyregister_eintrag_2022-09-19_#0022148,
"""""",lobbyregister_membership,lobbyregister,2022-09-09,Unfall-,Unfall-,norm_lobbyregister_eintrag_2022-09-19_#0022149,
"""""",lobbyregister_membership,lobbyregister,2022-07-25,Unfallschadenverband Essen,Unfallschadenverband Essen,norm_lobbyregister_eintrag_2022-09-19_#0022152,
"""""",lobbyregister_membership,lobbyregister,2022-05-16,UN Global Compact,UN Global Compact,norm_lobbyregister_eintrag_2022-09-19_#0022153,
"""""",lobbyregister_membership,lobbyregister,2022-04-13,UN Global Compact (https://www.unglobalcompact.org/what-is-gc/participants),UN Global Compact (https://www.unglobalcompact.org/what-is-gc/participants),norm_lobbyregister_eintrag_2022-09-19_#0022154,
"""""",lobbyregister_membership,lobbyregister,2022-03-18,UN Global Compact (www.unglobalcompact.org),UN Global Compact (www.unglobalcompact.org),norm_lobbyregister_eintrag_2022-09-19_#0022155,
"""""",lobbyregister_membership,lobbyregister,2022-07-21,UNIAPAC - International Christian Union of Business Executives,UNIAPAC - International Christian Union of Business Executives,norm_lobbyregister_eintrag_2022-09-19_#0022156,
"""""",lobbyregister_membership,lobbyregister,2022-04-05,UNIC,UNIC,norm_lobbyregister_eintrag_2022-09-19_#0022158,
"""""",lobbyregister_membership,lobbyregister,2022-03-16,UNICEF Deutschland,UNICEF Deutschland,norm_a_watch_organisation_2022-09-19_#0022160,
"""""",lobbyregister_membership,lobbyregister,2022-02-28,Unidas,Unidas,norm_lobbyregister_eintrag_2022-09-19_#0022163,
"""""",lobbyregister_membership,lobbyregister,2022-06-29,UNIDAS (deutsch-lateinamerikanisches Netzwerk),UNIDAS (deutsch-lateinamerikanisches Netzwerk),norm_lobbyregister_eintrag_2022-09-19_#0022164,
"""""",lobbyregister_membership,lobbyregister,2022-04-07,UNIEP,UNIEP,norm_lobbyregister_eintrag_2022-09-19_#0022166,
"""""",lobbyregister_membership,lobbyregister,2022-03-10,UNIFE The European Rail Supply Industry Association,UNIFE The European Rail Supply Industry Association,norm_lobbyregister_eintrag_2022-09-19_#0022167,
"""""",lobbyregister_membership,lobbyregister,2022-02-25,UNIKA,UNIKA,norm_lobbyregister_eintrag_2022-09-19_#0022168,
"""""",lobbyregister_membership,lobbyregister,2022-05-18,Unika e.V.,Unika e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022169,
"""""",lobbyregister_membership,lobbyregister,2022-08-23,UNIKA e.V. - Union der dt. Kartoffelwirtschaft e.V.,UNIKA e.V. - Union der dt. Kartoffelwirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0022170,
"""""",lobbyregister_membership,lobbyregister,2022-08-24,UNIKA Union der deutschen Kartoffelwirtschaft e.V.,Union der Deutschen Kartoffelwirtschaft e.V. (UNIKA),norm_lobbyregister_eintrag_2022-09-19_#0022182,
"""""",lobbyregister_membership,lobbyregister,2022-06-27,UNIKA - Union der Deutschen Kartoffelwirtschaft e.V.,Union der Deutschen Kartoffelwirtschaft e.V. (UNIKA),norm_lobbyregister_eintrag_2022-09-19_#0022182,
"""""",lobbyregister_membership,lobbyregister,2022-03-03,UNIMA Deutschland - Theaterorganisation für Puppentheater,UNIMA Deutschland - Theaterorganisation für Puppentheater,norm_lobbyregister_eintrag_2022-09-19_#0022173,
"""""",lobbyregister_membership,lobbyregister,2022-04-04,Unioncamere (Dachverband der ital. Handelskammern),Unioncamere (Dachverband der ital. Handelskammern),norm_lobbyregister_eintrag_2022-09-19_#0022176,
