graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_quelle_id,aufb_ersteintrag,aufb_jahres_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,aufb_art_rechtsform,aufb_taetigkeitskategorie,aufb_intver_finanz_aufw_jahr_von,aufb_intver_finanz_aufw_jahr_bis,aufb_intver_jahr_start,aufb_intver_jahr_ende,aufb_intver_anzahl_besch_min,aufb_intver_anzahl_besch_max,aufb_intver_liste_beschaeftigte_unmittelbar,graph_intver_anzahl_beschaeftigte_unmittelbar,aufb_mitglieder_anzahl_wert,aufb_mitglieder_zaehlung_datum,aufb_mitgliedschaften_liste,graph_mitgliedschaften_anzahl,aufb_auftraggeber_liste,graph_auftraggeber_anzahl
"""""",lobbyregister_lobbyist,lobbyregister,2022-04-05,R001446,2022-02-24,,KovarHuss Policy Advisors GmbH,KovarHuss Policy Advisors GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",160001,170000,01/21,12/21,1,10,,,,,"degepol,Grüner Wirtschaftsdialog",,"Microsoft Deutschland,Verband der Privaten Krankenversicherung ,Sana Kliniken,Asklepios Kliniken,Roche Pharma,KMG Kliniken,Ecclesia Holding,KRY | DMS Digital Medical Supply Germany ,Verband der Einzelimporteure internationaler Arzneimittel VEIA",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-24,R001445,2022-02-24,,viagogo AG,viagogo AG,,Aktiengesellschaft (AG),Unternehmen,60001,70000,01/21,12/21,1,10,"Julian Dwenger,Frankie Mulqueen",,,,Allianz fairer Tickethandel,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-06-29,R001444,2022-02-24,2022-06-29,Kerntechnik Deutschland e.V.,Kerntechnik Deutschland e.V.,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,70001,80000,01/21,12/21,1,10,"Thomas Behringer,Nicolas Wendler,Ulrike Feldmann",,51,2021-12-31,"Weltenergierat Deutschland e.V.,VKTA - Strahlenschutz, Analytik & Entsorgung Rossendorf e. V.,KWS Energy Knowledge eG",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-07-13,R001443,2022-02-24,,ProSiebenSat.1 Media SE,ProSiebenSat.1 Media SE,,Europäische Aktiengesellschaft (SE),Unternehmen,480001,490000,01/21,12/21,21,30,"Michael Müller,Heiko Zysk,Philipp Hallenberger,Stefan Gärtner,Stefan Hanloser,Jessica Lilienthal,Manuel Jäger,Fabian Ziegenaus,Sascha Gottschalck,Elena Peric,Frederike Wissel,Christian Fikentscher",,,,"Arbeitskreis ""Green Shooting"" der MFG Baden-Württemberg,Bundesverband Digitale Wirtschaft (BVDW) e.V.,Bundesverband Informationswirtschaft, Telekommunikation und neue Medien e.V. Bitkom,Charta der Vielfalt e.V.,Deutsches Aktieninstitut e.V.,Freiwillige Selbstkontrolle Fernsehen (FSF) e.V.,Freiwillige Selbstkontrolle Multimedia Diensteanbieter (FSM) e.V.,Initiative D21 e.V.,VAUNET - Verband privater Medien e.V.,vbw - Vereinigung der bayerischen Wirtschaft e.V.,Wirtschaftsforum der SPD e.V.,Wirtschaftsrat der CDU e.V.,Wirtschaftskoalition Daten & Digitales",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-21,R001442,2022-02-24,,Asklepios Südpfalzkliniken GmbH,Asklepios Südpfalzkliniken GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),,10001,20000,01/21,12/21,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-06-29,R001441,2022-02-24,,Bundesverband der Unternehmensjuristen e.V.,Bundesverband der Unternehmensjuristen e.V.,,Eingetragener Verein (e. V.),Berufsverband,40001,50000,01/21,12/21,1,10,Judith Nikolay,,2916,2021-12-30,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-04-12,R001440,2022-02-24,,evangelische arbeitsgemeinschaft familie e. V.,evangelische arbeitsgemeinschaft familie e. V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",80001,90000,01/21,12/21,1,10,,,41,2022-02-08,"Arbeitsgemeinschaft deutscher Familienorganisationen,Deutscher Verein für öffentliche und private Fürsorge,Netzwerk Kinderrechte,Deutscher Familiengerichtstag,Konferenz Kirchlicher Werke und Verbände",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-03-10,R001439,2022-02-24,,Dell GmbH (Dell Technologies),Dell GmbH (Dell Technologies),,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,310001,320000,02/21,02/22,1,10,"Sebastian Hufnagel,Torsten Küpper",,,,"Bitkom e.V.,American Chamber of Commerce in Germany e.V. (AmCham Germany),Initiative D21 e.V.,Bundesverband Gesundheits-IT e.V. (bvitg),Initiative für ein Modernes Urheberrecht (imur),Intellectual Property 2 Innovate (IP2I),Collegium (persönliche Mitgliedschaft),Charter of Trust",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-24,R001438,2022-02-24,,Thales Alenia Space Deutschland,Thales Alenia Space Deutschland,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,10001,20000,01/21,12/21,1,10,,,,,Bundesverband der Deutschen Luft- und Raumfahrtindustrie e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-06-29,R001437,2022-02-24,2022-06-29,Deutsche Gesellschaft für Kinderzahnheilkunde e.V. (DGKiZ),Deutsche Gesellschaft für Kinderzahnheilkunde e.V. (DGKiZ),,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0,0,01/21,12/21,0,0,,,1897,2022-02-09,DGZMK,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-06-01,R001436,2022-02-24,,Electric Empire - Bundesverband Elektrokleinstfahrzeuge e.V.,Electric Empire - Bundesverband Elektrokleinstfahrzeuge e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1,10000,01/20,12/20,1,10,,,200,2022-02-22,"Bundesverband Solare Mobilität e.V.,LEVA-EU",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-24,R001435,2022-02-24,,Exposure- und Dialogprogramme e.V.,Exposure- und Dialogprogramme e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",400001,410000,01/20,12/20,1,10,Jörg Hilgers,,13,2022-02-07,"Forum Nachhaltiger Kakao,Deutsche Kommission Justitia et Pax,Verband der Diözesen Deutschlands (kath. Kirche)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-06-27,R001434,2022-02-24,,Ärzte ohne Grenzen e.V.,Ärzte ohne Grenzen e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",940001,950000,01/21,12/21,21,30,"Philipp Frisch,Marie Baronin von Manteuffel-Wipfer,Jana Ciernioch,Meike Schwarz,Elisabeth Massute,Elisa de Siqueira Regueira,Melissa Scharwey,Helena Lüer,Lara Dovifat,Nadja Kasolowsky,Lina von der Ahe",,681,2021-12-31,"Deutscher Dialogmarketing Verband (DDV): https://www.ddv.de/,Centre for Humanitarian Action (CHA): https://www.chaberlin.org/,Aktionsbündis gegen Aids: https://www.aids-kampagne.de/,AG Transparenz: https://www.aids-kampagne.de/,Memento Preis: https://memento-preis.de/,United for Rescue e.v.: https://united4rescue.org/",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-06-21,R001433,2022-02-24,,KfH Kuratorium für Dialyse und Nierentransplantation e. V.,KfH Kuratorium für Dialyse und Nierentransplantation e. V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0,0,01/21,12/21,0,0,,,492,2022-01-19,"Deutsche Nierenstiftung,Deutsche Gesellschaft für Nephrologie e. V.,Hospizverein beneficio e.V.,Gesundheitswirtschaft Rhein-Main e. V.,Paritätischer Wohlfahrtsverband e. V.,ReNi e. V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-24,R001432,2022-02-24,,Treaty Alliance Deutschland,Treaty Alliance Deutschland,,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",0,0,01/21,12/21,0,0,,,28,2022-02-15,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-24,R001431,2022-02-24,,Bundesverband Naturkost Naturwaren (BNN) e.V.,Bundesverband Naturkost Naturwaren (BNN) e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",30001,40000,01/20,12/20,1,10,"Kathrin Jäckel,Hans Kaufmann,Dorothea Schmidt,Ulrike Schaal,Karin Wegner",,195,2022-02-11,"BÖLW,IFOAM",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-24,R001430,2022-02-24,,Katharina Schüller,Katharina Schüller,,,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",1,10000,01/21,12/21,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-24,R001429,2022-02-24,,Chiesi GmbH,Chiesi GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,90001,100000,01/21,12/21,1,10,"Sandra Kluge,Benjamin Azadi",,,,"Bundesverband der Pharmazeutischen Industrie e.V.,Bundesverband Managed Care e.V.,Deutsche Fachgesellschaft für Market Access e.V.,Verband der Chemischen Industrie e. V.,Arzneimittel und Kooperation im Gesundheitswesen akg e. V.,Pneumologische VersorgungsForschung,Deutsche Gesellschaft für Nephrologie",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-24,R001428,2022-02-24,,Fresenius SE & Co. KGaA,Fresenius SE & Co. KGaA,,"Sonstige juristische Person, auch nach anderem als deutschem Recht",Unternehmen,80001,90000,01/20,12/20,1,10,"Joachim Weith,Petra Hoheisel,Markus Beck",,,,"Afrika-Verein der deutschen Wirtschaft e.V.,American Chamber of Commerce in Germany (AmCham),Asien-Pazifik-Ausschuss der deutschen Wirtschaft,Bundesverband der Medizintechnologie (BVMed) e.V.,German Health Alliance (GHA),Industrieverband Hygiene und Oberflächenschutz für industrielle und institutionelle Anwendung e.V. (IHO),Initiative Gesundheitsindustrie Hessen (IGH),MedTech Europe,Nah- und Mittelostverein (NUMOV) e.V.,Ost-Ausschuss der deutschen Wirtschaft,Gesellschaft für Recht und Politik im Gesundheitswesen (GRPG),Deutscher Investor Relations Verband (DIRK),Deutsches Aktieninstitut",,"Fresenius Medical Care AG & Co. KGaA,Fresenius Kabi AG,VAMED Aktiengesellschaft",
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-24,R001427,2022-02-24,,Bundesverband Bestattungsbedarf,Bundesverband Bestattungsbedarf,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,50001,60000,01/20,12/20,1,10,Christoph Windscheif,,51,2022-01-27,Hauptverband der Deutschen Holzindustrie und Kunststoffe verarbeitenden Industrie und verwandter Industrie- und Wirtschaftszweige e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-02-24,R001426,2022-02-24,,IP2Innovate,IP2Innovate,,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit",Wirtschaftsverband oder Gewerbeverband/-verein,120001,130000,01/21,12/21,1,10,,,18,2022-02-01,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-07-13,R001425,2022-02-24,,Bundesarbeitsgemeinschaft Werkstätten für behinderte Menschen e. V.,Bundesarbeitsgemeinschaft Werkstätten für behinderte Menschen e. V.,,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",90001,100000,01/20,12/20,11,20,"Konstantin Fischer,Jana Niehaus",,685,2022-01-01,"Deutscher Verein für öffentliche und private Fürsorge e. V.,European Association of Service Providers for Persons with Disability (EASPD),Deutsche Vereinigung für Rehabilitation und Teilhabe e.V.,Europäische Bewegung Deutschland e.V.",,,
