graph_id,aufb_bezeichnung,aufb_quelle,aufb_datum
"""""",AT Treuhand GmbH,lobbypedia_parteispenden,2022-09-19
"""""",Audatex-Technischer Beirat,lobbyregister_eintrag,2022-09-19
"""""",AUDI AG,lobbyregister_eintrag,2022-09-19
"""""",AUDIOBUCH Verlag oHG,a_watch_organisation,2022-09-19
"""""",Audiotainment Südwest,lobbyregister_eintrag,2022-09-19
"""""",Auditor Gesellschaft für Immobilienberatung mbH,lobbypedia_parteispenden,2022-09-19
"""""",AUER Baustoffe GmbH & Co KG,lobbypedia_parteispenden,2022-09-19
"""""",Aufbau Verlag GmbH & Co. KG,a_watch_organisation,2022-09-19
"""""",Aufstehen gegen Rassismus,lobbyregister_eintrag,2022-09-19
"""""",Aufstehen gegen Rassismus!,lobbyregister_eintrag,2022-09-19
"""""",AÜG Netzwerk Human Resources,lobbyregister_eintrag,2022-09-19
"""""",AÜG Netzwerk Human Resources GmbH,lobbyregister_eintrag,2022-09-19
"""""",Augustana-Hochschule - Theologische Hochschule der Evangelisch-Lutherischen Kirche in Bayern,a_watch_organisation,2022-09-19
"""""",August Läpple GmbH & Co. KG,lobbypedia_parteispenden,2022-09-19
"""""",August Storck KG,lobbypedia_parteispenden,2022-09-19
"""""",Augustus Intelligence Inc.,a_watch_organisation,2022-09-19
"""""",AUMA,lobbyregister_eintrag,2022-09-19
"""""",AUMA Ausstellungs- und Messeausschuss der Deutschen Wirtschaft,lobbyregister_eintrag,2022-09-19
"""""",AUMA e. V.,lobbyregister_eintrag,2022-09-19
"""""","Aumann, Dr. Nüßlein, Schuhbaur-Rieger GbR",a_watch_organisation,2022-09-19
"""""",Aupair Society,lobbyregister_eintrag,2022-09-19
"""""",AUPU Versorgungswerk e.V.,lobbyregister_eintrag,2022-09-19
"""""",Aurelia Stiftung,lobbyregister_eintrag,2022-09-19
"""""","Auridis Stiftung gGmbH, Mülheim an der Ruhr",lobbyregister_eintrag,2022-09-19
"""""",Aurora Europe GmbH,lobbyregister_eintrag,2022-09-19
"""""",Aurubis AG,lobbyregister_eintrag,2022-09-19
"""""",Ausbildungsoffensive Freising e. V.,a_watch_organisation,2022-09-19
"""""",Ausbildungs- und Berufsförderungsstätte Albstadt e.V.,a_watch_organisation,2022-09-19
"""""",Ausbildungsverbund der gewerblichen Wirtschaft,lobbyregister_eintrag,2022-09-19
"""""",Ausgleichsfonds des Bundesministeriums für Arbeit und Soziales,lobbyregister_eintrag,2022-09-19
"""""",Auskunftsstelle über Versicherungs-/Bausparkassenaußendienst und Versicherungsmakler in Deutschland e.V. (AVAD),lobbyregister_eintrag,2022-09-19
"""""",Ausländerinitiative Freiburg e.V.,lobbyregister_eintrag,2022-09-19
"""""",Auslandsgesellschaft Sachsen-Anhalt e.V.,lobbyregister_eintrag,2022-09-19
"""""",Auslandshandelskammer Bulgarien,lobbyregister_eintrag,2022-09-19
"""""",Auslandshandelskammer Dänemark,lobbyregister_eintrag,2022-09-19
"""""",Auslandshandelskammer Korea,lobbyregister_eintrag,2022-09-19
"""""",Auslandshandelskammer Malaysia,lobbyregister_eintrag,2022-09-19
"""""",Auslandshandelskammer Tunis,lobbyregister_eintrag,2022-09-19
"""""",Ausschuss Außerschulisches Lernen beim didacta Verband,lobbyregister_eintrag,2022-09-19
"""""",Ausschuss der Verbände und Kammern der Ingenieure und Achitekten für die Honorarordnung e.V. (AHO),lobbyregister_eintrag,2022-09-19
"""""",Ausschuss der Verbände und Kammern der Ingenieure und Architekten für die Honorarordnung e.V.,lobbyregister_eintrag,2022-09-19
"""""",Ausschuss der Verbände und Kammern der Ingenieure und Architekten für die Honorarordnung e. V. (AHO),lobbyregister_eintrag,2022-09-19
"""""",Ausschuss „Arzt im öffentlichen Dienst“,lobbyregister_eintrag,2022-09-19
"""""",Ausschuss „Gesundheit und Umwelt“,lobbyregister_eintrag,2022-09-19
"""""",Außenhandel,lobbyregister_eintrag,2022-09-19
"""""",Aussenhandel,lobbyregister_eintrag,2022-09-19
"""""",Außenhandel,lobbyregister_eintrag,2022-09-19
"""""",Aussenhandel,lobbyregister_eintrag,2022-09-19
"""""",Außenhandel,lobbyregister_eintrag,2022-09-19
"""""",Aussenhandelsverband für Mineraloel und Energie e. V. (AFM+E),lobbyregister_eintrag,2022-09-19
"""""",Aussenhandelsverband für Mineralöl und Energie e.V. (AFM+E),lobbyregister_eintrag,2022-09-19
"""""",Aussenhandelsverband für Mineralöl und Energie e. V. (AFM+E),lobbyregister_eintrag,2022-09-19
"""""",Außenhandelsverband Nordrhein-Westfalen (AHV NRW e. V.),lobbyregister_eintrag,2022-09-19
"""""",Außenhandelsverband NRW,lobbyregister_eintrag,2022-09-19
"""""",Außenhandelsvereinigung des Deutschen Einzelhandels e.V.,lobbyregister_eintrag,2022-09-19
"""""",Außenhandelsvereinigung des deutschen Einzelhandels e.V. (AVE),lobbyregister_eintrag,2022-09-19
"""""",Außenhandel und Dienstleistungen (BGA) e.V,lobbyregister_eintrag,2022-09-19
"""""",Außenministerium Schweden (Ministry of Foreign Affairs Sweden),lobbyregister_eintrag,2022-09-19
"""""",Außenwirtschaftsrunde e.V.,lobbyregister_eintrag,2022-09-19
"""""",Aussergewöhnlich Berlin,lobbyregister_eintrag,2022-09-19
"""""",außerordentliches Mitglied),lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: AGIAMONDO e.V. - Personal und Beratung für internationale Zusammenarbeit,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Aktion Kaserne,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Allianz für den freien Sonntag,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Arbeit für alle e.V.,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Arbeitsgemeinschaft Christlicher Arbeitnehmerorganisationen,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Arbeitsgemeinschaft der katholischen Organisationen Deutschlands (AGKOD),lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Arbeitsgemeinschaft für katholische Familienbildung e.V.,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Arbeitsgemeinschaft katholisch-sozialer Bildungswerke e.V.,lobbyregister_eintrag,2022-09-19
"""""","Außerverbandlich: Arbeitskreis ""Lernen und Helfen in Übersee"" e.V.",lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Bund der Deutschen Katholischen Jugend,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Bundesarbeitsgemeinschaft der Senioren-Organisationen e.V.,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Bundesarbeitsgemeinschaft für Erwachsenenbildung,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Bundesarbeitsgemeinschaft Internationale Soziale Dienste e.V.,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Bundesarbeitsgemeinschaft Katholische Jugendsozialarbeit e.V.,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Bundesarbeitsgemeinschaft Katholisches Jugendreisen,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Bundesnetzwerk Bürgerschaftliches Engagement,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Familienbund der Katholiken,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Gemeinschaft der Katholischen Männer Deutschlands,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Katholische Bundesarbeitgemeinschaft für Freiwilligendienste,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Katholischer Arbeitskreis für Familienerholung e.V.,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Katholisches Bundesarbeitgemeinschaft für berufliche Bildung,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Kirchliche Arbeitsstelle für Männerseelsorge,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Maximilian-Kolbe-Werk e.V.,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: TransFair e.V.,lobbyregister_eintrag,2022-09-19
"""""",Außerverbandlich: Zentralkomitee der deutschen Katholkien,lobbyregister_eintrag,2022-09-19
"""""",Ausstellungs- und Messe-Ausschuss der Deutschen Wirtschaft e.V.,lobbyregister_eintrag,2022-09-19
"""""",Ausstellungs- und Messe-Ausschuss der Deutschen Wirtschaft e. V.,lobbyregister_eintrag,2022-09-19
"""""",Ausstellungs- und Messe-Ausschuss der deutschen Wirtschaft e.V. (AUMA),lobbyregister_eintrag,2022-09-19
"""""",Ausstellungs- und Messe-Ausschuss der Deutschen Wirtschaft e. V. (AUMA),lobbyregister_eintrag,2022-09-19
"""""",Ausstellung - und Messe-Ausschuss der deutschen Wirtschaft (AUMA),lobbyregister_eintrag,2022-09-19
"""""",Austauschrunde Steuern,lobbyregister_eintrag,2022-09-19
"""""",Australian Hydrogen Council,lobbyregister_eintrag,2022-09-19
"""""",Australien,lobbyregister_eintrag,2022-09-19
"""""","Austrian Center for Intelligence, Propaganda & Security Studies (ACIPSS)",a_watch_organisation,2022-09-19
"""""",Austrian Development Agency,lobbyregister_eintrag,2022-09-19
"""""",Austrian Lobbying & Public Affairs Council (ALPAC),lobbyregister_eintrag,2022-09-19
"""""",Austria Wirtschaftsservice Gesellschaft mbH,lobbyregister_eintrag,2022-09-19
"""""",Austria Wirtschaftsservice GmbH,lobbyregister_eintrag,2022-09-19
"""""",Auswärtige Amt,lobbyregister_eintrag,2022-09-19
"""""",Auswärtiges Amt,a_watch_organisation,2022-09-19
"""""",Auswärtiges Amt // Bundesverwaltungsamt,lobbyregister_eintrag,2022-09-19
"""""",Auswärtiges Amt (AA),lobbyregister_eintrag,2022-09-19
"""""",Auswärtiges Amt der Bundesgregierung Deutschland,lobbyregister_eintrag,2022-09-19
"""""",Auswärtiges Amt der Bundesrepublik Deutschland,lobbyregister_eintrag,2022-09-19
"""""",Auswärts zu Hause,lobbyregister_eintrag,2022-09-19
"""""",Autania AG für Industriebeteiligungen,lobbypedia_parteispenden,2022-09-19
"""""",Autobahn Tank & Rast GmbH,lobbyregister_eintrag,2022-09-19
"""""",Autobahn Tank & Rast Gruppe GmbH & Co. KG,lobbyregister_eintrag,2022-09-19
"""""",AUTODESK GmbH,lobbyregister_eintrag,2022-09-19
"""""",Autodesk GmbH,lobbyregister_eintrag,2022-09-19
"""""",AUTOFLUG GmbH,lobbyregister_eintrag,2022-09-19
"""""",Autofreier Stadttraum e. V.,lobbyregister_eintrag,2022-09-19
"""""",Autohaus Michael Schmidt GmbH,a_watch_organisation,2022-09-19
"""""",Autohaus Rainer Seyfarth GmbH & Co. KG,lobbypedia_parteispenden,2022-09-19
"""""",Autohaus Streese,lobbypedia_parteispenden,2022-09-19
"""""",Automaten-Verband Baden-Württemberg e.V.,lobbyregister_eintrag,2022-09-19
"""""",Automatenverband Niedersachsen e.V.,lobbyregister_eintrag,2022-09-19
"""""",Automaten-Verband Niedersachsen e.V.,lobbyregister_eintrag,2022-09-19
"""""",Automaten-Verband Rheinland Pfalz e.V.,lobbyregister_eintrag,2022-09-19
"""""",Automaten-Verband Rheinland-Pfalz e.V.,lobbyregister_eintrag,2022-09-19
"""""",Automaten-Verband Saar e.V.,lobbyregister_eintrag,2022-09-19
"""""",Automaten-Verband Schleswig-Holstein e.V.,lobbyregister_eintrag,2022-09-19
"""""",Automaten-Wirtschaftsverbände-Info GmbH,lobbyregister_eintrag,2022-09-19
"""""",AutomationML e.V.,lobbyregister_eintrag,2022-09-19
"""""",Automobilclub von Deutschland e.V.,a_watch_organisation,2022-09-19
"""""",Automobilclub von Deutschland e. V.,lobbyregister_eintrag,2022-09-19
"""""",automotive BerlinBrandenburg e.V.,lobbyregister_eintrag,2022-09-19
"""""",Automotive Cluster Ostdeutschland (ACOD),lobbyregister_eintrag,2022-09-19
"""""",automotiveland.nrw,lobbyregister_eintrag,2022-09-19
"""""",automotiveland.nrw.e.V.,lobbyregister_eintrag,2022-09-19
"""""",automotiveland.nrw e.V.,lobbyregister_eintrag,2022-09-19
"""""","Autonome Region Trentino-Südtirol, Regionalregierung",lobbyregister_eintrag,2022-09-19
"""""",Autorita di Sistema Portuale,lobbyregister_eintrag,2022-09-19
"""""",AUTOSAR,lobbyregister_eintrag,2022-09-19
"""""",Auto-Scholz GmbH & Co. KG,lobbypedia_parteispenden,2022-09-19
"""""",Autostadt GmbH,a_watch_organisation,2022-09-19
"""""",Av. des Arts / Kunstlaan 43,lobbyregister_eintrag,2022-09-19
"""""",Avacon AG,lobbyregister_eintrag,2022-09-19
"""""",Avacon Netz GmbH,lobbyregister_eintrag,2022-09-19
"""""",Avacon Netz Gmbh,lobbyregister_eintrag,2022-09-19
"""""",Avacon Netz GmbH,lobbyregister_eintrag,2022-09-19
"""""",AV Afrika-Verein der Deutschen Wirtschaft,lobbyregister_eintrag,2022-09-19
"""""",Avalon Capital One GmbH,lobbypedia_parteispenden,2022-09-19
"""""",Avalon Verwaltungs GmbH,a_watch_organisation,2022-09-19
"""""",Avanti Europe ! e.V.,a_watch_organisation,2022-09-19
"""""",AVAT Automation GmbH,lobbyregister_eintrag,2022-09-19
"""""",AVE Außenhandelsvereinigung,lobbyregister_eintrag,2022-09-19
"""""",AVEC - Association of Poultry Processors and Poultry Trade in the EU,lobbyregister_eintrag,2022-09-19
"""""",Avenue de Provence 14,lobbyregister_eintrag,2022-09-19
"""""",Avere,lobbyregister_eintrag,2022-09-19
"""""",AVEU Arbeitgeberverband Energie- und Versorgungswirtschaftlicher Unternehmen e. V.,lobbyregister_eintrag,2022-09-19
"""""",AVEU - Arbeitgeberverband energie- und versorgungswirtschaftlicher Unternehmen e.V.,lobbyregister_eintrag,2022-09-19
"""""",AviAlliance,lobbyregister_eintrag,2022-09-19
"""""",AviaSpace Bremen e.V.,lobbyregister_eintrag,2022-09-19
"""""",Aviation Initiative for Reneable Energy in Germany e.V.,lobbyregister_eintrag,2022-09-19
"""""",Aviation Initiative for Renewable Energy in Germany e.V.,lobbyregister_eintrag,2022-09-19
"""""",Avicenna-Studienwerk e.V.,a_watch_organisation,2022-09-19
"""""",Avi Medical Operations,lobbyregister_eintrag,2022-09-19
"""""",Avisa Partners,lobbyregister_eintrag,2022-09-19
"""""",Avis Budget Autovermietung GmbH & Co.KG,lobbyregister_eintrag,2022-09-19
"""""",Avis Budget Autovermietung GmbH & Co KG,lobbyregister_eintrag,2022-09-19
"""""",AVISTA OIL Deutschland GmbH,lobbyregister_eintrag,2022-09-19
"""""",AVK e. V.,lobbyregister_eintrag,2022-09-19
"""""",AVK e.V. - Industrievereinigung verstärkte Kunststoffe,lobbyregister_eintrag,2022-09-19
"""""",AVK Industrievereinigung Verstärkte Kunststoffe,lobbyregister_eintrag,2022-09-19
"""""",AVK - Industrievereinigung Verstärkte Kunststoffe,lobbyregister_eintrag,2022-09-19
"""""",AVM Computersysteme Vertriebs GmbH,lobbypedia_parteispenden,2022-09-19
"""""",Avoxa - Mediengruppe Deutscher Apotheker GmbH,lobbypedia_parteispenden,2022-09-19
"""""",AVR Arbeitgeberverband der Volksbanken Raiffeisenbanken e. V.,lobbyregister_eintrag,2022-09-19
"""""",AV Verlage,lobbyregister_eintrag,2022-09-19
"""""",AV Verlage Ausgleichsvereinigung Verlage,lobbyregister_eintrag,2022-09-19
"""""",AWA Entsorgung GmbH,a_watch_organisation,2022-09-19
"""""",AW AlgorithmWatch gGmbH,lobbyregister_eintrag,2022-09-19
"""""",AWBR - Arbeitsgemeinschaft Wasserwerke Bodensee-Rhein,lobbyregister_eintrag,2022-09-19
"""""",AWF,lobbyregister_eintrag,2022-09-19
"""""",AWI Automaten-Wirtschaftsverbände-Info GmbH,lobbypedia_parteispenden,2022-09-19
"""""",AWK-Außenwerbung GmbH,lobbypedia_parteispenden,2022-09-19
"""""",AWMF,lobbyregister_eintrag,2022-09-19
"""""",AWMF - Arbeitsgemeinschaft der Wissenschaftlichen Medizinischen Fachgesellschaften,lobbyregister_eintrag,2022-09-19
"""""",AWMF e.V.,lobbyregister_eintrag,2022-09-19
"""""",AWMF e. V.,lobbyregister_eintrag,2022-09-19
"""""",AWMF e.V. Arbeitsgemeinschaft wiss. med. Fachgesellschaften,lobbyregister_eintrag,2022-09-19
"""""",AWO.DUS GmbH,a_watch_organisation,2022-09-19
"""""",AWO Arbeiterwohlfahrt Kreisverband Düsseldorf e.V.,a_watch_organisation,2022-09-19
"""""",AWO Berufsbildungszentrum gemeinnützige GmbH,a_watch_organisation,2022-09-19
"""""",AWO Bezirksverband Braunschweig e.V.,a_watch_organisation,2022-09-19
"""""",AWO Bezirksverband Hannover e.V.,a_watch_organisation,2022-09-19
"""""",AWO Bezirksverband Pfalz e.V.,a_watch_organisation,2022-09-19
"""""",AWO Bezirksverband Schwaben e.V.,a_watch_organisation,2022-09-19
"""""",AWO Bezirksverband Weser-Ems e.V.,a_watch_organisation,2022-09-19
"""""",AWO Bezirksverband Württemberg e.V.,a_watch_organisation,2022-09-19
"""""",AWO Bundesverband,lobbyregister_eintrag,2022-09-19
"""""",AWO Bundesverband e.V.,a_watch_organisation,2022-09-19
"""""",AWO Bundesverband e. V.,lobbyregister_eintrag,2022-09-19
"""""","AWO Bundesverband e.V., Berlin",lobbyregister_eintrag,2022-09-19
"""""",AWO-Duisburg-Stiftung,a_watch_organisation,2022-09-19
"""""",AWO Elm-Lappwald gemeinnützige GmbH,a_watch_organisation,2022-09-19
"""""",AWO Familienglobus gemeinnützige GmbH,a_watch_organisation,2022-09-19
"""""",AWO Gesundheitsdienste gemeinnützige GmbH (GSD),a_watch_organisation,2022-09-19
"""""",AWOIntegra gemeinnützige GmbH,a_watch_organisation,2022-09-19
"""""",AWO International e.V.,lobbyregister_eintrag,2022-09-19
"""""",AWO International e. V.,lobbyregister_eintrag,2022-09-19
"""""",AWO Kreisverband Frankfurt am Main e.V.,a_watch_organisation,2022-09-19
"""""",AWO Kreisverband Hansestadt Bremen e.V.,a_watch_organisation,2022-09-19
"""""",AWO Kreisverband Helmstedt e.V.,a_watch_organisation,2022-09-19
"""""",AWO Kreisverband Nienburg/Weser e.V.,a_watch_organisation,2022-09-19
"""""",AWO Kreisverband Unna,a_watch_organisation,2022-09-19
"""""",AWO Landesverband Bayern e.V.,a_watch_organisation,2022-09-19
"""""",AWO Landesverband Brandenburg e.V.,a_watch_organisation,2022-09-19
"""""",AWO Landesverband Hamburg,a_watch_organisation,2022-09-19
"""""",AWO Niedersachsen gemeinnützige GmbH,a_watch_organisation,2022-09-19
"""""",AWO Ortsverein Lünen-Nord,a_watch_organisation,2022-09-19
"""""",AWO - Soziale Dienste gemeinnützige GmbH,a_watch_organisation,2022-09-19
"""""",AWO Trialog Weser-Ems gemeinnützige GmbH,a_watch_organisation,2022-09-19
"""""",AWO Unterbezirk Hagen-Märkischer Kreis,a_watch_organisation,2022-09-19
"""""",AWO Verwaltungs- und Sozialdienste GmbH (VSD),a_watch_organisation,2022-09-19
"""""",AWSA Arbeitgeber- und Wirtschaftsverbände Sachsen-Anhalt,lobbyregister_eintrag,2022-09-19
"""""",AWSA Arbeitgeber- und Wirtschaftsverbände Sachsen-Anhalt e. V.,lobbyregister_eintrag,2022-09-19
"""""",AWT - Arbeitsgemeinschaft Wärmebehandlung + Werkstofftechnik e. V.,lobbyregister_eintrag,2022-09-19
"""""",AWT e.V.,lobbyregister_eintrag,2022-09-19
"""""",AWV - Arbeitsgemeinschaft für wirtschaftliche Verwaltung,lobbyregister_eintrag,2022-09-19
"""""",AWV Arbeitsgemeinschaft für wirtschaftliche Verwaltung e. V.,lobbyregister_eintrag,2022-09-19
"""""",AWV - Arbeitsgemeinschaft für wirtschaftliche Verwaltung e. V.,lobbyregister_eintrag,2022-09-19
"""""",AWV Arbeitsgemeinschaft für Wirtschaft und Verwaltung e.V.,lobbyregister_eintrag,2022-09-19
"""""",Axel Grimm,lobbyregister_eintrag,2022-09-19
"""""",Axel Kunze,lobbyregister_eintrag,2022-09-19
"""""",Axel Springer SE,lobbyregister_eintrag,2022-09-19
"""""",Axel Wehling,lobbyregister_eintrag,2022-09-19
"""""",Axon Public Safety Germany SE,lobbyregister_eintrag,2022-09-19
"""""",Axpo Deutschland GmbH,lobbyregister_eintrag,2022-09-19
"""""",Axpo Holding AG,lobbyregister_eintrag,2022-09-19
"""""",axxessio GmbH,a_watch_organisation,2022-09-19
"""""",AZT Automotive GmbH,lobbyregister_eintrag,2022-09-19
"""""",azur INNOVATIONSFORUM ALTREIFEN-RECYCLING,lobbyregister_eintrag,2022-09-19
"""""",AZuR-Netzwerk - CGW GmbH,lobbyregister_eintrag,2022-09-19
"""""",B. & C. Tönnies GmbH & Co. KG,lobbypedia_parteispenden,2022-09-19
"""""",B. A. B. Maxi Poster GmbH,lobbypedia_parteispenden,2022-09-19
"""""",B.A.U.M.,lobbyregister_eintrag,2022-09-19
"""""",B.A.U.M. Bundesdeutscher Arbeitskreis für umweltbewusstes Management,lobbyregister_eintrag,2022-09-19
"""""",B.A.U.M.- Bundesdeutscher Arbeitskreis für Umweltbewusstes Management e. V.,lobbyregister_eintrag,2022-09-19
"""""",B.A.U.M. e.V,lobbyregister_eintrag,2022-09-19
"""""",B.A.U.M. e.V. - Netzwerk für nachhaltiges Wirtschaften,lobbyregister_eintrag,2022-09-19
"""""",B.A.U.M Förderkreis des bundesdeutschen Arbeitskreis für Umweltbewusstes Management,lobbyregister_eintrag,2022-09-19
"""""",b.b.h. Bundesverband selbständiger Buchhalter und Bilanzbuchhalter e. V.,lobbyregister_eintrag,2022-09-19
"""""",B. Braun Assets AG,a_watch_organisation,2022-09-19
"""""",B. Braun Avitum AG,a_watch_organisation,2022-09-19
"""""",B. Braun Geschäftsleitung Verwaltungs SE,a_watch_organisation,2022-09-19
"""""",B. Braun Holding GmbH & Co.KG,a_watch_organisation,2022-09-19
"""""",B. Braun Mobilien AG,a_watch_organisation,2022-09-19
"""""",B. Braun Revium AG,a_watch_organisation,2022-09-19
"""""",B. Braun SE,lobbyregister_eintrag,2022-09-19
"""""",B. C. E. M. BERLIN CITY EVENTMANAGEMENT GmbH & Co. KG,lobbypedia_parteispenden,2022-09-19
"""""",B.KWK,lobbyregister_eintrag,2022-09-19
"""""",B.KWK (Bundesverband Kraft-Wärme-Kopplung e. V.),lobbyregister_eintrag,2022-09-19
"""""",B.KWK Bundesverband Kraft-Wärme-Kopplung,lobbyregister_eintrag,2022-09-19
"""""",B. Metzler seel. Sohn & Co. Holding AG,lobbypedia_parteispenden,2022-09-19
"""""",B. TV GmbH & Co. KG,lobbypedia_parteispenden,2022-09-19
"""""",B&B Hausverwaltung GbR,a_watch_organisation,2022-09-19
"""""",B-1040 Bruxelles,lobbyregister_eintrag,2022-09-19
"""""",B20,lobbyregister_eintrag,2022-09-19
"""""",B2P Communications Consulting,lobbyregister_eintrag,2022-09-19
"""""",B4E (Cefic),lobbyregister_eintrag,2022-09-19
"""""","BAAINBW Bundesamt für Ausrüstung, Informationstechnik und Nutzung der Bundeswehr",lobbyregister_eintrag,2022-09-19
"""""",BA Bundesverband Automatenunternehmer e.V.,lobbyregister_eintrag,2022-09-19
"""""",Bäckerinnungs-Verband Westfalen-Lippe,lobbyregister_eintrag,2022-09-19
"""""",Back Market Germany GmbH,lobbyregister_eintrag,2022-09-19
"""""",BACnet Interest Group Europe e. V,lobbyregister_eintrag,2022-09-19
"""""",BAD e.V.,lobbyregister_eintrag,2022-09-19
"""""",Baden-Badener Unternehmer Gespräche e.V.,a_watch_organisation,2022-09-19
"""""",Baden-Württemberg,lobbyregister_eintrag,2022-09-19
"""""",Baden-Württemberg: Connected e.V. (bwcon),lobbyregister_eintrag,2022-09-19
"""""",Baden-Württemberg International Gesellschaft für internationale wirtschaftliche und wissenschaftliche Zusammenarbeit mbH,lobbyregister_eintrag,2022-09-19
"""""",Baden-Württembergische Bank,a_watch_organisation,2022-09-19
"""""",Baden-Württembergische Krankenhausgesellschaft e. V. (BWKG),lobbyregister_eintrag,2022-09-19
"""""",Baden-Württembergischer Brauerbund e.V.,lobbyregister_eintrag,2022-09-19
"""""",Baden Württembergischer Genossenschaftsverband e.V.,lobbyregister_eintrag,2022-09-19
"""""",Baden-Württembergischer Genossenschaftsverband e.V.,lobbyregister_eintrag,2022-09-19
"""""",Baden-Württembergischer Genossenschaftsverband e.V. (BWGV),lobbyregister_eintrag,2022-09-19
"""""",Baden-Württembergischer Genossenschaftsverband e. V (BWGV),lobbyregister_eintrag,2022-09-19
"""""",Baden-Württembergischer Geno-Verband,lobbyregister_eintrag,2022-09-19
"""""",Baden-Württembergischer Handwerkstag e.V.,lobbyregister_eintrag,2022-09-19
"""""",Baden-Württembergische Wertpapierbörse GmbH,lobbyregister_eintrag,2022-09-19
"""""",Bädergesellschaft Iserlohn mbH,a_watch_organisation,2022-09-19
"""""",Bäder Halle GmbH,a_watch_organisation,2022-09-19
"""""",Bade- und Kurverwaltung GmbH,a_watch_organisation,2022-09-19
"""""",Bad Homburg,lobbyregister_eintrag,2022-09-19
"""""",Bad Homburg v.d.H.,lobbyregister_eintrag,2022-09-19
"""""",Badischer Landwirtschaftlicher Hauptverband e.V.,lobbyregister_eintrag,2022-09-19
"""""",Badischer Weinbauverband e.V.,lobbyregister_eintrag,2022-09-19
"""""",Badisches Staatstheater Karlsruhe,a_watch_organisation,2022-09-19
"""""",Bad Neustadt an der Saale,lobbyregister_eintrag,2022-09-19
"""""",BAFA,lobbyregister_eintrag,2022-09-19
"""""",BAFA | Bundesamt für Wirtschaft für Ausfuhrkontrolle,lobbyregister_eintrag,2022-09-19
"""""",BAFA | Bundesamt für Wirtschaft und Ausfuhrkontrolle,lobbyregister_eintrag,2022-09-19
"""""",BaFID Bayerisches Forschungszentrum für Interreligiöse Diskurse an der FAU,a_watch_organisation,2022-09-19
"""""",BAFzA,lobbyregister_eintrag,2022-09-19
"""""",BAG ARBEIT EV,lobbyregister_eintrag,2022-09-19
"""""",BAG BBW,lobbyregister_eintrag,2022-09-19
"""""",BAG Bildung und Erziehung in der Kindheit e.V.,lobbyregister_eintrag,2022-09-19
"""""",BAG - Bundesarbeitsgemeinschaft der PatientInnenstellen und -initiativen,lobbyregister_eintrag,2022-09-19
"""""",BAGD,lobbyregister_eintrag,2022-09-19
"""""",BAG EJSA,lobbyregister_eintrag,2022-09-19
"""""",BAG EJSA e.V. (Ev. Jugendsozialarbeit),lobbyregister_eintrag,2022-09-19
"""""",BAG für Straffälligenhilfe e.V.,lobbyregister_eintrag,2022-09-19
"""""",BAGFW e.V.,lobbyregister_eintrag,2022-09-19
"""""",BAG IF - BAG Inklusionsfirmen,lobbyregister_eintrag,2022-09-19
"""""",BAG Kath. Jugensozialarbeit e.V.,lobbyregister_eintrag,2022-09-19
"""""",BAG Kinderdörfer,lobbyregister_eintrag,2022-09-19
"""""",BAG Kinderinteressenvertretung,lobbyregister_eintrag,2022-09-19
"""""",BAG Kinder- und Jugendschutz (BAJ),lobbyregister_eintrag,2022-09-19
"""""",BAG Kommunale Kinderinteressenvertretungen,lobbyregister_eintrag,2022-09-19
"""""",BAGKR,lobbyregister_eintrag,2022-09-19
"""""",BAG med.-beruf. Rehaeinrichtungen,lobbyregister_eintrag,2022-09-19
"""""",BAG Mehr Sicherheit für Kinder,lobbyregister_eintrag,2022-09-19
"""""",BAG Mehr Sicherheit für Kinder e.V.,lobbyregister_eintrag,2022-09-19
"""""",BAG Phase 2,lobbyregister_eintrag,2022-09-19
"""""",BAG Psychatrische Krankenhäuser,lobbyregister_eintrag,2022-09-19
"""""",BAG RAA,lobbyregister_eintrag,2022-09-19
"""""",BAG RelEx ( Religiös begründeter Extremismus ),lobbyregister_eintrag,2022-09-19
