graph_id,aufb_bezeichnung,aufb_quelle,aufb_datum
"""""",Institut für freie Berufe,lobbyregister_eintrag,2022-09-19
"""""",Institut für Freie Berufe an der Friedrich-Alexander-Universität Erlangen-Nürnberg e.V,lobbyregister_eintrag,2022-09-19
"""""",Institut für Friedensforschung und Sicherheitspolitik an der Universität Hamburg (IFSH),a_watch_organisation,2022-09-19
"""""",Institut für Gender-Gesundheit e.V.,lobbyregister_eintrag,2022-09-19
"""""",Institut für Gesundheitssystem-Entwicklung,lobbyregister_eintrag,2022-09-19
"""""",Institut für Gesundheit und Soziales der Fachhoschule für Ökonomie und Management (FOM),a_watch_organisation,2022-09-19
"""""",Institut für Handelsforschung Köln GmbH,lobbyregister_eintrag,2022-09-19
"""""",Institut für Information und Dokumentation e. V.,a_watch_organisation,2022-09-19
"""""",Institut für Internationale Kommunikation e.V.,a_watch_organisation,2022-09-19
"""""",Institut für Kammerrecht,lobbyregister_eintrag,2022-09-19
"""""",Institut für Kammerrecht e.V.,lobbyregister_eintrag,2022-09-19
"""""",Institut für Kammerrechte e.V.,lobbyregister_eintrag,2022-09-19
"""""","Institut für Kirche, Management und Spiritualität (IKMS) an der philosophisch-theologischen Hochschule Münster",a_watch_organisation,2022-09-19
"""""",Institut für Klimaschutz,lobbyregister_eintrag,2022-09-19
"""""","Institut für Klimaschutz, Energie und Mobilität e.V. (IKEM)",lobbyregister_eintrag,2022-09-19
"""""",Institut für medizinische und pharmazeutische Prüfungsfragen: Patientenbeirat,lobbyregister_eintrag,2022-09-19
"""""",Institut für Mensch,lobbyregister_eintrag,2022-09-19
"""""",Institut für Menschenrechte,lobbyregister_eintrag,2022-09-19
"""""",Institut für Mittelstand Förderkreis e.V.,lobbyregister_eintrag,2022-09-19
"""""",Institut für Mobilität der Universität St. Gallen,a_watch_organisation,2022-09-19
"""""",Institut für niederdeutsche Sprache e.V.,a_watch_organisation,2022-09-19
"""""",Institut für Ökologie und Aktions-Ethnologie (INFOE) e.V.,lobbyregister_eintrag,2022-09-19
"""""","Institut für ökologische Wirtschaftsforschung (IÖW) GmbH, gemeinnützig",lobbyregister_eintrag,2022-09-19
"""""",Institut für Partizipation und Bildung,lobbyregister_eintrag,2022-09-19
"""""",Institut für Qualitätssicherung und Transparenz im Gesundheitswesen (IQTIG),a_watch_organisation,2022-09-19
"""""",Institut für Qualität und Wirtschaftlichkeit im Gesundheitswesen (IQWiG),a_watch_organisation,2022-09-19
"""""",Institut für Rohrleitungsbau an der Fachhochschule Oldenburg e.V.,lobbyregister_eintrag,2022-09-19
"""""",Institut für Rohrleitungsbau an der Fachhochschule Oldenburg e.V. (iro),lobbyregister_eintrag,2022-09-19
"""""",Institut für Sachverständigenwesen,lobbyregister_eintrag,2022-09-19
"""""",Institut für Sachverständigenwesen (IfS),lobbyregister_eintrag,2022-09-19
"""""",Institut für Sachverständigenwesen e.V.,lobbyregister_eintrag,2022-09-19
"""""",Institut für Sachverständigenwesen e. V.,lobbyregister_eintrag,2022-09-19
"""""",Institut für Sachverständigenwesen e. V. (IfS),lobbyregister_eintrag,2022-09-19
"""""",Institut für Sozialarbeit und Sozialpädagogik e.V. (ISS),a_watch_organisation,2022-09-19
"""""",Institut für Sozialarbeit und Sozialpädagogik e. V. ISS,lobbyregister_eintrag,2022-09-19
"""""",Institut für Städtebau,lobbyregister_eintrag,2022-09-19
"""""",Institut für transformative Nachhaltigkeitsforschung (IASS),a_watch_organisation,2022-09-19
"""""",Institut für Urheber- und Medienrecht (IUM),lobbyregister_eintrag,2022-09-19
"""""",Institut für Urheber- und Medienrecht e.V.,lobbyregister_eintrag,2022-09-19
"""""",Institut für Urheber- und Medienrecht e. V.,lobbyregister_eintrag,2022-09-19
"""""",Institut für Verbands-,lobbyregister_eintrag,2022-09-19
"""""",Institut für Verkehrswissenschaften an der Universität Münster,lobbyregister_eintrag,2022-09-19
"""""",Institut für Wärme und Mobilität e.v,lobbyregister_eintrag,2022-09-19
"""""",Institut für Weiterbildung in der Kranken- und Altenpflege gemeinnützige GmbH,a_watch_organisation,2022-09-19
"""""",Institut für Weltanschauungsrecht (ifw),lobbyregister_eintrag,2022-09-19
"""""",Institut für Welternährung e. V.,lobbyregister_eintrag,2022-09-19
"""""",INSTITUT FÜR WELTERNÄHRUNG - WORLD FOOD INSTITUTE e.V.,lobbyregister_eintrag,2022-09-19
"""""",Institut für Wirtschaftsforschung,lobbyregister_eintrag,2022-09-19
"""""",Institut für Wirtschaftsforschung e.V. ifo,lobbyregister_eintrag,2022-09-19
"""""",Institut für Wirtschaftspolitik,lobbyregister_eintrag,2022-09-19
"""""",Institutional Investors Group on Climate Change (IIGCC),lobbyregister_eintrag,2022-09-19
"""""",Institutioneller Geber,lobbyregister_eintrag,2022-09-19
"""""",Institut Mensch,lobbyregister_eintrag,2022-09-19
"""""",Institut Mensch Ethik Wissenschaft (IMEW),lobbyregister_eintrag,2022-09-19
"""""",Institut Mittelstand & Compliance e.V.,a_watch_organisation,2022-09-19
"""""",Instituto de Auditores Internos,lobbyregister_eintrag,2022-09-19
"""""",Institut Ökonomie der Zukunft GmbH,a_watch_organisation,2022-09-19
"""""",Institut Privater Bauherren e.V.,a_watch_organisation,2022-09-19
"""""",Instituts der Norddeutschen Wirtschaft (INW),lobbyregister_eintrag,2022-09-19
"""""",Institut Solidarische Moderne e.V.,a_watch_organisation,2022-09-19
"""""",Institut zur Förderung der funktionalen Gesundheit (IFFG) e.V.,a_watch_organisation,2022-09-19
"""""",InsurLab Germany e.V.,lobbyregister_eintrag,2022-09-19
"""""",InsurTech Hub Munich e.V.,lobbyregister_eintrag,2022-09-19
"""""",INTEGRA,lobbyregister_eintrag,2022-09-19
"""""",Integra,lobbyregister_eintrag,2022-09-19
"""""",Integra (Netzwerk gegen Genitalverstümmelung),lobbyregister_eintrag,2022-09-19
"""""",Integra - Bundesweites Netzwerk zur Überwindung weiblicher Genitalverstümmelung,lobbyregister_eintrag,2022-09-19
"""""",Integritas,lobbyregister_eintrag,2022-09-19
"""""",INTEGRITAS Verein für lautere Heilmittelwerbung e.V.,lobbyregister_eintrag,2022-09-19
"""""",Intel Germany GmbH & Co. KG,lobbyregister_eintrag,2022-09-19
"""""",Intel Germany Services GmbH,lobbyregister_eintrag,2022-09-19
"""""",Intellectual Property 2 Innovate,lobbyregister_eintrag,2022-09-19
"""""",Intellectual Property 2 Innovate (IP2I),lobbyregister_eintrag,2022-09-19
"""""",Intelligent Apps GmbH - FREE NOW,lobbyregister_eintrag,2022-09-19
"""""",INTENSIVkinder zuhause e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interactive Software Federation of Europe,lobbyregister_eintrag,2022-09-19
"""""",Inter-American Development Bank,a_watch_organisation,2022-09-19
"""""",INTERBUS Club Deutschland e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interconnector GmbH,lobbyregister_eintrag,2022-09-19
"""""",Interdsisziplinärer Forschungsverbund Bahntechnik e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interel Deutschland,lobbyregister_eintrag,2022-09-19
"""""",Interel Deutschland GmbH,lobbyregister_eintrag,2022-09-19
"""""",INTERENA GmbH,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Bad Nenndorf,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Betriebliche Krankenversicherung e. V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft der Aufbereiter und Verwerter von Müllverbrennungsschlacken (IGAM),lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft der Bahnspediteure (IBS) e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft der Hersteller von Kranken- und Rettungsfahrzeugen (IKR) e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft der Hersteller von Kranken- und Rettungsfahrzeugen e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft der Nicht-Olympischen Verbände,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft der regionalen Flugplätze e. V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft der Schweinehalter Deutschland e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft der Thermischen Abfallbehandlungsanalgen in Deutschland,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft der Unternehmer kleinerer und mittlerer Betriebe e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft des Heinz-Piest-Instituts für Handwerkstechnik an der Leibniz Universität Hannover e. V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Deutsche Deponiebetreiber e.V. (InwesD),lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Deutsche Luftwaffe e.V,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Deutsche Luftwaffe e.V.,a_watch_organisation,2022-09-19
"""""",Interessengemeinschaft Deutsche Luftwaffe e. V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Deutsche Luftwaffe e. V. (IDLW),lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Deutsche Luftwaffe e.V. IDLw,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Deutscher Deponiebetreiber e. V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Deutscher Kunsthandel,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Deutscher Kunsthandel e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Deutscher Kunsthandel GbR,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Deutscher Versicherungsmakler e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Essener Wirtschaft e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Frechener Unternehmer e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft für Fahrzeugtechnik und Lackierung e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft für Fahrzeugtechnik und Lackierung e. V. (IFL),lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Geschäftsobjekte Energiewirtschaft e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Gesunder Boden e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft gesunder Boden e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Hämophiler e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Hilfsmittelversorgung (IGHV),lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Hilfsmittelversorgung IGHV,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft historische Landtechnik e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft IG Bio e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Jungen,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft kleiner und mittlerer Genossenschaftsbanken,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Kreditkarten,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Leichtbau,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Tabakwirtschaft e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Technologiepark Universität Bremen e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Veranstaltungswirtschaft (IGVW) e. V.,lobbyregister_eintrag,2022-09-19
"""""",Interessengemeinschaft Veranstaltungswirtschaft - IGVW,lobbyregister_eintrag,2022-09-19
"""""",Interessensgemeinschaft CSD Stuttgart e. V.,lobbyregister_eintrag,2022-09-19
"""""",Interessensgemeinschaft der Schweinehalter Deutschlands e. V.,lobbyregister_eintrag,2022-09-19
"""""",Interessensgemeinschaft Gesunder Boden e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessensgemeinschaft kleiner und mittlerer Unternehmen,lobbyregister_eintrag,2022-09-19
"""""",Interessensgemeinschaft Kreditkarten,lobbyregister_eintrag,2022-09-19
"""""",Interessenskreis Kreditkarte e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessensvertretung Selbstbestimmtes Leben,lobbyregister_eintrag,2022-09-19
"""""",Interessenverband der Deutschen Luftwaffe (IDLw),lobbyregister_eintrag,2022-09-19
"""""",Interessenverband der Milcherzeugerbetriebe e. V.,lobbyregister_eintrag,2022-09-19
"""""",Interessenverband Deutscher Fahrlehrer e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessenverband Deutscher Zeitarbeitsunternehmen e. V,lobbyregister_eintrag,2022-09-19
"""""",Interessenverband Deutscher Zeitarbeitsunternehmen e.V. (iGZ),lobbyregister_eintrag,2022-09-19
"""""",Interessenverband Grubengas,lobbyregister_eintrag,2022-09-19
"""""",Interessenverband kapitalmarktorientierter KMU e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessenverband kapitalmarktorientierter KMU e. V.,lobbyregister_eintrag,2022-09-19
"""""",Interessenverband Mittelständischer Unternehmen und freier Berufe e. V. (IMU),lobbyregister_eintrag,2022-09-19
"""""",Interessenverband Supraleitung (ivSupra),lobbyregister_eintrag,2022-09-19
"""""",Interessenverbund sächs.MGH e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessenvertretung 50Plus e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interessenvertretung Deutsche Deponiebetreiber e.V. (InwesD),lobbyregister_eintrag,2022-09-19
"""""",Interessenvertretung Selbstbestimmt Leben Deutschland e. V.,lobbyregister_eintrag,2022-09-19
"""""",Interessenvertretung Selbstbestimmt Leben in Deutschland e.V. (ISL),a_watch_organisation,2022-09-19
"""""",Interessenvertretung Selbstbestimmt Leben in Deutschland e. V. - ISL,lobbyregister_eintrag,2022-09-19
"""""",Intergeschlechtliche Menschen e.V.,lobbyregister_eintrag,2022-09-19
"""""",INTERGRAF Europäische Föderation für Print- und digitale Kommunikation,lobbyregister_eintrag,2022-09-19
"""""",Interkey-Fachverband europäischer Sicherheits- und Schlüsselfachgeschäfte e.V.,lobbyregister_eintrag,2022-09-19
"""""",Interkultureller Garten Schweinfurt e.V.,lobbyregister_eintrag,2022-09-19
"""""",Internat. Women Ass.,lobbyregister_eintrag,2022-09-19
"""""",International,lobbyregister_eintrag,2022-09-19
"""""",International 3D Society,lobbyregister_eintrag,2022-09-19
"""""",International Actuarial Association,lobbyregister_eintrag,2022-09-19
"""""",International Advocacy Netzwerke (IAN),lobbyregister_eintrag,2022-09-19
"""""",International Air Transport Association,lobbyregister_eintrag,2022-09-19
"""""",International Air Transport Association (IATA),lobbyregister_eintrag,2022-09-19
"""""",International Alliance of Women,lobbyregister_eintrag,2022-09-19
"""""",International Aluminium Institute,lobbyregister_eintrag,2022-09-19
"""""",International Arctic Social Sciences Association (https://iassa.org/),lobbyregister_eintrag,2022-09-19
"""""",International Association for Cognitive Psychotherapy,lobbyregister_eintrag,2022-09-19
"""""",International Association for Counseling,lobbyregister_eintrag,2022-09-19
"""""",International Association for Sports and Leisure Facilities (IAKS),lobbyregister_eintrag,2022-09-19
"""""",International Association for Sustainable Aviation e.V. (IASA),lobbyregister_eintrag,2022-09-19
"""""",International Association for the Study of Pain (IASP),lobbyregister_eintrag,2022-09-19
"""""",International Association of Amusement Parks and Attractions,lobbyregister_eintrag,2022-09-19
"""""",International Association of Butterfly Exhibitors and Suppliers (IABES),lobbyregister_eintrag,2022-09-19
"""""",International association of communication sciences and disorders (IALP),lobbyregister_eintrag,2022-09-19
"""""",International Association Of Internet Hotlines (INHOPE),lobbyregister_eintrag,2022-09-19
"""""",International Association of Judges,lobbyregister_eintrag,2022-09-19
"""""",International Association of Labour Inspection,lobbyregister_eintrag,2022-09-19
"""""",International Association of Legislation (IAL) e.V.,a_watch_organisation,2022-09-19
"""""",International Association of Medical Regulatory Authorities (IAMRA),lobbyregister_eintrag,2022-09-19
"""""",International Association of Oil & Gas Producers Europe,lobbyregister_eintrag,2022-09-19
"""""",International Association of Physics Students (IAPS),lobbyregister_eintrag,2022-09-19
"""""",International Association of Youth and Family Judges and Magistrates (IAYFJM),lobbyregister_eintrag,2022-09-19
"""""",International Astronatical Federation (IAF),lobbyregister_eintrag,2022-09-19
"""""",International Astronautical Federation (IAF),lobbyregister_eintrag,2022-09-19
"""""",International Bankers Forum e.V.,lobbyregister_eintrag,2022-09-19
"""""",International Banking Federation (IBFed),lobbyregister_eintrag,2022-09-19
"""""",International Bar Association,lobbyregister_eintrag,2022-09-19
"""""",International Bowling Federation,lobbyregister_eintrag,2022-09-19
"""""",International Business Aviation Council (IBAC),lobbyregister_eintrag,2022-09-19
"""""",International Campaign for Tibet Deutschland e. V.,lobbyregister_eintrag,2022-09-19
"""""",International Campaign to Abolish Nuclear Weapons (ICAN),lobbyregister_eintrag,2022-09-19
"""""",International Campaign to End Genocide,lobbyregister_eintrag,2022-09-19
"""""",International Campaign to Stop Rape & Gender Violence in Conflict,lobbyregister_eintrag,2022-09-19
"""""",International Capital Market Association (ICMA),lobbyregister_eintrag,2022-09-19
"""""",International Car Distribution Programme (ICDP),lobbyregister_eintrag,2022-09-19
"""""",International Casting Sport Federation,lobbyregister_eintrag,2022-09-19
"""""",International Cerebral Palsy Society,lobbyregister_eintrag,2022-09-19
"""""",International Chamber of Commerce (ICC),lobbyregister_eintrag,2022-09-19
"""""",International Chamber of Commerce (ICC) Germany,lobbyregister_eintrag,2022-09-19
"""""",International Chamber of Commerce Deutschland (ICC) e.V.,lobbyregister_eintrag,2022-09-19
"""""",International Chemical Trade Association (ICTA),lobbyregister_eintrag,2022-09-19
"""""",International Coalition for Papua (ICP),lobbyregister_eintrag,2022-09-19
"""""",International Coalition for the Advocacy on Nutrition,lobbyregister_eintrag,2022-09-19
"""""",International Coalition for the Responsibility to Protect,lobbyregister_eintrag,2022-09-19
"""""",International Commission of Driver Testing (CIECA),lobbyregister_eintrag,2022-09-19
"""""",International Confederation of Music Publisher (ICMP),lobbyregister_eintrag,2022-09-19
"""""",International Confederation of Music Publishers (ICMP),lobbyregister_eintrag,2022-09-19
"""""",International Copper Association (ICA),lobbyregister_eintrag,2022-09-19
"""""",International Council for Adult Education,lobbyregister_eintrag,2022-09-19
"""""",International Council for the Life Sciences (ICLS),lobbyregister_eintrag,2022-09-19
"""""",International Council of Hides Skins & Leather Traders Associations,lobbyregister_eintrag,2022-09-19
"""""",International Council of Marine Industry Associations,lobbyregister_eintrag,2022-09-19
"""""",International Council of Ophthalmology,lobbyregister_eintrag,2022-09-19
"""""",International Council of Securities Associations,lobbyregister_eintrag,2022-09-19
"""""",International Council of Securities Associations (ICSA),lobbyregister_eintrag,2022-09-19
"""""",International Council of Social Welfare - ICSW,lobbyregister_eintrag,2022-09-19
"""""",International Council of Sport Science and Physical Education (ICSSPE),lobbyregister_eintrag,2022-09-19
"""""",International Council of Sport Science and Physical Education e.V.,lobbyregister_eintrag,2022-09-19
"""""",International Council of Tanners (ICT),lobbyregister_eintrag,2022-09-19
"""""",International Council of Women,lobbyregister_eintrag,2022-09-19
"""""",International Crisis Group,a_watch_organisation,2022-09-19
"""""",International Crossbow Shooting Union (IAU),lobbyregister_eintrag,2022-09-19
"""""",International Currency Association,lobbyregister_eintrag,2022-09-19
"""""",International Dairy Federation AISBL,lobbyregister_eintrag,2022-09-19
"""""",International Data Spaces Association,lobbyregister_eintrag,2022-09-19
"""""",International Data Spaces e.V.,lobbyregister_eintrag,2022-09-19
"""""",International Data Spaces e. V.,lobbyregister_eintrag,2022-09-19
"""""",International Diabetes Federation,lobbyregister_eintrag,2022-09-19
"""""",Internationale Advocacy Netzwerke,lobbyregister_eintrag,2022-09-19
"""""",Internationale Advocacynetzwerke (IAN),lobbyregister_eintrag,2022-09-19
"""""",Internationale Advocacy Netzwerke (IAN),lobbyregister_eintrag,2022-09-19
"""""",Internationale Alliance of Women,lobbyregister_eintrag,2022-09-19
"""""",Internationale Alpenschutzkommission - CIPRA,lobbyregister_eintrag,2022-09-19
"""""",Internationale Bauausstellung 2027 StadtRegion Stuttgart GmbH,a_watch_organisation,2022-09-19
"""""",International Education Funders Group (IEFG),lobbyregister_eintrag,2022-09-19
"""""",Internationale Föderation des Dachdeckerhandwerks (IFD),lobbyregister_eintrag,2022-09-19
"""""",Internationale Gesellschaft der Bildenden Künste (IGBK),lobbyregister_eintrag,2022-09-19
"""""",Internationale Gesellschaft für erzieherische Hilfen,lobbyregister_eintrag,2022-09-19
"""""",Internationale Gesellschaft Gartentherapie,lobbyregister_eintrag,2022-09-19
"""""",Internationale Gutenberg-Gesellschaft,lobbyregister_eintrag,2022-09-19
"""""",Internationale Händel-Festspiele Göttingen gemeinnützige GmbH,a_watch_organisation,2022-09-19
"""""",Internationale Handelskammer (ICC),lobbyregister_eintrag,2022-09-19
"""""","Internationale Hochschule für Wirtschaft, Technik und Kultur gemeinnützige GmbH",a_watch_organisation,2022-09-19
"""""",Internationale Journalisten-Programme e.V. (IJP),a_watch_organisation,2022-09-19
"""""",Internationale Katholische Konferenz des Pfadfindertums (ICCS),lobbyregister_eintrag,2022-09-19
"""""",Internationale Kommission zum Schutz des Rheins,lobbyregister_eintrag,2022-09-19
"""""",Internationale Martin Luther Stiftung,a_watch_organisation,2022-09-19
"""""",International Emissions Trading Association (IETA),lobbyregister_eintrag,2022-09-19
"""""",Internationale Münchner Filmwochen GmbH,lobbyregister_eintrag,2022-09-19
"""""",Internationalen Architekturverband UIA,lobbyregister_eintrag,2022-09-19
"""""",Internationale Naturschutzakademie Insel Vilm,a_watch_organisation,2022-09-19
"""""",Internationalen Wirtschaftsrat,lobbyregister_eintrag,2022-09-19
"""""","Internationaler Bund (IB), Verbund Nord",a_watch_organisation,2022-09-19
"""""","Internationaler Bund (IB) Freier Träger der Jugend-, Sozial- und Bildungsarbeit e.V.",a_watch_organisation,2022-09-19
"""""",Internationaler Bund Wittenberg,a_watch_organisation,2022-09-19
"""""",Internationaler Bustouristikverband (RDA),lobbyregister_eintrag,2022-09-19
"""""",Internationaler Bustouristik Verband e.V. (RDA),lobbyregister_eintrag,2022-09-19
"""""",Internationaler Club im Auswärtigen Amt,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Club im Auswärtigen Amt e. V.,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Club im Auswärtigen Amt e.V. (ICAA),lobbyregister_eintrag,2022-09-19
"""""",Internationaler Club im Auswärtigen Amts e.V.,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Club La Redoute Bonn e.V.,a_watch_organisation,2022-09-19
"""""",Internationaler Controllerverein e.V.,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Controller Verein e.V.,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Freundeskreis,lobbyregister_eintrag,2022-09-19
"""""",internationaler ländlicher Entwicklungsdienst,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Lederverband,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Metzgermeister-Verband (IMV),lobbyregister_eintrag,2022-09-19
"""""",Internationaler Tierschutz-Fonds gGmbH,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Verband der Immobilienberufe - FIABCI Deutsche Delegation e.V.,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Verband der Schneesport-Instruktoren e.V.,a_watch_organisation,2022-09-19
"""""",Internationaler Verband für den Metallleichtbau e. V.,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Verein für Technische Holzfragen,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Verein für Technische Holzfragen e.V. (IVTH),lobbyregister_eintrag,2022-09-19
"""""",Internationaler Verein für zukunftsfähiges Bauen und Wohnen - natureplus e.V. (natureplus),lobbyregister_eintrag,2022-09-19
"""""",Internationaler Wirtschaftsrat e.V.,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Wirtschaftsrat e. V.,lobbyregister_eintrag,2022-09-19
"""""",Internationaler Wirtschaftssenat e.V.,a_watch_organisation,2022-09-19
"""""",Internationales Begegnungszentrum St. Marienthal,a_watch_organisation,2022-09-19
"""""",Internationales Bildungs- und Begegnungswerk e.V. (IBB),a_watch_organisation,2022-09-19
"""""",Internationales Bildungs- und Begegnungswerk gemeinnützige GmbH (IBB),a_watch_organisation,2022-09-19
"""""",Internationales Eisenbahntransport-Komitee (CIT),lobbyregister_eintrag,2022-09-19
"""""",Internationales Forum Burg Liebenzell e.V.,a_watch_organisation,2022-09-19
"""""",Internationales Frauenzentrum Bonn,lobbyregister_eintrag,2022-09-19
"""""",Internationales Frauenzentrum Bonn e.V.,lobbyregister_eintrag,2022-09-19
"""""",Internationales Hopfenbaubüro,lobbyregister_eintrag,2022-09-19
"""""",Internationales Instituts für missionswissenschaftliche Forschungen e.V. (IIMF),lobbyregister_eintrag,2022-09-19
"""""",Internationales Marketing und Vertrieb für Messen und Veranstaltungen,a_watch_organisation,2022-09-19
"""""",Internationales Paralympisches Komitee (IPC),lobbyregister_eintrag,2022-09-19
"""""",Internationales Seennetzwerk Living Lakes,lobbyregister_eintrag,2022-09-19
"""""",Internationales Städteforum Graz,lobbyregister_eintrag,2022-09-19
"""""",Internationales Steuerseminar Schweiz (IStS),a_watch_organisation,2022-09-19
"""""",Internationales Wirtschaftsforum Baden-Baden GmbH,a_watch_organisation,2022-09-19
"""""",Internationale Vereinigung für Bildungs- und Berufsberatung (IVBBB),lobbyregister_eintrag,2022-09-19
"""""",International Federation for Home Economics,lobbyregister_eintrag,2022-09-19
"""""",International Federation for Home Economics (IFHE) e. V.,lobbyregister_eintrag,2022-09-19
"""""",International Federation for Housing and Plannning,lobbyregister_eintrag,2022-09-19
"""""",International Federation for Human Rights (FIDH),lobbyregister_eintrag,2022-09-19
"""""",International Federation for Psychotherapie e.V. (IFP),lobbyregister_eintrag,2022-09-19
"""""",International Federation Motorhome Clubs F.I.C.M a.s.i.b.l,lobbyregister_eintrag,2022-09-19
"""""",International Federation of Clinical Chemistry and Laboratory Medicine (IFCC),lobbyregister_eintrag,2022-09-19
"""""",International Federation of Clinical Chemistry - IFCC,lobbyregister_eintrag,2022-09-19
"""""",International Federation of Dental Anesthesiology Societies IFDAS; European Federation for the Advancement of Anaesthesia in Dentistry EFAAD,lobbyregister_eintrag,2022-09-19
"""""",International Federation of Film Producers Associations (FIAPF),lobbyregister_eintrag,2022-09-19
"""""",International Federation of Horseracing Authorities,lobbyregister_eintrag,2022-09-19
"""""",International Federation of Information Processing,lobbyregister_eintrag,2022-09-19
"""""",International Federation of Library Associations and Institutions (IFLA),lobbyregister_eintrag,2022-09-19
"""""",International Federation of Medical Students Associations (IFMSA),lobbyregister_eintrag,2022-09-19
"""""",International Federation of Nurse Anesthetists (IFNA),lobbyregister_eintrag,2022-09-19
"""""",International Federation of Pharmaceutical Manufacturers Associations,lobbyregister_eintrag,2022-09-19
"""""",International Federation of Robotics,lobbyregister_eintrag,2022-09-19
"""""",International Federation of Telefon Emergency Services (IFOTES),lobbyregister_eintrag,2022-09-19
"""""",International Federation of the Phonographic Industry (IFPI),lobbyregister_eintrag,2022-09-19
"""""",International Fertilizers Association,lobbyregister_eintrag,2022-09-19
"""""",International Forum for Volunteering in Development,lobbyregister_eintrag,2022-09-19
"""""",International Forum on Business Ethical Conduct,lobbyregister_eintrag,2022-09-19
"""""",International Foundation for Integrated Care,lobbyregister_eintrag,2022-09-19
"""""",International Fund for Agricultural Development,lobbyregister_eintrag,2022-09-19
"""""",International Fund for Animal Welfare (IFAW),lobbyregister_eintrag,2022-09-19
"""""",International Garden Centre Association (IGCA),lobbyregister_eintrag,2022-09-19
"""""",International Gas Union (www.igu.org),lobbyregister_eintrag,2022-09-19
"""""",International Geographical Union,lobbyregister_eintrag,2022-09-19
