graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_auftraggeber_anzahl
"""""",lobbyregister_client,lobbyregister,2022-06-02,SOLYTIC GmbH,SOLYTIC GmbH,norm_lobbyregister_eintrag_2022-09-19_#0020362,
"""""",lobbyregister_client,lobbyregister,2022-08-08,sonnen eServices Deutschland GmbH,sonnen eServices Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0020366,
"""""",lobbyregister_client,lobbyregister,2022-08-08,sonnen eServices GmbH,sonnen eServices GmbH,norm_lobbyregister_eintrag_2022-09-19_#0020367,
"""""",lobbyregister_client,lobbyregister,2022-05-03,Sovereign Sustainability & Development Ltd.,Sovereign Sustainability & Development Ltd.,norm_lobbyregister_eintrag_2022-09-19_#0020390,
"""""",lobbyregister_client,lobbyregister,2022-03-24,Sozialverband Deutschland e.V.,Sozialverband Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0020412,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Sparkassen in Bayern,Sparkassen in Bayern,norm_lobbyregister_eintrag_2022-09-19_#0020457,
"""""",lobbyregister_client,lobbyregister,2022-07-07,Speakers Associates,Speakers Associates,norm_lobbyregister_eintrag_2022-09-19_#0020492,
"""""",lobbyregister_client,lobbyregister,2022-06-02,SpinLab Accelerator GmbH,SpinLab Accelerator GmbH,norm_lobbyregister_eintrag_2022-09-19_#0020515,
"""""",lobbyregister_client,lobbyregister,2022-03-01,Spitzenorganisation der Filmwirtschaft e.V.,Spitzenorganisation der Filmwirtschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0020521,
"""""",lobbyregister_client,lobbyregister,2022-07-06,Spotify Belgium NV,Spotify Belgium NV,norm_lobbyregister_eintrag_2022-09-19_#0020558,
"""""",lobbyregister_client,lobbyregister,2022-06-20,Sprech- und Stimmlehrer/innen Lehrervereinigung Schlaffhorst-Andersen e.V. (dba),Sprech- und Stimmlehrer/innen Lehrervereinigung Schlaffhorst-Andersen e.V. (dba),norm_lobbyregister_eintrag_2022-09-19_#0020560,
"""""",lobbyregister_client,lobbyregister,2022-06-02,SprinD GmbH,SprinD GmbH,norm_lobbyregister_eintrag_2022-09-19_#0020561,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Springer Nature Group,Springer Nature Group,norm_lobbyregister_eintrag_2022-09-19_#0020564,
"""""",lobbyregister_client,lobbyregister,2022-02-26,Staatliche Toto-Lotto GmbH Baden-Württemberg,Staatliche Toto-Lotto GmbH Baden-Württemberg,norm_lobbyregister_eintrag_2022-09-19_#0020584,
"""""",lobbyregister_client,lobbyregister,2022-03-21,Stada Arzneimittel AG,Stada Arzneimittel AG,norm_lobbyregister_eintrag_2022-09-19_#0020605,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Bochum,Stadt Bochum,norm_lobbyregister_eintrag_2022-09-19_#0020630,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Bottrop,Stadt Bottrop,norm_a_watch_organisation_2022-09-19_#0020631,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Brandenburg an der Havel,Stadt Brandenburg an der Havel,norm_a_watch_organisation_2022-09-19_#0020632,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Cottbus,Stadt Cottbus,norm_lobbyregister_eintrag_2022-09-19_#0020639,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Cuxhaven,Stadt Cuxhaven,norm_a_watch_organisation_2022-09-19_#0020640,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Dinslaken,Stadt Dinslaken,norm_lobbyregister_eintrag_2022-09-19_#0020643,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Dorsten,Stadt Dorsten,norm_a_watch_organisation_2022-09-19_#0020644,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Dortmund,Stadt Dortmund,norm_a_watch_organisation_2022-09-19_#0020645,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Duisburg,Stadt Duisburg,norm_a_watch_organisation_2022-09-19_#0020646,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Essen,Stadt Essen,norm_a_watch_organisation_2022-09-19_#0020662,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Frankenthal,Stadt Frankenthal,norm_lobbyregister_eintrag_2022-09-19_#0020670,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Frankfurt (Oder),Stadt Frankfurt (Oder),norm_lobbyregister_eintrag_2022-09-19_#0020672,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Geestland,Stadt Geestland,norm_lobbyregister_eintrag_2022-09-19_#0020679,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Gelsenkirchen,Stadt Gelsenkirchen,norm_lobbyregister_eintrag_2022-09-19_#0020680,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Ginsheim-Gustavsburg,Stadt Ginsheim-Gustavsburg,norm_lobbyregister_eintrag_2022-09-19_#0020685,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Gladbeck,Stadt Gladbeck,norm_lobbyregister_eintrag_2022-09-19_#0020686,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Hagen,Stadt Hagen,norm_a_watch_organisation_2022-09-19_#0020692,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Hamm,Stadt Hamm,norm_lobbyregister_eintrag_2022-09-19_#0020701,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Hattingen,Stadt Hattingen,norm_lobbyregister_eintrag_2022-09-19_#0020703,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Herne,Stadt Herne,norm_lobbyregister_eintrag_2022-09-19_#0020705,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Kaiserslautern,Stadt Kaiserslautern,norm_lobbyregister_eintrag_2022-09-19_#0020716,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Koblenz,Stadt Koblenz,norm_a_watch_organisation_2022-09-19_#0020725,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Krefeld,Stadt Krefeld,norm_a_watch_organisation_2022-09-19_#0020729,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Lahnstein,Stadt Lahnstein,norm_lobbyregister_eintrag_2022-09-19_#0020732,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Leverkusen,Stadt Leverkusen,norm_lobbyregister_eintrag_2022-09-19_#0020736,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Löhne,Stadt Löhne,norm_a_watch_organisation_2022-09-19_#0020739,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Ludwigshafen,Stadt Ludwigshafen,norm_a_watch_organisation_2022-09-19_#0020741,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Lünen,Stadt Lünen,norm_lobbyregister_eintrag_2022-09-19_#0020742,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Mainz,Stadt Mainz,norm_a_watch_organisation_2022-09-19_#0020744,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Mayen,Stadt Mayen,norm_lobbyregister_eintrag_2022-09-19_#0020748,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Mettmann,Stadt Mettmann,norm_lobbyregister_eintrag_2022-09-19_#0020750,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Moers,Stadt Moers,norm_lobbyregister_eintrag_2022-09-19_#0020752,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Mönchengladbach,Stadt Mönchengladbach,norm_a_watch_organisation_2022-09-19_#0020753,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Mörfelden-Walldorf,Stadt Mörfelden-Walldorf,norm_lobbyregister_eintrag_2022-09-19_#0020754,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Mülheim an der Ruhr,Stadt Mülheim an der Ruhr,norm_lobbyregister_eintrag_2022-09-19_#0020755,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Neustadt an der Weinstraße,Stadt Neustadt an der Weinstraße,norm_lobbyregister_eintrag_2022-09-19_#0020763,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Neuwied,Stadt Neuwied,norm_lobbyregister_eintrag_2022-09-19_#0020765,
"""""",lobbyregister_client,lobbyregister,2022-05-13,Stadt Nürnberg,Stadt Nürnberg,norm_a_watch_organisation_2022-09-19_#0020771,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Oberhausen,Stadt Oberhausen,norm_a_watch_organisation_2022-09-19_#0020772,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Obertshausen,Stadt Obertshausen,norm_lobbyregister_eintrag_2022-09-19_#0020773,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Offenbach,Stadt Offenbach,norm_lobbyregister_eintrag_2022-09-19_#0020775,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Pirmasens,Stadt Pirmasens,norm_a_watch_organisation_2022-09-19_#0020783,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Recklinghausen,Stadt Recklinghausen,norm_lobbyregister_eintrag_2022-09-19_#0020787,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Remscheid,Stadt Remscheid,norm_lobbyregister_eintrag_2022-09-19_#0020790,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Saarbrücken,Stadt Saarbrücken,norm_a_watch_organisation_2022-09-19_#0020795,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Salzgitter,Stadt Salzgitter,norm_lobbyregister_eintrag_2022-09-19_#0020796,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Schwerin,Stadt Schwerin,norm_lobbyregister_eintrag_2022-09-19_#0020798,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Schwerte,Stadt Schwerte,norm_lobbyregister_eintrag_2022-09-19_#0020799,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Solingen,Stadt Solingen,norm_lobbyregister_eintrag_2022-09-19_#0020801,
"""""",lobbyregister_client,lobbyregister,2022-03-16,Stadtsparkasse Remscheid,Stadtsparkasse Remscheid,norm_lobbyregister_eintrag_2022-09-19_#0020804,
"""""",lobbyregister_client,lobbyregister,2022-03-16,Stadt-Sparkasse Solingen,Stadt-Sparkasse Solingen,norm_lobbyregister_eintrag_2022-09-19_#0020805,
"""""",lobbyregister_client,lobbyregister,2022-03-16,Stadtsparkasse Wuppertal,Stadtsparkasse Wuppertal,norm_lobbyregister_eintrag_2022-09-19_#0020806,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Strasburg (Um.),Stadt Strasburg (Um.),norm_lobbyregister_eintrag_2022-09-19_#0020811,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Trier,Stadt Trier,norm_lobbyregister_eintrag_2022-09-19_#0020817,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Voerde,Stadt Voerde,norm_lobbyregister_eintrag_2022-09-19_#0020832,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Völklingen,Stadt Völklingen,norm_lobbyregister_eintrag_2022-09-19_#0020833,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Waldbröl,Stadt Waldbröl,norm_lobbyregister_eintrag_2022-09-19_#0020836,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Stadtwerke Steinburg GmbH,Stadtwerke Steinburg GmbH,norm_lobbyregister_eintrag_2022-09-19_#0020876,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Werne,Stadt Werne,norm_lobbyregister_eintrag_2022-09-19_#0020879,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Wesel,Stadt Wesel,norm_a_watch_organisation_2022-09-19_#0020880,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Wismar,Stadt Wismar,norm_lobbyregister_eintrag_2022-09-19_#0020886,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Witten,Stadt Witten,norm_lobbyregister_eintrag_2022-09-19_#0020887,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Worms,Stadt Worms,norm_lobbyregister_eintrag_2022-09-19_#0020891,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Wülfrath,Stadt Wülfrath,norm_lobbyregister_eintrag_2022-09-19_#0020892,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Wuppertal,Stadt Wuppertal,norm_a_watch_organisation_2022-09-19_#0020893,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stadt Zweibrücken,Stadt Zweibrücken,norm_lobbyregister_eintrag_2022-09-19_#0020896,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Statkraft Markets GmbH,Statkraft Markets GmbH,norm_lobbyregister_eintrag_2022-09-19_#0020916,
"""""",lobbyregister_client,lobbyregister,2022-08-15,Statnett SF,Statnett SF,norm_lobbyregister_eintrag_2022-09-19_#0020917,
"""""",lobbyregister_client,lobbyregister,2022-08-16,Stena Line GmbH & Co. KG,Stena Line GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0020944,
"""""",lobbyregister_client,lobbyregister,2022-06-29,STEYR ARMS GmbH,STEYR ARMS GmbH,norm_lobbyregister_eintrag_2022-09-19_#0020961,
"""""",lobbyregister_client,lobbyregister,2022-03-17,STIEBEL ELTRON,STIEBEL ELTRON,norm_lobbyregister_eintrag_2022-09-19_#0020970,
"""""",lobbyregister_client,lobbyregister,2022-02-23,Stiftelsen Flyktninghjelpen,Stiftelsen Flyktninghjelpen,norm_lobbyregister_eintrag_2022-09-19_#0020972,
"""""",lobbyregister_client,lobbyregister,2022-09-14,Stiftung Gemeinsames Rücknahmesystem Batterien,Stiftung Gemeinsames Rücknahmesystem Batterien,norm_lobbyregister_eintrag_2022-09-19_#0021125,
"""""",lobbyregister_client,lobbyregister,2022-05-16,Stiftung Gesunde Erde Gesunde Menschen gGmbH,Stiftung Gesunde Erde Gesunde Menschen gGmbH,norm_lobbyregister_eintrag_2022-09-19_#0021128,
"""""",lobbyregister_client,lobbyregister,2022-08-05,Stiftung OFFSHORE-WINDENERGIE,Stiftung OFFSHORE-WINDENERGIE,norm_lobbyregister_eintrag_2022-09-19_#0021203,
"""""",lobbyregister_client,lobbyregister,2022-05-17,Stiftung Verantwortungseigentum e.V.,Stiftung Verantwortungseigentum e.V.,norm_a_watch_organisation_2022-09-19_#0021254,
"""""",lobbyregister_client,lobbyregister,2022-09-08,Stripe Deutschland GmbH,Stripe Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021314,
"""""",lobbyregister_client,lobbyregister,2022-01-11,Studentenbund des Cartellverbandes der katholischen deutschen Studentenverbindungen,Studentenbund des Cartellverbandes der katholischen deutschen Studentenverbindungen,norm_lobbyregister_eintrag_2022-09-19_#0021329,
"""""",lobbyregister_client,lobbyregister,2022-07-25,Stulz GmbH,Stulz GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021350,
"""""",lobbyregister_client,lobbyregister,2022-08-25,SUB Erste Lesung GmbH,SUB Erste Lesung GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021358,
"""""",lobbyregister_client,lobbyregister,2022-05-17,Süddeutsche Truthahn AG,Süddeutsche Truthahn AG,norm_lobbyregister_eintrag_2022-09-19_#0021367,
"""""",lobbyregister_client,lobbyregister,2022-06-15,Südtiroler Apfelkonsortium,Südtiroler Apfelkonsortium,norm_lobbyregister_eintrag_2022-09-19_#0021375,
"""""",lobbyregister_client,lobbyregister,2022-07-20,Südzucker AG,Südzucker AG,norm_a_watch_organisation_2022-09-19_#0021385,
"""""",lobbyregister_client,lobbyregister,2022-03-07,Sumec Industry & Engineering GmbH,Sumec Industry & Engineering GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021388,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Sunfire GmbH,Sunfire GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021390,
"""""",lobbyregister_client,lobbyregister,2022-02-11,SUSE Software Solutions GmbH,SUSE Software Solutions GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021399,
"""""",lobbyregister_client,lobbyregister,2022-07-07,Süßstoff-Verband e.V.,Süßstoff-Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021400,
"""""",lobbyregister_client,lobbyregister,2022-02-17,Swedish Match,Swedish Match,norm_lobbyregister_eintrag_2022-09-19_#0021421,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Swedish Match AB,Swedish Match AB,norm_lobbyregister_eintrag_2022-09-19_#0021422,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Swinging World e.V. - Unternehmer und Wirtschaftsverband der Tanzschulen in Deutschland,Swinging World e.V. - Unternehmer und Wirtschaftsverband der Tanzschulen in Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0021425,
"""""",lobbyregister_client,lobbyregister,2022-09-06,Swiss Life Deutschland Holding GmbH,Swiss Life Deutschland Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021429,
"""""",lobbyregister_client,lobbyregister,2022-04-27,Swiss Steel Holding AG,Swiss Steel Holding AG,norm_lobbyregister_eintrag_2022-09-19_#0021431,
"""""",lobbyregister_client,lobbyregister,2022-08-31,SWR Stadtwerke Rosenheim GmbH & Co. KG,SWR Stadtwerke Rosenheim GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021434,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Symbio Infrastructure Limited Partnership,Symbio Infrastructure Limited Partnership,norm_lobbyregister_eintrag_2022-09-19_#0021439,
"""""",lobbyregister_client,lobbyregister,2022-06-02,Symrise AG,Symrise AG,norm_lobbyregister_eintrag_2022-09-19_#0021441,
"""""",lobbyregister_client,lobbyregister,2022-07-07,Syna GmbH,Syna GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021442,
"""""",lobbyregister_client,lobbyregister,2022-02-24,Syngenta Seeds GmbH,Syngenta Seeds GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021449,
"""""",lobbyregister_client,lobbyregister,2022-03-03,Takeda Pharma Vertrieb GmbH & Co. KG,Takeda Pharma Vertrieb GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021463,
"""""",lobbyregister_client,lobbyregister,2022-02-22,Takeda Pharma Vertrieb GmbH & Co KG,Takeda Pharma Vertrieb GmbH & Co KG,norm_lobbyregister_eintrag_2022-09-19_#0021464,
"""""",lobbyregister_client,lobbyregister,2022-08-24,Tallano Technologie SAS,Tallano Technologie SAS,norm_lobbyregister_eintrag_2022-09-19_#0021468,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Taxfix GmbH,Taxfix GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021481,
"""""",lobbyregister_client,lobbyregister,2022-07-25,TCP Energies GmbH & Co. KG,TCP Energies GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021492,
"""""",lobbyregister_client,lobbyregister,2022-03-03,Techniker Krankenkasse,Techniker Krankenkasse,norm_lobbyregister_eintrag_2022-09-19_#0021513,
"""""",lobbyregister_client,lobbyregister,2022-07-04,techreach GmbH,techreach GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021536,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Tencent International Service Europe B.V.,Tencent International Service Europe B.V.,norm_lobbyregister_eintrag_2022-09-19_#0021560,
"""""",lobbyregister_client,lobbyregister,2022-04-14,Tengelmann Warenhandelsgesellschaft KG,Tengelmann Warenhandelsgesellschaft KG,norm_lobbypedia_parteispenden_2022-09-19_#0021564,
"""""",lobbyregister_client,lobbyregister,2022-06-02,TenneT TSO GmbH,TenneT TSO GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021565,
"""""",lobbyregister_client,lobbyregister,2022-03-18,TEN Thueringer Energienetze GmbH & Co. KG,TEN Thueringer Energienetze GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021566,
"""""",lobbyregister_client,lobbyregister,2022-09-14,Tetra Pak GmbH,Tetra Pak GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021577,
"""""",lobbyregister_client,lobbyregister,2022-06-02,TFV Technischer Fachverlag GmbH,TFV Technischer Fachverlag GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021584,
"""""",lobbyregister_client,lobbyregister,2022-09-07,Thalia Bücher GmbH,Thalia Bücher GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021592,
"""""",lobbyregister_client,lobbyregister,2022-09-08,The Exploration Company,The Exploration Company,norm_lobbyregister_eintrag_2022-09-19_#0021633,
"""""",lobbyregister_client,lobbyregister,2022-07-06,The Kvinna till Kvinna Foundation,The Kvinna till Kvinna Foundation,norm_lobbyregister_eintrag_2022-09-19_#0021657,
"""""",lobbyregister_client,lobbyregister,2022-04-11,The Mobility House AG,The Mobility House AG,norm_lobbyregister_eintrag_2022-09-19_#0021665,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Thermo Fisher Scientific Germany BV & Co. KG,Thermo Fisher Scientific Germany BV & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021681,
"""""",lobbyregister_client,lobbyregister,2022-09-16,The Rotary Foundation,The Rotary Foundation,norm_lobbyregister_eintrag_2022-09-19_#0021682,
"""""",lobbyregister_client,lobbyregister,2022-06-23,The SeaCleaners,The SeaCleaners,norm_lobbyregister_eintrag_2022-09-19_#0021684,
"""""",lobbyregister_client,lobbyregister,2022-07-08,The Walt Disney Company (Germany) GmbH,The Walt Disney Company (Germany) GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021689,
"""""",lobbyregister_client,lobbyregister,2022-09-08,The Wellcome Trust Limited,The Wellcome Trust Limited,norm_lobbyregister_eintrag_2022-09-19_#0021690,
"""""",lobbyregister_client,lobbyregister,2022-08-05,Think Tank DialogGesellschaft e.V.,Think Tank DialogGesellschaft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021697,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Thorn,Thorn,norm_lobbyregister_eintrag_2022-09-19_#0021706,
"""""",lobbyregister_client,lobbyregister,2022-07-19,Thüga Aktiengesellschaft,Thüga Aktiengesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0021711,
"""""",lobbyregister_client,lobbyregister,2022-09-13,Thyssengas GmbH,Thyssengas GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021745,
"""""",lobbyregister_client,lobbyregister,2022-04-28,thyssenkrupp Industrial Solutions,thyssenkrupp Industrial Solutions,norm_lobbyregister_eintrag_2022-09-19_#0021747,
"""""",lobbyregister_client,lobbyregister,2022-07-25,thyssenkrupp Steel Europe AG,thyssenkrupp Steel Europe AG,norm_lobbyregister_eintrag_2022-09-19_#0021750,
"""""",lobbyregister_client,lobbyregister,2022-08-09,TIER Mobility SE,TIER Mobility SE,norm_lobbyregister_eintrag_2022-09-19_#0021762,
"""""",lobbyregister_client,lobbyregister,2022-02-28,Tier- und Umweltschutzorganisationen (DNR) e.V.,Tier- und Umweltschutzorganisationen (DNR) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0021771,
"""""",lobbyregister_client,lobbyregister,2022-09-15,TikTok Germany GmbH,TikTok Germany GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021773,
"""""",lobbyregister_client,lobbyregister,2022-05-17,Tilray Deutschland GmbH,Tilray Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021775,
"""""",lobbyregister_client,lobbyregister,2022-08-31,Tipico Co Ltd,Tipico Co Ltd,norm_lobbyregister_eintrag_2022-09-19_#0021778,
"""""",lobbyregister_client,lobbyregister,2022-07-02,Together For Girls,Together For Girls,norm_lobbyregister_eintrag_2022-09-19_#0021797,
"""""",lobbyregister_client,lobbyregister,2022-07-01,Together for Girls,Together for Girls,norm_lobbyregister_eintrag_2022-09-19_#0021798,
"""""",lobbyregister_client,lobbyregister,2022-02-17,Toll4Europe,Toll4Europe,norm_lobbyregister_eintrag_2022-09-19_#0021801,
"""""",lobbyregister_client,lobbyregister,2022-06-02,TotalEnergies Marketing Deutschland GmbH,TotalEnergies Marketing Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021813,
"""""",lobbyregister_client,lobbyregister,2022-02-26,Toto-Lotto Niedersachsen GmbH,Toto-Lotto Niedersachsen GmbH,norm_a_watch_organisation_2022-09-19_#0021821,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Transmutex SA,Transmutex SA,norm_lobbyregister_eintrag_2022-09-19_#0021895,
"""""",lobbyregister_client,lobbyregister,2022-09-14,Tree Energy Solutions GmbH,Tree Energy Solutions GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021922,
"""""",lobbyregister_client,lobbyregister,2022-02-24,Trianel Energieprojekte GmbH & Co. KG,Trianel Energieprojekte GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021927,
"""""",lobbyregister_client,lobbyregister,2022-02-24,Trianel Gaskraftwerk Hamm GmbH & Co. KG,Trianel Gaskraftwerk Hamm GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021928,
"""""",lobbyregister_client,lobbyregister,2022-02-24,Trianel Gasspeicher Epe GmbH & Co. KG,Trianel Gasspeicher Epe GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021929,
"""""",lobbyregister_client,lobbyregister,2022-07-22,Trianel GmbH,Trianel GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021930,
"""""",lobbyregister_client,lobbyregister,2022-02-24,Trianel Kohlekraftwerke Lünen GmbH & Co. KG,Trianel Kohlekraftwerke Lünen GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021931,
"""""",lobbyregister_client,lobbyregister,2022-02-24,Trianel Windkraftwerk Borkum GmbH & Co. KG,Trianel Windkraftwerk Borkum GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021933,
"""""",lobbyregister_client,lobbyregister,2022-02-24,Trianel Windkraftwerk Borkum II GmbH & Co. KG,Trianel Windkraftwerk Borkum II GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0021934,
"""""",lobbyregister_client,lobbyregister,2022-06-02,TRIMET Aluminium SE,TRIMET Aluminium SE,norm_lobbyregister_eintrag_2022-09-19_#0021940,
"""""",lobbyregister_client,lobbyregister,2022-09-15,trivago N.V.,trivago N.V.,norm_lobbyregister_eintrag_2022-09-19_#0021945,
"""""",lobbyregister_client,lobbyregister,2022-09-15,Tronox Holdings plc,Tronox Holdings plc,norm_lobbyregister_eintrag_2022-09-19_#0021947,
"""""",lobbyregister_client,lobbyregister,2022-03-17,True North Management Partners,True North Management Partners,norm_lobbyregister_eintrag_2022-09-19_#0021950,
"""""",lobbyregister_client,lobbyregister,2022-04-20,TUBIS AG,TUBIS AG,norm_lobbyregister_eintrag_2022-09-19_#0021959,
"""""",lobbyregister_client,lobbyregister,2022-09-15,TÜV NORD AG,TÜV NORD AG,norm_lobbyregister_eintrag_2022-09-19_#0021978,
"""""",lobbyregister_client,lobbyregister,2022-06-07,TÜV Rheinland AG,TÜV Rheinland AG,norm_lobbyregister_eintrag_2022-09-19_#0021979,
"""""",lobbyregister_client,lobbyregister,2022-04-27,TÜV Rheinland Kraftfahrt GmbH,TÜV Rheinland Kraftfahrt GmbH,norm_lobbyregister_eintrag_2022-09-19_#0021984,
"""""",lobbyregister_client,lobbyregister,2022-07-20,TÜV SÜD AG,TÜV SÜD AG,norm_lobbyregister_eintrag_2022-09-19_#0021985,
